Job Titles_En,Turkce_Meslek
Customer Care Advocate,Müşteri İlişkileri Temsilcisi
Customer Care Consultant,Müşteri İlişkileri Danışmanı
Customer Care Executive,Müşteri İlişkileri Yöneticisi
Customer Care Manager,Müşteri İlişkileri Müdürü
Customer Care Professional,Müşteri İlişkileri Uzmanı
Customer Care Specialist,Müşteri İlişkileri Uzmanı
Customer Careline Executive,Müşteri Destek Hattı Yöneticisi
Customer Development Executive,Müşteri Geliştirme Yöneticisi
Customer Engagement Executive,Müşteri Bağlılığı Yöneticisi
Customer Engineer,Müşteri Mühendisi
Customer Experience Adviser,Müşteri Deneyimi Danışmanı
Customer Experience Analyst,Müşteri Deneyimi Analisti
Customer Experience Consultant,Müşteri Deneyimi Danışmanı
Customer Experience Manager,Müşteri Deneyimi Müdürü
Customer Experience Specialist,Müşteri Deneyimi Uzmanı
Customer Happiness Officer,Müşteri Memnuniyeti Görevlisi
Customer Happiness Specialist,Müşteri Memnuniyeti Uzmanı
Customer Manager,Müşteri Yöneticisi
Customer Marketing Executive,Müşteri Pazarlama Yöneticisi
Customer Operations Management Executive,Müşteri Operasyonları Yönetim Yöneticisi
Customer Operations Specialist,Müşteri Operasyonları Uzmanı
Customer Quality Engineer,Müşteri Kalite Mühendisi
Customer Realtionship Management Analyst,Müşteri İlişkileri Yönetimi Analisti
Customer Realtionship Management Consultant,Müşteri İlişkileri Yönetimi Danışmanı
Customer Realtionship Management Developer,Müşteri İlişkileri Yönetimi Geliştiricisi
Customer Realtionship Management Executive,Müşteri İlişkileri Yönetimi Yöneticisi
Customer Realtionship Management Manager,Müşteri İlişkileri Yönetimi Müdürü
Customer Realtionship Management Specialist,Müşteri İlişkileri Yönetimi Uzmanı
Customer Realtionship Management Team Lead,Müşteri İlişkileri Yönetimi Ekip Lideri
Customer Relations Adviser,Müşteri İlişkileri Danışmanı
Customer Relations Assistant,Müşteri İlişkileri Asistanı
Customer Relations Officer,Müşteri İlişkileri Görevlisi
Customer Relations Specialist,Müşteri İlişkileri Uzmanı
Customer Relationship Management Specialist,Müşteri İlişkileri Yönetimi Uzmanı
Customer Service Administrator,Müşteri Hizmetleri Yöneticisi
Customer Service Adviser,Müşteri Hizmetleri Danışmanı
Customer Service Advocate,Müşteri Hizmetleri Temsilcisi
Customer Service Agent,Müşteri Hizmetleri Temsilcisi
Customer Service Ambassador,Müşteri Hizmetleri Elçisi
Customer Service And Administration Officer,Müşteri Hizmetleri ve İdari Memur
Customer Service And Sales Consultant,Müşteri Hizmetleri ve Satış Danışmanı
Customer Service Assistant,Müşteri Hizmetleri Asistanı
Customer Service Associate,Müşteri Hizmetleri Temsilcisi
Customer Service Call Centre Representative,Çağrı Merkezi Müşteri Hizmetleri Temsilcisi
Customer Service Captain,
Customer Service Clerk,Müşteri Hizmetleri Memuru
Customer Service Consultant Insurance,Sigorta Müşteri Hizmetleri Danışmanı
Customer Service Coordinator,Müşteri Hizmetleri Koordinatörü
Customer Service Department,
Customer Service Engineer,Müşteri Hizmetleri Mühendisi
Customer Service Executive,Müşteri Hizmetleri Yöneticisi
Customer Service Leader,Müşteri Hizmetleri Lideri
Customer Service Manager,Müşteri Hizmetleri Müdürü
Customer Service Officer,Müşteri Hizmetleri Görevlisi
Customer Service Representative,Müşteri Hizmetleri Temsilcisi
Customer Service Representative Csr,Müşteri Hizmetleri Temsilcisi
Customer Service Role,
Customer Service Sales Representative,Müşteri Hizmetleri Satış Temsilcisi
Customer Service Specialist,Müşteri Hizmetleri Uzmanı
Customer Service Staff,Müşteri Hizmetleri Personeli
Customer Service Supervisor,Müşteri Hizmetleri Süpervizörü
Customer Service Support Officer,Müşteri Hizmetleri Destek Görevlisi
Customer Service Team Leader,Müşteri Hizmetleri Ekip Lideri
Customer Service Technician,Müşteri Hizmetleri Teknisyeni
Customer Services Manager,Müşteri Hizmetleri Müdürü
Customer Services Specialist,Müşteri Hizmetleri Uzmanı
Customer Solutions Architect,Müşteri Çözümleri Mimarı
Customer Solutions Representative,Müşteri Çözümleri Temsilcisi
Customer Specialist,Müşteri Uzmanı
Customer Success Associate,Müşteri Başarı Temsilcisi
Customer Success Consultant,Müşteri Başarı Danışmanı
Customer Success Executive,Müşteri Başarı Yöneticisi
Customer Success Manager,Müşteri Başarı Müdürü
Customer Success Specialist,Müşteri Başarı Uzmanı
Customer Success Team Leader,Müşteri Başarı Ekip Lideri
Customer Support Administrator,Müşteri Destek Yöneticisi
Customer Support Assistant,Müşteri Destek Asistanı
Customer Support Engineer,Müşteri Destek Mühendisi
Customer Support Executive,Müşteri Destek Yöneticisi
Customer Support Manager,Müşteri Destek Müdürü
Customer Support Officer,Müşteri Destek Görevlisi
Customer Support Role,
Customer Support Specialist,Müşteri Destek Uzmanı
Customs Broker,Gümrük Mektuplaşmacısı
Customs Executive,Gümrük Yöneticisi
Customs Officer,Gümrük Memuru
Customs Supervisor,Gümrük Süpervizörü
Cutter,Kesici
Cyber Defense Engineer,Siber Savunma Mühendisi
Cyber Defense Incident Responder,Siber Güvenlik Olay Müdahale Uzmanı
Cyber Incident Analyst,Siber Olay Analisti
Cyber Officer,Siber Güvenlik Görevlisi
Cyber Operator,Siber Operatör
Cyber Security Analyst,Siber Güvenlik Analisti
Cyber Security Architect,Siber Güvenlik Mimarı
Cyber Security Consultant,Siber Güvenlik Danışmanı
Cyber Security Engineer,Siber Güvenlik Mühendisi
Cyber Security Manager,Siber Güvenlik Yöneticisi
Cyber Security Specialist,Siber Güvenlik Uzmanı
Cyber Threat Analyst,Siber Tehdit Analisti
Cyber Warfare Officer,Siber Savaş Görevlisi
Cyber Warfare Operator,Siber Savaş Operatörü
Cybersecurity Executive,Siber Güvenlik Yöneticisi
Cyberspace Officer,Siber Uzay Görevlisi
Cycle Counter,Stok Sayım Uzmanı
Cycling Instructor,Bisiklet Eğitmeni
Cytotechnologist,Sitoteknoloğ
DC Supervisor,Veri Merkezi Denetçisi
DCS Operator,Dağıtık Kontrol Sistemi Operatörü
DFT Engineer,DFT Mühendisi
DNA Analyst,DNA Analisti
DNA Expert,DNA Uzmanı
DNA Specimen Collector,DNA Örnek Toplayıcısı
DNA Technical Leader,DNA Teknik Lideri
DNA Technician,DNA Teknisyeni
DRG Validator,DRG Doğrulayıcısı
DVD Author,DVD Oluşturucusu
Dance Instructor,Dans Eğitmeni
Dance Specialist,Dans Uzmanı
Dancer,Dansçı
Data Administrator,Veri Yöneticisi
Data Analysis Executive,Veri Analizi Yöneticisi
Data Analyst,Veri Analisti
Data Analytics Consultant,Veri Analitiği Danışmanı
Data Analytics Engineer,Veri Analitiği Mühendisi
Data Analytics Executive,Veri Analitiği Yöneticisi
Data Analytics Manager,Veri Analitiği Yöneticisi
Data Analytics Specialist,Veri Analitiği Uzmanı
Data Architect,Veri Mimarı
Data Capture Specialist,Veri Yakalama Uzmanı
Data Centre Engineer,Veri Merkezi Mühendisi
Data Centre Manager,Veri Merkezi Yöneticisi
Data Centre Operator,Veri Merkezi Operatörü
Data Centre Specialist,Veri Merkezi Uzmanı
Data Centre Technician,Veri Merkezi Teknisyeni
Data Collector,Veri Toplayıcısı
Data Coordinator,Veri Koordinatörü
Data Engineer,Veri Mühendisi
Data Engineering Manager,Veri Mühendisliği Yöneticisi
Data Entry,Veri Giriş Operatörü
Data Entry Administrator,Veri Giriş Yöneticisi
Data Entry Assistant,Veri Giriş Asistanı
Data Entry Clerk,Veri Giriş Memuru
Data Entry Officer,Veri Giriş Görevlisi
Data Entry Operator,Veri Giriş Operatörü
Data Entry Specialist,Veri Giriş Uzmanı
Data Executive,Veri Yöneticisi
Data Governance Analyst,Veri Yönetişim Analisti
Data Governance Manager,Veri Yönetişim Yöneticisi
Data Governance Specialist,Veri Yönetişim Uzmanı
Data Keyer,Veri Giriş Operatörü
Data Management Analyst,Veri Yönetim Analisti
Data Management Executive,Veri Yönetim Yöneticisi
Data Management Manager,Veri Yönetim Yöneticisi
Data Management Specialist,Veri Yönetim Uzmanı
Data Manager,Veri Yöneticisi
Data Migration Analyst,Veri Göç Analisti
Data Migration Specialist,Veri Göç Uzmanı
Data Modeller,Veri Modelleyicisi
Data Officer,Veri Görevlisi
Data Operator,Veri Operatörü
Data Privacy Manager,Veri Gizliliği Yöneticisi
Data Privacy Specialist,Veri Gizliliği Uzmanı
Data Processing Executive,Veri İşleme Yöneticisi
Data Quality Analyst,Veri Kalite Analisti
Data Science Engineer,Veri Bilimi Mühendisi
Data Science Lead,Veri Bilimi Lideri
Data Scientist,Veri Bilimcisi
Data Services Analyst,Veri Hizmetleri Analisti
Data Specialist,Veri Uzmanı
Data Steward,Veri Sorumlusu
Data Typist,Veri Giriş Operatörü
Data Visualisation Analyst,Veri Görselleştirme Analisti
Data Visualisation Developer,Veri Görselleştirme Geliştiricisi
Data Visualisation Engineer,Veri Görselleştirme Mühendisi
Data Warehouse Engineer,Veri Ambarı Mühendisi
Database Administration,Veritabanı Yönetimi
Database Administrator,Veritabanı Yöneticisi
Database Administrator Team Lead,Veritabanı Yöneticisi Ekip Lideri
Database Analyst,Veritabanı Analisti
Database Architect,Veritabanı Mimarı
Database Consultant,Veritabanı Danışmanı
Database Engineer,Veritabanı Mühendisi
Database Officer,Veritabanı Görevlisi
Database Specialist,Veritabanı Uzmanı
Datacom Engineer,Veri İletişimi Mühendisi
Day Technician,Günlük Teknik Servis Görevlisi
Day Trader,Gün İçi Yatırımcı
Daycare Teacher,Kreş Öğretmeni
Dealer,Bayi
Dealer Principal,Bayi Müdürü
Dealers Representative,Bayi Temsilcisi
Dean,Dekan
Debt Capital Markets Manager,Borç Sermaye Piyasaları Müdürü
Debt Collection Officer,Tahsilat Görevlisi
Debt Collector,Tahsilatçı
Debt Recovery Officer,Alacak Tahsilat Görevlisi
Debug Technician,Hata Ayıklama Teknisyeni
Deckhand,Güverte Elemanı
Decorator,Dekoratör
Deep Tissue Massage Therapist,Derin Dokusal Masaj Terapisti
Delegate,Delege
Deli Slicer,Dilimleme Görevlisi
Delivery Assistant,Teslimat Asistanı
Delivery Consultant,Teslimat Danışmanı
Delivery Coordinator,Teslimat Koordinatörü
Delivery Driver,Teslimat Sürücüsü
Delivery Engineer,Teslimat Mühendisi
Delivery Executive,Teslimat Yöneticisi
Delivery Head,Teslimat Şefi
Delivery Lead,Teslimat Lideri
Delivery Manager,Teslimat Müdürü
Delivery Officer,Teslimat Görevlisi
Delivery Person,Teslimat Personeli
Delivery Rider,Teslimat Kurye
Delivery Specialist,Teslimat Uzmanı
Delivery Supervisor,Teslimat Süpervizörü
Demand And Supply Planner,Talep ve Arz Planlamacısı
Demand Planner,Talep Planlamacısı
Demand Planning Analyst,Talep Planlama Analisti
Demand Planning Assistant,Talep Planlama Asistanı
Demand Planning Executive,Talep Planlama Yöneticisi
Demand Planning Manager,Talep Planlama Müdürü
Demi Chef,Yardımcı Şef
Demi Chef De Partie,Yardımcı Şef
Dental Assistant,Diş Klinikleri Asistanı
Dental Hygienist,Ağız Hijyenisti
Dental Receptionist,Diş Klinikleri Resepsiyonisti
Dental Specialist,Diş Uzmanı
Dental Surgeon,Ağız ve Diş Cerrahı
Dentist,Diş Hekimi
Department Assistant,Departman Asistanı
Department Coordinator,Departman Koordinatörü
Department Lead,Departman Lideri
Department Manager,Departman Müdürü
Department Secretary,Departman Sekreteri
Deployment Manager,Uygulama Müdürü
Deployment Planner,Uygulama Planlamacısı
Deputy CFO,Mali İşler Müdür Yardımcısı
Deputy CTO,İkinci İcra Kurulu Teknoloji Sorumlusu / CTO Yardımcısı
Deputy Chief Financial Officer,Mali İşler Sorumlusu Yardımcısı / CFO Yardımcısı
Deputy Chief Technology Officer,Teknoloji Sorumlusu Yardımcısı / CTO Yardımcısı
Deputy Director,Müdür Yardımcısı
Deputy General Manager Marketing,Pazarlama Genel Müdür Yardımcısı
Deputy General Manager Operations,Operasyon Genel Müdür Yardımcısı
Deputy General Manager Project,Proje Genel Müdür Yardımcısı
Deputy General Manager of Finance,Finans Genel Müdür Yardımcısı
Deputy General Manager of Sales,Satış Genel Müdür Yardımcısı
Deputy Manager,Müdür Yardımcısı
Deputy Secretary,Sekreter Yardımcısı
Deputy Sheriff,
Design,Tasarımcı
Design Analyst,Tasarım Analisti
Design And Development Manager,Tasarım ve Geliştirme Müdürü
Design Architect,Tasarım Mimarı
Design Assistant,Tasarım Asistanı
Design Consultant,Tasarım Danışmanı
Design Coordinator,Tasarım Koordinatörü
Design Director,Tasarım Direktörü
Design Drafter,Tasarım Teknik Çizeri
Design Engineer,Tasarım Mühendisi
Design Engineering Manager,Tasarım Mühendislik Müdürü
Design Lead,Baş Tasarımcı
Design Manager,Tasarım Müdürü
Design Officer,Tasarım Görevlisi
Design Project Manager,Tasarım Proje Müdürü
Design Specialist,Tasarım Uzmanı
Design Technician,Tasarım Teknisyeni
Designated Early Childhood Educator,
Designer,Tasarımcı
Desk Attendant,Resepsiyon Görevlisi
Desk Clerk,Resepsiyon Memuru
Desktop Engineer,Masaüstü Sistem Mühendisi
Desktop Publisher,Masaüstü Yayıncılık Uzmanı
Desktop Publishing Artist,Masaüstü Yayıncılık Sanatçısı
Desktop Publishing Specialist,Masaüstü Yayıncılık Uzmanı
Desktop Support Analyst,Masaüstü Destek Analisti
Desktop Support Engineer,Masaüstü Destek Mühendisi
Desktop Support Technician,Masaüstü Destek Teknisyeni
Despatch Clerk,Sevkiyat Memuru
Despatch Operator,Sevkiyat Operatörü
Detailer,Detaycı
Developer,Geliştirici
Development  Marketing Manager,
Development Administrator,Geliştirme Yöneticisi
Development Analyst,Geliştirme Analisti
Development Associate,Geliştirme Uzmanı
Development Consultant,Geliştirme Danışmanı
Development Database Administrator,Geliştirme Veritabanı Yöneticisi
Development Engineer,Geliştirme Mühendisi
Development Executive,Geliştirme Yöneticisi
Development Lead,Geliştirme Lideri
Development Manager,Geliştirme Müdürü
Development Partner,Geliştirme Ortağı
Development Specialist,Geliştirme Uzmanı
Development Staff,Geliştirme Personeli
Development Team Leader,Geliştirme Ekip Lideri
Development Technician,Geliştirme Teknisyeni
Devops Developer,Devops Geliştiricisi
Devops Engineer,Devops Mühendisi
Devops Lead,Devops Lideri
Devops Person,
Devops Specialist,Devops Uzmanı
Devsecops Engineer,Devsecops Mühendisi
Diabetes Clinical Nurse Specialist,Diyabet Klinik Hemşire Uzmanı
Diagnostic Technician,Teşhis Teknisyeni
Dialysis Licensed Practical Nurse,Diyaliz Uygulamalı Hemşiresi
Diesel Mechanic,Dizel Mekanik Teknisyeni
Dietary Manager,Diyet Yönetici
Dietician,Diyetisyen
Digital Account Executive,Dijital Hesap Yöneticisi
Digital Account Manager,Dijital Hesap Müdürü
Digital Advertising Executive,Dijital Reklam Yöneticisi
Digital Advertising Specialist,Dijital Reklam Uzmanı
Digital Business Analyst,Dijital İş Analisti
Digital Communications Executive,Dijital İletişim Yöneticisi
Digital Content Coordinator,Dijital İçerik Koordinatörü
Digital Content Creator,Dijital İçerik Üreticisi
Digital Content Executive,Dijital İçerik Yöneticisi
Digital Content Specialist,Dijital İçerik Uzmanı
Digital Data Analyst,Dijital Veri Analisti
Digital Designer,Dijital Tasarımcı
Digital Editor,Dijital Editör
Digital Executive,Dijital Yöneticisi
Digital Innovation Executive,Dijital Yenilik Yöneticisi
Digital Learning Specialist,Dijital Öğrenme Uzmanı
Digital Manager,Dijital Yönetici
Digital Marketer,Dijital Pazarlamacı
Digital Marketing,Dijital Pazarlama
Digital Marketing Assistant,Dijital Pazarlama Asistanı
Digital Marketing Consultant,Dijital Pazarlama Danışmanı
Digital Marketing Executive,Dijital Pazarlama Yöneticisi
Digital Marketing Lead,Dijital Pazarlama Lideri
Digital Marketing Manager,Dijital Pazarlama Müdürü
Digital Marketing Specialist,Dijital Pazarlama Uzmanı
Digital Media Planner,Dijital Medya Planlamacısı
Digital Performance Director,Dijital Performans Direktörü
Digital Printing Operator,Dijital Baskı Operatörü
Digital Product Designer,Dijital Ürün Tasarımcısı
Digital Product Manager,Dijital Ürün Yöneticisi
Digital Program Manager,Dijital Program Yöneticisi
Digital Project Manager,Dijital Proje Yöneticisi
Digital Sales Consultant,Dijital Satış Danışmanı
Digital Specialist,Dijital Uzman
Digital Transformation Executive,Dijital Dönüşüm Yöneticisi
Digital Workplace Engineer,
Dining Room Attendant,Yemek Salonu Görevlisi
Dining Room Busser,Yemek Salonu Servis Görevlisi
Direct Sales,Direkt Satış
Direct Sales Executive,Direkt Satış Yöneticisi
Direct Sales Manager,Direkt Satış Müdürü
Director,Yönetici
Director Alliances,İttifaklar Direktörü
Director Customer Experience,Müşteri Deneyimi Direktörü
Director Ebusiness,E-ticaret Direktörü
Director Environment Health Safety,Çevre Sağlık Güvenlik Direktörü
Director Equity,Özkaynak Direktörü
Director General,Genel Müdür
Director Global Operations,Küresel Operasyonlar Direktörü
Director Global Services,Küresel Hizmetler Direktörü
Director Mba Program,MBA Programı Direktörü
Director Of Rooms,Kat Yönetim Direktörü
Director Organizational Effectiveness,Kurumsal Etkinlik Direktörü
Director Program Management Office,Program Yönetim Ofisi Direktörü
Director Recruitment,İdari İşler Direktörü/İstihdam Direktörü
Director Revenue Cycle,Gelir Döngüsü Direktörü
Director Sales Department,Satış Departmanı Direktörü
Director Sales Division,Satış Bölümü Direktörü
Director Strategic Alliances,Stratejik İttifaklar Direktörü
Director of Alumni Relations,Mezun İlişkileri Direktörü
Director of Annual Giving,Yıllık Bağış Direktörü
Director of Business Development,İş Geliştirme Direktörü
Director of Career Services,Kariyer Hizmetleri Direktörü
Director of Ecommerce,E-ticaret Direktörü
Director of Education,Eğitim Direktörü
Director of Ethics,Etik Direktörü
Director of Event Management,Etkinlik Yönetim Direktörü
Director of FP&A,Finansal Planlama ve Analiz Direktörü
Director of Field Operations,Saha Operasyonları Direktörü
Director of Financial Planning and Analysis,Finansal Planlama ve Analiz Direktörü
Director of Golf,Golf Direktörü
Director of Government Affairs,Devlet İlişkileri Direktörü
Director of Government Relations,Devlet İlişkileri Direktörü
Director of IT,Bilgi Teknolojileri Direktörü
Director of Implementation,Uygulama Direktörü
Director of Information Communication Technology,Bilgi ve İletişim Teknolojileri Direktörü
Director of Information Technology,Bilgi Teknolojileri Direktörü
Director of Intellectual Property,Fikri Mülkiyet Direktörü
Director of IoT,Nesnelerin İnterneti Direktörü
Director of Knowledge Management,Bilgi Yönetimi Direktörü
Director of Machine Learning,Makine Öğrenimi Direktörü
Director of Major Gifts,Büyük Bağış Direktörü
Director of Obstetrics and Gynecology,Kadın Hastalıkları ve Doğum Direktörü
Director of Operations,Operasyon Direktörü
Director of Otorhinolaryngology,Kulak Burun Boğaz Direktörü
Director of Peformance Marketing,Performans Pazarlaması Direktörü
Director of Planned Giving,Planlı Bağış Direktörü
Director of Pneumology,Pnömonoloji Direktörü
Director of Public Affairs,Halkla İlişkiler Direktörü
Director of Pulmonology,Göğüs Hastalıkları Direktörü
Director of Quality,Kalite Direktörü
Director of Regulatory Affairs,Düzenleyici İşler Direktörü
Director of Risk Management,Risk Yönetimi Direktörü
Director of Rugby,
Director of Sales Marketing,Satış Pazarlama Direktörü
Director of Urology,Üroloji Direktörü
Director of User Experience,Kullanıcı Deneyimi Direktörü
Director of Volunteers,Gönüllüler Direktörü
Director of Youth Ministry,Gençlik Hizmetleri Direktörü
Disability Specialist,Engellilik Uzmanı
Disaster Recovery Manager,Felaket Kurtarma Yöneticisi
Dish Room Worker,Bulaşıkçı
Dishwasher,Bulaşıkçı
Disk Jockey,Disk Jokey
Dispatch Role,Sevkiyat Görevlisi
Dispatcher,Sevkiyatçı
Distributed Control System Engineer,Dağıtık Kontrol Sistemi Mühendisi
Distributed Control System Operator,Dağıtık Kontrol Sistemi Operatörü
Distributed Control System Specialist,Dağıtık Kontrol Sistemi Uzmanı
Distributed Control System Supervisor,Dağıtık Kontrol Sistemi Süpervizörü
Distributed Control System Technician,Dağıtık Kontrol Sistemi Teknisyeni
Distribution Center Supervisor,Dağıtım Merkezi Süpervizörü
Distribution Centre Manager,Dağıtım Merkezi Müdürü
Distribution Executive,Dağıtım Yöneticisi
Distribution Manager,Dağıtım Müdürü
Distribution Specialist,Dağıtım Uzmanı
Distributor,Dağıtıcı
District Leader,Bölge Lideri
District Manager,Bölge Müdürü
Divemaster,Dalış Lideri
Division CFO,Bölüm Mali İşler Müdürü
Division Chief Financial Officer,Bölüm Mali İşler Müdürü
Divisional Manager,Bölüm Müdürü
Django Developer,Django Geliştiricisi
Doctor,Doktor
Doctor of Dental Medicine,Diş Hekimi
Doctor of Medicine,Tıp Doktoru
Doctor of Osteopathy,Osteopati Doktoru
Doctor of Pharmacy,Eczacı
