Job Titles_En,Turkce_Meslek
Student Volunteer,Öğrenci Gönüllü
Studio Assistant,Stüdyo Asistanı
Studio Consultant,Stüdyo Danışmanı
Studio Manager,Stüdyo Yöneticisi
Study Abroad Advisor,Yurtdışı Eğitim Danışmanı
Study Coordinator,Eğitim Koordinatörü
Style Advisor,Stil Danışmanı
Stylist,Stilist
Subcontracts Manager,Alt Sözleşmeler Yöneticisi
Subject Matter Expert,Konu Uzmanı
Subject Teacher,Branş Öğretmeni
Subscriptions Manager,Abonelik Yöneticisi
Subsea Engineer,Denizaltı Mühendisi
Substance Abuse Control Officer,Madde Bağımlılığı Kontrol Görevlisi
Substance Abuse Counselor,Madde Bağımlılığı Danışmanı
Success Manager,Başarı Yöneticisi
Successfactors Consultant,Successfactors Danışmanı
Summer Intern,Yaz Stajyer
Superintendent,Genel Müdür
Supermarket Manager,Süpermarket Yöneticisi
Supervising,Denetçi
Supervising Engineer,Denetçi Mühendis
Supervisor,Denetçi
Supervisor Coordinator,Denetçi Koordinatörü
Supplier Manager,Tedarikçi Yöneticisi
Supplier Quality Engineer,Tedarikçi Kalite Mühendisi
Supply Chain Administrator,Tedarik Zinciri İdari Görevlisi
Supply Chain Analyst,Tedarik Zinciri Analisti
Supply Chain Assistant,Tedarik Zinciri Asistanı
Supply Chain Business Analyst,Tedarik Zinciri İş Analisti
Supply Chain Coordinator,Tedarik Zinciri Koordinatörü
Supply Chain Executive,Tedarik Zinciri Yöneticisi
Supply Chain General Manager,Tedarik Zinciri Genel Müdürü
Supply Chain Lead,Tedarik Zinciri Lideri
Supply Chain Management Executive,Tedarik Zinciri Yönetim Yöneticisi
Supply Chain Management Manager,Tedarik Zinciri Yönetim Müdürü
Supply Chain Manager,Tedarik Zinciri Yöneticisi
Supply Chain Officer,Tedarik Zinciri Görevlisi
Supply Chain Planner,Tedarik Zinciri Planlamacısı
Supply Chain Specialist,Tedarik Zinciri Uzmanı
Supply Chain Supervisor,Tedarik Zinciri Denetçisi
Supply Logistics Coordinator,Tedarik Lojistik Koordinatörü
Supply Manager,Tedarik Yöneticisi
Supply Planner,Tedarik Planlamacısı
Supply Planning Executive,Tedarik Planlama Uzmanı
Supply Planning Manager,Tedarik Planlama Müdürü
Supply Specialist,Tedarik Uzmanı
Support Admin,Destek İdari
Support Administrator,Destek Yöneticisi
Support Adviser,Destek Danışmanı
Support Agent,Destek Acentesi
Support Analyst,Destek Analisti
Support Assistant,Destek Asistanı
Support Associate,Destek Görevlisi
Support Clerk,Destek Memuru
Support Consultant,Destek Danışmanı
Support Coordinator,Destek Koordinatörü
Support Engineer,Destek Mühendisi
Support Executive,Destek Uzmanı
Support Lead,Destek Lideri
Support Manager,Destek Müdürü
Support Services Manager,Destek Hizmetleri Müdürü
Support Specialist,Destek Uzmanı
Support Supervisor,Destek Süpervizörü
Support Teacher,Destek Öğretmeni
Support Team Leader,Destek Ekip Lideri
Support Technician,Destek Teknisyeni
Support Worker,Destek Çalışanı
Surface Mount Technology Engineer,Yüzey Montaj Teknolojisi Mühendisi
Surface Mount Technology Technician,Yüzey Montaj Teknolojisi Teknisyeni
Surgical Nurse,Cerrahi Hemşire
Surgical Sales Representative,Cerrahi Satış Temsilcisi
Surgical Sales Specialist,Cerrahi Satış Uzmanı
Surveillance Analyst,Gözetim Analisti
Surveillance Manager,Gözetim Müdürü
Surveillance Technician,Gözetim Teknisyeni
Survey Assistant,Anket Asistanı
Survey Engineer,Ölçme Mühendisi
Surveyor,Ölçme Mühendisi
Sushi Chef,Suşi Şefi
Sustainability Consultant,Sürdürülebilirlik Danışmanı
Sustainability Coordinator,Sürdürülebilirlik Koordinatörü
Sustainability Engineer,Sürdürülebilirlik Mühendisi
Sustainability Executive,Sürdürülebilirlik Uzmanı
Sustainability Manager,Sürdürülebilirlik Müdürü
Sustainability Officer,Sürdürülebilirlik Görevlisi
Sustainability Specialist,Sürdürülebilirlik Uzmanı
Swim Coach,Yüzme Koçu
Swim Instructor,Yüzme Eğitmeni
Swimming Coach,Yüzme Koçu
Swimming Instructor,Yüzme Eğitmeni
Swimming Teacher,Yüzme Öğretmeni
Swing Manager,
Switch Engineer,Anahtar Mühendisi
Switch Manager,Anahtar Yönetici
Switch Technician,Anahtar Teknikeri
Switchboard Operator,Santral Operatörü
System Administrator,Sistem Yöneticisi
System Analyst,Sistem Analisti
System Architect,Sistem Mimarı
System Assistant,Sistem Asistanı
System Consultant,Sistem Danışmanı
System Designer,Sistem Tasarımcısı
System Developer,Sistem Geliştiricisi
System Engineer,Sistem Mühendisi
System Executive,Sistem Yürütme Sorumlusu
System Integrator,Sistem Entegratörü
System Manager,Sistem Yöneticisi
System Specialist,Sistem Uzmanı
System Support Executive,Sistem Destek Yürütme Sorumlusu
System Support Specialist,Sistem Destek Uzmanı
System Technician,Sistem Teknikeri
Systems Accountant,Sistem Muhasebecisi
Systems Administrator,Sistem Yöneticisi
Systems Analyst,Sistem Analisti
Systems Architect,Sistem Mimarı
Systems Assurance Engineer,Sistem Güvence Mühendisi
Systems Auditor,Sistem Denetçisi
Systems Business Analyst,Sistem İş Analisti
Systems Consultant,Sistem Danışmanı
Systems Controller,Sistem Kontrolörü
Systems Coordinator,Sistem Koordinatörü
Systems Data Analyst,Sistem Veri Analisti
Systems Design Engineer,Sistem Tasarım Mühendisi
Systems Developer,Sistem Geliştiricisi
Systems Engineer,Sistem Mühendisi
Systems Integration Engineer,Sistem Entegrasyon Mühendisi
Systems Integration Manager,Sistem Entegrasyon Yöneticisi
Systems Lead,Sistem Lideri
Systems Manager,Sistem Yöneticisi
Systems Operations Engineer,Sistem Operasyon Mühendisi
Systems Operator,Sistem Operatörü
Systems Programmer,Sistem Programcısı
Systems Project Manager,Sistem Proje Yöneticisi
Systems Specialist,Sistem Uzmanı
Systems Support Analyst,Sistem Destek Analisti
Systems Support Consultant,Sistem Destek Danışmanı
Systems Support Engineer,Sistem Destek Mühendisi
Systems Support Specialist,Sistem Destek Uzmanı
Systems Trainer,Sistem Eğitmeni
TIBCO Developer,TIBCO Geliştiricisi
TPM,TPM (Total Productive Maintenance) Sorumlusu
TSM Administrator,TSM Yöneticisi
Table Game Dealer,Masa Oyunu Krupiyesi
Tae Kwon Do Instructor,Tekvando Eğitmeni
Taekwondo Instructor,Tekvando Eğitmeni
Tahfidz Teacher,Hafız Öğretmeni
Tailor,Terzi
Takaful Advisor,Katılım Sigortacılık Danışmanı
Takaful Consultant,Katılım Sigortacılık Danışmanı
Takaful Specialist,Katılım Sigortacılık Uzmanı
Take Out Waiter,Teslimat Garsonu
Take Out Waitress,Teslimat Garsonu
Talent Acquisition Associate,İk Danışmanı
Talent Acquisition Consultant,İk Danışmanı
Talent Acquisition Coordinator,İk Koordinatörü
Talent Acquisition Executive,İk Uzmanı
Talent Acquisition Expert,İk Uzmanı
Talent Acquisition Lead,İk Lideri
Talent Acquisition Manager,İk Yöneticisi
Talent Acquisition Officer,İk Görevlisi
Talent Acquisition Partner,İk Ortağı
Talent Acquisition Recruiter,İk Danışmanı
Talent Acquisition Specialist,İk Uzmanı
Talent Acquisition Team Leader,İk Ekip Lideri
Talent Attraction Specialist,Yetenek Çekme Uzmanı
Talent Consultant,Yetenek Danışmanı
Talent Development Executive,Yetenek Geliştirme Uzmanı
Talent Development Manager,Yetenek Geliştirme Yöneticisi
Talent Engagement Specialist,Yetenek İletişim Uzmanı
Talent Executive,Yetenek Uzmanı
Talent Management Manager,Yetenek Yönetim Yöneticisi
Talent Manager,Yetenek Yöneticisi
Talent Partner,Yetenek Ortağı
Talent Research Partner,Yetenek Araştırma Ortağı
Talent Resourcer,
Talent Retention Executive,Yetenekleri Elde Tutma Uzmanı
Talent Sourcer,Yetenek Kaynaklayıcı
Talent Sourcing Specialist,Yetenek Kaynaklama Uzmanı
Taproom Attendant,Birahane Görevlisi
Tavern Keeper,Meyhane Sahibi
Tavern Operator,Meyhane İşleticisi
Tax Advisory,Vergi Danışmanlığı
Tax Analyst,Vergi Analisti
Tax Assistant,Vergi Asistanı
Tax Associate,Vergi Danışmanı
Tax Consultant,Vergi Danışmanı
Tax Director,Vergi Direktörü
Tax Executive,Vergi Uzmanı
Tax Inspector,Vergi Müfettişi
Tax Manager,Vergi Yöneticisi
Tax Preparer,Vergi Hazırlayıcısı
Tax Specialist,Vergi Uzmanı
Tax Supervisor,Vergi Denetçisi
Taxation Accountant,Vergi Muhasebecisi
Taxation Analyst,Vergi Analisti
Taxation Consultant,Vergi Danışmanı
Taxation Manager,Vergi Müdürü
Taxation Specialist,Vergi Uzmanı
Tea Maker,Çaycı
Teacher,Öğretmen
Teacher Aide,Öğretmen Yardımcısı
Teacher of History,Tarih Öğretmeni
Teacher of Music,Müzik Öğretmeni
Teaching,Öğretim Görevlisi
Teaching Assistant,Öğretim Asistanı
Teaching Faculty,Öğretim Üyesi
Teaching Fellow,Araştırma Görevlisi
Teaching Professional,Meslek Yüksekokulu Öğretim Görevlisi
Teaching Specialist,Öğretim Uzmanı
Team Administrator,Ekip Yöneticisi
Team Assistant,Ekip Asistanı
Team Captain,Takım Kaptanı
Team Coordinator,Ekip Koordinatörü
Team Lead,Ekip Lideri
Team Lead Manager,Ekip Lideri Müdür
Team Leader,Ekip Lideri
Team Manager,Takım Yöneticisi
Team Member,Takım Üyesi
Team Specialist,Ekip Uzmanı
Team Supervisor,Ekip Denetçisi
Tearista,
Technical Account Manager,Teknik Hesap Yöneticisi
Technical Account Specialist,Teknik Hesap Uzmanı
Technical Administrator,Teknik Yönetici
Technical Adviser,Teknik Danışman
Technical Analyst,Teknik Analist
Technical Architect,Teknik Mimar
Technical Assistant,Teknik Asistan
Technical Business Analyst,Teknik İş Analisti
Technical Clerk,Teknik Kâtip
Technical Communicator,Teknik İletişimci
Technical Consultant,Teknik Danışman
Technical Coordinator,Teknik Koordinatör
Technical Customer Service Consultant,Teknik Müşteri Hizmetleri Danışmanı
Technical Data Analyst,Teknik Veri Analisti
Technical Delivery Manager,Teknik Teslimat Yöneticisi
Technical Design Engineer,Teknik Tasarım Mühendisi
Technical Designer,Teknik Tasarımcı
Technical Detailer,Teknik Detaycı
Technical Developer,Teknik Geliştirici
Technical Development Manager,Teknik Geliştirme Müdürü
Technical Director,Teknik Direktör
Technical Engineer,Teknik Mühendis
Technical Executive,Teknik Yönetici
Technical Expert,Teknik Uzman
Technical Illustrator,Teknik Çizer
Technical Instructor,Teknik Eğitmen
Technical Intern,Teknik Stajyer
Technical Lead,Teknik Lider
Technical Manager,Teknik Müdür
Technical Marketing Engineer,Teknik Pazarlama Mühendisi
Technical Officer,Teknik Memur
Technical Operations Manager,Teknik Operasyon Müdürü
Technical Planner,Teknik Planlamacı
Technical Product Manager,Teknik Ürün Müdürü
Technical Product Specialist,Teknik Ürün Uzmanı
Technical Program Manager,Teknik Program Müdürü
Technical Project Lead,Teknik Proje Lideri
Technical Project Manager,Teknik Proje Yöneticisi
Technical Recruiter,Teknik İse Alım Uzmanı
Technical Representative,Teknik Temsilci
Technical Sales Adviser,Teknik Satış Danışmanı
Technical Sales Engineer,Teknik Satış Mühendisi
Technical Sales Executive,Teknik Satış Yöneticisi
Technical Sales Manager,Teknik Satış Müdürü
Technical Sales Role,
Technical Service Executive,Teknik Hizmet Yöneticisi
Technical Service Representative,Teknik Hizmet Temsilcisi
Technical Services Engineer,Teknik Hizmetler Mühendisi
Technical Services Manager,Teknik Hizmetler Müdürü
Technical Services Specialist,Teknik Hizmetler Uzmanı
Technical Solutions Consultant,Teknik Çözümler Danışmanı
Technical Solutions Manager,Teknik Çözümler Müdürü
Technical Solutions Specialist,Teknik Çözümler Uzmanı
Technical Specialist,Teknik Uzman
Technical Staff,Teknik Personel
Technical Superintendent,Teknik Şef
Technical Supervisor,Teknik Denetçi
Technical Support,Teknik Destek
Technical Support Analyst,Teknik Destek Analisti
Technical Support Assistant,Teknik Destek Asistanı
Technical Support Associate,Teknik Destek Görevlisi
Technical Support Consultant,Teknik Destek Danışmanı
Technical Support Coordinator,Teknik Destek Koordinatörü
Technical Support Engineer,Teknik Destek Mühendisi
Technical Support Executive,Teknik Destek Yöneticisi
Technical Support Manager,Teknik Destek Müdürü
Technical Support Officer,Teknik Destek Memuru
Technical Support Representative,Teknik Destek Temsilcisi
Technical Support Specialist,Teknik Destek Uzmanı
Technical Support Team Leader,Teknik Destek Ekip Lideri
Technical Team Leader,Teknik Ekip Lideri
Technical Trainer,Teknik Eğitmen
Technical Writer,Teknik Yazar
Technical Yahoo,
Technician,Teknisyen
Technician Assistant,Teknisyen Yardımcısı
Technician Leader,Baş Teknisyen
Technician Operator,Teknisyen Operatörü
Technician Supervisor,Teknisyen Süpervizörü
Technologist,Teknolog
Technology Advisor,Teknoloji Danışmanı
Technology Analyst,Teknoloji Analisti
Technology Consultant,Teknoloji Danışmanı
Technology Director,Teknoloji Direktörü
Technology Engineer,Teknoloji Mühendisi
Technology Executive,Teknoloji Yöneticisi
Technology Graduate,Teknoloji Mezunu
Technology Lead,Teknoloji Lideri
Technology Manager,Teknoloji Müdürü
Technology Project Manager,Teknoloji Proje Yöneticisi
Technology Risk Executive,Teknoloji Risk Yöneticisi
Technology Risk Manager,Teknoloji Risk Müdürü
Technology Specialist,Teknoloji Uzmanı
Telecollector,Telesatıcı
Telecom Network Engineer,Telekomünikasyon Ağ Mühendisi
Telecommunications Designer,Telekomünikasyon Tasarımcısı
Telecommunications Engineer,Telekomünikasyon Mühendisi
Telecommunications Manager,Telekomünikasyon Müdürü
Telecommunications Rigger,Telekomünikasyon Direkçisi
Telemarketer,Telesatıcı
Telemarketing Executive,Telesatış Yöneticisi
Telemarketing Specialist,Telesatış Uzmanı
Telephone Consultant,Telefon Danışmanı
Telesales Executive,Telesatış Yöneticisi
Telesales Specialist,Telesatış Uzmanı
Television Director,Televizyon Yönetmeni
Television Editor,Televizyon Editörü
Television Journalist,Televizyon Gazetecisi
Television News Reporter,Televizyon Haber Muhabiri
Television Presenter,Televizyon Sunucusu
Television Producer,Televizyon Yapımcısı
Television Production Specialist,Televizyon Yapım Uzmanı
Television Reporter,Televizyon Muhabiri
Television Writer,Televizyon Yazarı
Teller,Gişe Görevlisi
Tenancy Manager,Kira Yönetici
Tender Engineer,İhale Mühendisi
Tender Executive,İhale Yöneticisi
Tender Manager,İhale Müdürü
Teradata Software Developer,Teradata Yazılım Geliştiricisi
Terminal Manager,Terminal Müdürü
Terminal Supervisor,Terminal Süpervizörü
Territory Account Manager,Bölge Hesap Yöneticisi
Territory Manager,Bölge Yöneticisi
Territory Sales Manager,Bölge Satış Yöneticisi
Test Architect,Test Mimarı
Test Automation Engineer_2,Test Otomasyon Mühendisi
Test Coordinator,Test Koordinatörü
Test Development Engineer,Test Geliştirme Mühendisi
Test Development Manager,Test Geliştirme Yöneticisi
Test Director,Test Direktörü
Test Engineer,Test Mühendisi
Test Lead,Test Lideri
Test Manager,Test Yöneticisi
Test Product Engineer,Test Ürün Mühendisi
Test Specialist,Test Uzmanı
Test Technician,Test Teknisyeni
Tester,Testçi
Testing Analyst,Test Analisti
Testing Engineer,Test Mühendisi
Testing Executive,Test Yürütme Sorumlusu
Testing Technician,Test Teknisyeni
Textile And Graphic Designer,Tekstil ve Grafik Tasarımcısı
Textile Designer,Tekstil Tasarımcısı
Therapist,Terapist
Thermal Engineer,Isıl Mühendis
Third Engineer,Üçüncü Mühendis
Third Grade Teacher,Sınıf Öğretmeni
Threat Detection Engineer,Tehdit Tespit Mühendisi
Ticket Sales Specialist,Bilet Satış Uzmanı
Ticketing Clerk,Bilet Gişesi Memuru
Ticketing Consultant,Bilet Danışmanı
Ticketing Executive,Bilet Sorumlusu
Ticketing Manager,Biletleme Yöneticisi
Tiktok Content Creator,TikTok İçerik Üreticisi
Tiktok Live Host,TikTok Canlı Yayın Sunucusu
Tiler,Fayans Ustası
Tinsmith,Tenekeci
Tinting Specialist,Renklendirme Uzmanı
Tire Technician,Lastik Teknisyeni
Tissue Technician,Doku Teknisyeni
Title Assistant,Unvan Asistanı
Title Clerk,Unvan Memuru
Title Processor,Unvan İşlemcisi
Title Specialist,Unvan Uzmanı
Tool And Die Maker,Kalıpçı
Tool Specialist,Alet Uzmanı
Tool Technician,Alet Teknisyeni
Tooling Engineer,Kalıplama Mühendisi
Tooling Technician,Kalıplama Teknisyeni
Toolmaker,Alet Yapımcısı
Tools Engineer,Aletler Mühendisi
Tools Specialist,Araç Gereç Uzmanı
Total Rewards Manager,Toplam Ödüllendirme Yöneticisi
Tour Coordinator,Tur Koordinatörü
Tour Escort,Tur Refakatçisi
Tour Executive,Tur Yöneticisi
Tour Guide,Tur Rehberi
Tourism Manager,Turizm Müdürü
Tourist Guide,Turist Rehberi
Town Planner,Şehir Plancısı
Tractor Operator,Traktör Operatörü
Trade Manager,Ticaret Müdürü
Trade Mark Assistant,Marka Asistanı
Trade Marketing Executive,Ticari Pazarlama Yöneticisi
Trade Marketing Manager,Ticari Pazarlama Müdürü
Trade Marketing Specialist,Ticari Pazarlama Uzmanı
Trade Sales Manager,Ticari Satış Müdürü
Trade Sales Representative,Ticari Satış Temsilcisi
Trademark Executive,Marka Yöneticisi
Trader,Tacir
Trades Assistant,Ticaret Asistanı
Trading Assistant,Alım-Satım Asistanı
Trading Executive,Alım-Satım Yöneticisi
Trading Manager,Alım-Satım Müdürü
Trading Operator,Alım-Satım Operatörü
Traditional Chinese Medicine Physician,Geleneksel Çin Tıbbı Doktoru
Traffic Controller,Trafik Kontrolörü
Traffic Engineer,Trafik Mühendisi
Traffic Management Officer,Trafik Yönetim Görevlisi
Traffic Management Supervisor,Trafik Yönetim Amiri
Trainee,Stajyer
Trainer,Eğitmen
Training Administrator,Eğitim Yöneticisi
Training And Development Manager,Eğitim ve Gelişim Müdürü
Training And Development Officer,Eğitim ve Gelişim Görevlisi
Training And Development Specialist,Eğitim ve Gelişim Uzmanı
Training Consultant,Eğitim Danışmanı
Training Coordinator,Eğitim Koordinatörü
Training Executive,Eğitim Yöneticisi
Training Lead,Eğitim Lideri
Training Manager,Eğitim Müdürü
Training Officer,Eğitim Görevlisi
Training Partner,Eğitim Ortağı
Training Specialist,Eğitim Uzmanı
Training Supervisor,Eğitim Amiri
Training Team Leader,Eğitim Ekip Lideri
Transaction Advisory,İşlem Danışmanlığı
Transcription Typist,Yazım Daktilografı
Transcriptionist,Transkripsiyoncu
Transfer Pricing Executive,Transfer Fiyatlandırması Yöneticisi
Transfer Pricing Manager,Transfer Fiyatlandırması Müdürü
