Job Titles_En,Turkce_Meslek
Consumer Sales Executive,Tüketici Satış Yöneticisi
Contact Centre Adviser,İletişim Merkezi Danışmanı
Contact Centre Manager,İletişim Merkezi Yöneticisi
Contact Centre Specialist,İletişim Merkezi Uzmanı
Contact Centre Team Leader,İletişim Merkezi Ekip Lideri
Contact Centre Trainer,İletişim Merkezi Eğitmeni
Content Analyst,İçerik Analisti
Content Creator,İçerik Oluşturucusu
Content Designer,İçerik Tasarımcısı
Content Editor,İçerik Editörü
Content Executive,İçerik Yöneticisi
Content Management System Developer,İçerik Yönetim Sistemi Geliştiricisi
Content Manager,İçerik Yöneticisi
Content Marketing Executive,İçerik Pazarlama Yöneticisi
Content Marketing Specialist,İçerik Pazarlama Uzmanı
Content Moderator,İçerik Denetleyicisi
Content Officer,İçerik Görevlisi
Content Planner,İçerik Planlamacısı
Content Producer,İçerik Üreticisi
Content Review Analyst,İçerik İnceleme Analisti
Content Specialist,İçerik Uzmanı
Content Writer,İçerik Yazarı
Continuous Improvement Engineer,Sürekli İyileştirme Mühendisi
Continuous Improvement Executive,Sürekli İyileştirme Yöneticisi
Continuous Improvement Manager,Sürekli İyileştirme Yöneticisi
Continuous Improvement Specialist,Sürekli İyileştirme Uzmanı
Contract Analyst,Sözleşme Analisti
Contract Assurance And Performance Manager,Sözleşme Güvencesi ve Performans Yöneticisi
Contract Coordinator,Sözleşme Koordinatörü
Contract Database Administrator,Sözleşme Veritabanı Yöneticisi
Contract Director,Sözleşme Direktörü
Contract Executive,Sözleşme Yöneticisi
Contract Management Executive,Sözleşme Yönetim Yöneticisi
Contract Operator,Sözleşme Operatörü
Contract Specialist,Sözleşme Uzmanı
Contract Staff,Sözleşmeli Personel
Contractor,Müteahhit
Contracts Administrator,Sözleşme Yöneticisi
Contracts And Procurement Manager,Sözleşme ve Tedarik Yöneticisi
Contracts Manager,Sözleşme Yöneticisi
Contracts Specialist,Sözleşme Uzmanı
Contributing Writer,Katkıda Bulunan Yazar
Control Assistant,Kontrol Asistanı
Control Coordinator,Kontrol Koordinatörü
Control Manager,Kontrol Müdürü
Control Officer,Kontrol Görevlisi
Control Specialist,Kontrol Uzmanı
Control Supervisor,Kontrol Şefi
Control Systems Engineer,Kontrol Sistemleri Mühendisi
Controller,Kontrolör
Controlling Executive,Kontrol Yöneticisi
Controls Adviser,Kontrol Danışmanı
Controls Analyst,Kontrol Analisti
Controls Engineer,Kontrol Mühendisi
Controls Technician,Kontrol Teknisyen
Conversion Specialist,Dönüşüm Uzmanı
Conveyancer,Taşınmaz Teslim Uzmanı
Conveyancing Clerk,Taşınmaz Teslim Memuru
Conveyancing Lawyer,Taşınmaz Teslim Avukatı
Conveyancing Secretary,Taşınmaz Teslim Sekreteri
Cook,Aşçı
Cooks Assistant,Aşçı Yardımcısı
Coordinate Measuring Machine Programmer,Koordinat Ölçüm Makinesi Programcısı
Coordination Officer,Koordinasyon Görevlisi
Coordinator,Koordinatör
Coordinator of Volunteers,Gönüllü Koordinatörü
Copywriter,Metin Yazarı
Core Network Engineer,Çekirdek Ağ Mühendisi
Corporate Account Executive,Kurumsal Hesap Yöneticisi
Corporate Account Manager,Kurumsal Hesap Müdürü
Corporate Accountant,Kurumsal Muhasebeci
Corporate Actions Analyst,Kurumsal İşlemler Analisti
Corporate Advisory Associate,Kurumsal Danışmanlık Uzmanı
Corporate Affairs Executive,Kurumsal İşler Yöneticisi
Corporate Affairs Officer,Kurumsal İşler Görevlisi
Corporate Affairs Specialist,Kurumsal İşler Uzmanı
Corporate Associate,Kurumsal Uzman
Corporate Banking Analyst,Kurumsal Bankacılık Analisti
Corporate Business Development Manager,Kurumsal İş Geliştirme Müdürü
Corporate Commercial Lawyer,Kurumsal Ticari Avukat
Corporate Communications Executive,Kurumsal İletişim Yöneticisi
Corporate Communications Manager,Kurumsal İletişim Müdürü
Corporate Development Analyst,Kurumsal Gelişme Analisti
Corporate Development Executive,Kurumsal Gelişme Yöneticisi
Corporate Development Manager,Kurumsal Gelişme Müdürü
Corporate Executive,Kurumsal Yönetici
Corporate Finance Analyst,Kurumsal Finans Analisti
Corporate Finance Executive,Kurumsal Finans Yöneticisi
Corporate Finance Manager,Kurumsal Finans Müdürü
Corporate Lawyer,Kurumsal Avukat
Corporate Planning Executive,Kurumsal Planlama Uzmanı
Corporate Planning Manager,Kurumsal Planlama Müdürü
Corporate Relationships Manager,Kurumsal İlişkiler Müdürü
Corporate Sales Executive,Kurumsal Satış Uzmanı
Corporate Sales Manager,Kurumsal Satış Müdürü
Corporate Secretarial Assistant,Kurumsal Sekreter Yardımcısı
Corporate Secretarial Executive,Kurumsal Sekreter Uzmanı
Corporate Secretarial Manager,Kurumsal Sekreterlik Müdürü
Corporate Secretary,Kurumsal Sekreter
Corporate Services Executive,Kurumsal Hizmetler Uzmanı
Corporate Services Manager,Kurumsal Hizmetler Müdürü
Corporate Social Responsibility Manager,Kurumsal Sosyal Sorumluluk Müdürü
Corporate Specialist,Kurumsal Uzman
Corporate Strategy Executive,Kurumsal Strateji Uzmanı
Corporate Strategy Manager,Kurumsal Strateji Müdürü
Corporate Trainer,Kurumsal Eğitmen
Corpsman,
Correctional Licensed Practical Nurse,Islahat Lisanslı Uygulamalı Hemşire
Correspondent,Muhabir
Corrosion Engineer,Korozyon Mühendisi
Cosmetic Nurse,Kozmetik Hemşire
Cost Accountant,Maliyet Muhasebecisi
Cost Accounting Manager,Maliyet Muhasebe Müdürü
Cost Accounting Supervisor,Maliyet Muhasebe Sorumlusu
Cost Control Engineer,Maliyet Kontrol Mühendisi
Cost Control Executive,Maliyet Kontrol Uzmanı
Cost Controller,Maliyet Kontrolcüsü
Cost Engineer,Maliyet Mühendisi
Cost Estimator,Maliyet Tahmincisi
Cost Manager,Maliyet Müdürü
Costing Analyst,Maliyet Analisti
Costing Clerk,Maliyet Kayıt Memuru
Costing Engineer,Maliyet Mühendisi
Costing Executive,Maliyet Uzmanı
Costing Manager,Maliyet Müdürü
Costing Officer,Maliyet Görevlisi
Counsel,Danışman
Counsellor,Danışman
Counter Assistant,Gişe Asistanı
Counter Cashier,Gişe Kasiyersi
Counter Clerk,Gişe Memuru
Counter Sales,Gişe Satış Temsilcisi
Country Manager,Ülke Müdürü
Country Sales Manager,Ülke Satış Müdürü
Courier,Kuryeci
Course Administrator,Kurs Yöneticisi
Course Consultant,Kurs Danışmanı
Course Coordinator,Kurs Koordinatörü
Course Facilitator,Kurs Eğitmeni
Course Instructor,Kurs Eğitmeni
