Job Titles_En,Turkce_Meslek
Business Intelligence Manager,İş Zekası Yöneticisi
Business Intelligence Specialist,İş Zekası Uzmanı
Business Manager,İşletme Yöneticisi
Business Objects Consultant,İş Nesneleri Danışmanı
Business Objects Developer,İş Nesneleri Geliştiricisi
Business Office Executive,İş Yeri Yöneticisi
Business Office Manager,İş Yeri Yöneticisi
Business Officer,İşletme Görevlisi
Business Operations Analyst,İşlemler Analisti
Business Operations Coordinator,İşlemler Koordinatörü
Business Operations Executive,İşlemler Yöneticisi
Business Operations General Manager,İşlemler Genel Müdürü
Business Operations Manager,İşlemler Yöneticisi
Business Operations Specialist,İş Operasyon Uzmanı
Business Owner,Girişimci
Business Partner,İş Ortağı
Business Planning Analyst,İş Planlama Analisti
Business Planning And Consolidation Consultant,İş Planlama ve Konsolidasyon Danışmanı
Business Planning Executive,İş Planlama Yöneticisi
Business Planning Manager,İş Planlama Müdürü
Business Process Analyst,İş Süreçleri Analisti
Business Process Consultant,İş Süreçleri Danışmanı
Business Process Management Consultant,İş Süreçleri Yönetim Danışmanı
Business Process Manager,İş Süreçleri Müdürü
Business Process Outsourcing Manager,İş Süreçleri Dış Kaynak Müdürü
Business Processes Executive,İş Süreçleri Yöneticisi
Business Professional,İş Profesyoneli
Business Project Manager,İş Proje Müdürü
Business Relationship Manager,İş İlişkileri Müdürü
Business Relationship Officer,İş İlişkileri Görevlisi
Business Reporting Analyst,İş Raporlama Analisti
Business Secretary,İş Sekreteri
Business Services Coordinator,İş Hizmetleri Koordinatörü
Business Services Partner,İş Hizmetleri Ortağı
Business Services Role,
Business Solutions Manager,İş Çözümleri Müdürü
Business Solutions Specialist,İş Çözümleri Uzmanı
Business Specialist,İş Uzmanı
Business Studies Teacher,İşletme Öğretmeni
Business Support Administrator,İş Destek Yöneticisi
Business Support Analyst,İş Destek Analisti
Business Support Consultant,İş Destek Danışmanı
Business Support Executive,İş Destek Yöneticisi
Business Support Manager,İş Destek Müdürü
Business Support Officer,İş Destek Görevlisi
Business Support Role,
Business Support Specialist,İş Destek Uzmanı
Business Support System Engineer,İş Destek Sistemleri Mühendisi
Business System Analyst,İş Sistemleri Analisti
Business Systems Analyst,İş Sistemleri Analisti
Business Systems Manager,İş Sistemleri Müdürü
Business To Business Specialist,B2B Uzmanı
Business Transformation Specialist,İş Dönüşümü Uzmanı
Business Unit Manager,İş Birimi Müdürü
Business Warehouse Consultant,İş Depo Danışmanı
Busser,Garson Yardımcısı
Butcher,Kasap
Butler,Uşak
Buyer,Alıcı
Buyer Manager,Alım Müdürü
Buyers Assistant,Alıcı Asistanı
Buying Assistant,Alım Asistanı
Buying Manager,Alım Müdürü
C Programmer_2,
C Software Developer,C Yazılım Geliştiricisi
C Software Engineer,C Yazılım Mühendisi
C Suite Executive Assistant,C Kıdemli Yönetici Asistanı
C# Developer,C# Geliştiricisi
C++ Developer,C++ Geliştiricisi
CBDO,Şef İş Geliştirme Sorumlusu
CBO,Şef İşletme Sorumlusu
CCTV Operator,CCTV Operatörü
CCU Nurse,Yoğun Bakım Hemşiresi
CDD Analyst,
CDL A Truck Driver,CDL A Kamyon Sürücü
CDL B Truck Driver,CDL B Kamyon Sürücü
CMM Programmer,CMM Programcı
CMO,Pazarlama Direktörü
CMS Developer,CMS Geliştiricisi
CMSgt,
CPA,Muhasebeci
CPHT,
CPR Instructor,CPR Eğitmeni
CSS Technician,CSS Teknisyeni
CSSD Technician,Sterilizasyon Teknisyeni
CT Technician,BT Teknisyeni
CT Technologist,BT Teknologu
CX Director,Müşteri Deneyimi Direktörü
CX Manager,Müşteri Deneyimi Yöneticisi
Cabin Crew,Kabin Ekibi
Cable Jointer,Kablo Birleştirici
Cabling Technician,Kablo Teknisyeni
Cad Designer,CAD Tasarımcı
Cad Draftsperson,CAD Çizer
Cad Engineer,CAD Mühendisi
Cad Operator,CAD Operatörü
Caddie,Golf Caddie
Cadet,Stajyer Subay
Cafe Assistant,Kafe Asistanı
Cafe Barista,Kafe Barista
Cafe Manager,Kafe Müdürü
Cafe Supervisor,Kafe Süpervizörü
Cafe Waitperson,Kafe Garsonu
Cake Decorator,Kek Dekoratörü
Calibration Engineer,Kalibrasyon Mühendisi
Calibration Officer,Kalibrasyon Görevlisi
Calibration Staff,Kalibrasyon Personeli
Calibration Technician,Kalibrasyon Teknisyeni
Call Agent,Çağrı Acentesi
Call Center Representative,Çağrı Merkezi Temsilcisi
Call Center Specialist,Çağrı Merkezi Uzmanı
Call Centre Executive,Çağrı Merkezi Yöneticisi
Call Centre Operator,Çağrı Merkezi Operatörü
Call Centre Role,Çağrı Merkezi Temsilcisi
Call Centre Sales Representative,Çağrı Merkezi Satış Temsilcisi
Campaign Consultant,Kampanya Danışmanı
Campaign Coordinator,Kampanya Koordinatörü
Campaign Telemarketing Executive,Kampanya Telesatış İcra Direktörü
Campaigner,Kampanyacı
Candidate,Aday
Capability Lead,Yetenek Lideri
Capability Manager,Yetenek Yöneticisi
Capacity Planner,Kapasite Planlamacısı
Capital Markets Manager,Sermaye Piyasaları Yöneticisi
Captain,Kaptan
Car Care Specialist,Araç Bakım Uzmanı
Car Detailer,Araç Detaylandırma Uzmanı
Car Mechanic,Otomotiv Tamircisi
Car Park Supervisor,Otopark Süpervizörü
Car Parking Attendant,Otopark Görevlisi
Car Sales Consultant,Araç Satış Danışmanı
Cardiac Technologist,Kardiyak Teknolog
Cardiologist,Kardiyolog
Cardiothoracic Surgery Clinical Nurse Specialist,Kardiyotorasik Cerrahi Klinik Hemşire Uzmanı
Cardiovascular Clinical Nurse Specialist,Kardiyovasküler Klinik Hemşire Uzmanı
Cardiovascular Intensive Care Nurse,Kardiyovasküler Yoğun Bakım Hemşiresi
Cardiovascular Surgical Nurse,Kardiyovasküler Cerrahi Hemşiresi
Care Adviser,Bakım Danışmanı
Care Assistant,Bakım Asistanı
Care Associate,Bakım Görevlisi
Care Consultant,Bakım Danışmanı
Care Executive,Bakım Yöneticisi
Care Manager,Bakım Yöneticisi
Care Specialist,Bakım Uzmanı
Care Worker,Bakım Çalışanı
Career Adviser,Kariyer Danışmanı
Career Services Officer,Kariyer Hizmetleri Görevlisi
Career Specialist,Kariyer Uzmanı
Caregiver,Bakıcı
Caretaker,Bekçi
Cargo Specialist,Kargo Uzmanı
Carpenter,Marangoz
Carry Out Clerk,Teslimat Memuru
Case Management Nurse,Vaka Yönetim Hemşiresi
Case Manager,Vaka Yöneticisi
Case Officer,Vaka Görevlisi
Cash Register Operator,Kasa Operatörü
Cash Specialist,Kasa Uzmanı
Cashier,Kasiyer
Casino Dealer,Kumarhane Dağıtıcı
Category Analyst,Kategori Analisti
Category Buyer,Kategori Alıcısı
Category Coordinator,Kategori Koordinatörü
Category Development Manager,Kategori Geliştirme Müdürü
Category Executive,Kategori Yöneticisi
Category Insights Manager,Kategori Analiz Müdürü
Category Manager,Kategori Müdürü
Category Manager   Fmcg,
Catering Assistant,Yiyecek Hizmetleri Asistanı
Catering Barista,Barista
Catering Specialist,Yiyecek Hizmetleri Uzmanı
Center Manager,Merkez Müdürü
Centre Administrator,Merkez Yöneticisi
Centre Assistant,Merkez Asistanı
Centre Associate,Merkez Çalışanı
Centre Coordinator,Merkez Koordinatörü
Centre Executive,Merkez Yöneticisi
Centre Manager,Merkez Müdürü
Centre Officer,Merkez Görevlisi
Centre Operations Manager,Merkez Operasyon Müdürü
Centre Operator,Merkez Operatörü
Ceramist,Seramikçi
Certification Specialist,Sertifikasyon Uzmanı
Certified Dental Technician,Sertifikalı Diş Teknisyeni
Certified Massage Therapist,Sertifikalı Masaj Terapisti
Certified Medical Assistant,Sertifikalı Tıbbi Asistan
Certified Nursing Assistant,Sertifikalı Hemşire Yardımcısı
Certified Occupational Therapy Assistant,Sertifikalı Mesleki Terapi Asistanı
Certified Personal Trainer,Sertifikalı Kişisel Antrenör
Certified Pharmacy Technician,Sertifikalı Eczane Teknisyeni
Certified Practitioner,Sertifikalı Uygulayıcı
Certified Public Accountant,Yeminli Mali Müşavir
Certified Specialist,Sertifikalı Uzman
Chair,Başkan
Chairman,Yönetim Kurulu Başkanı
Chairman Committee,Komite Başkanı
Chairman of the Board,Yönetim Kurulu Başkanı
Chairperson,Başkan
Chairperson of the Board,Yönetim Kurulu Başkanı
Chairwoman,Kadın Başkan
Chairwoman of the Board,Yönetim Kurulu Kadın Başkanı
Change Analyst,Değişim Analisti
Change Management Consultant,Değişim Yönetimi Danışmanı
Change Management Executive,Değişim Yönetimi Yöneticisi
Change Management Lead,Değişim Yönetimi Lideri
Change Management Manager,Değişim Yönetimi Müdürü
Change Management Specialist,Değişim Yönetimi Uzmanı
Change Manager,Değişim Müdürü
Channel Account Manager,Kanal Hesap Müdürü
Channel Business Development Manager,Kanal İş Geliştirme Müdürü
Channel Development Manager,Kanal Geliştirme Müdürü
Channel Director,Kanal Direktörü
Channel Executive,Kanal Yöneticisi
