Job Titles_En,Turkce_Meslek
Export Assistant,İhracat Asistanı
Export Clerk,İhracat Memuru
Export Coordinator,İhracat Koordinatörü
Export Documentation Executive,İhracat Dokümantasyon Görevlisi
Export Documentation Officer,İhracat Dokümantasyon Memuru
Export Executive,İhracat Görevlisi
Export Import Coordinator,İthalat İhracat Koordinatörü
Export Officer,İhracat Memuru
Export Sales Coordinator,İhracat Satış Koordinatörü
Export Sales Executive,İhracat Satış Görevlisi
Export Sales Manager,İhracat Satış Müdürü
External Affairs Specialist,Dış İlişkiler Uzmanı
External Auditor,Dış Denetçi
External Lecturer,Öğretim Görevlisi
External Relations Specialist,Dış İlişkiler Uzmanı
External Sales Engineer,Dış Satış Mühendisi
External Wholesaler,Dış Toptancı
Extra Low Voltage Technician,Alçak Gerilim Teknisyen
Extract Transform Load Developer,ETL Geliştiricisi
Extract Transform Load Engineer,ETL Mühendisi
Eye Surgeon,Göz Cerrahı
FC Associate,
FP&A Director,Finansal Planlama ve Analiz Direktörü
FP&A Intern,Finansal Planlama ve Analiz Stajyeri
FP&A Specialist,Finansal Planlama ve Analiz Uzmanı
FP&A Supervisor,Finansal Planlama ve Analiz Süpervizörü
FPGA Engineer,FPGA Mühendisi
FX Artist,Görsel Efekt Sanatçısı
Fabrication Engineer,Üretim Mühendisi
Fabrication Manager,Üretim Müdürü
Fabrication Supervisor,Üretim Süpervizörü
Fabricator,Üretici
Facade Designer,Cephe Tasarımcısı
Facade Engineer,Cephe Mühendisi
Facebook Ads Specialist,Facebook Reklam Uzmanı
Facilitator,Eğitmen
Facilities Administrator,Tesis Yönetim Görevlisi
Facilities Assistant,Tesis Yardımcısı
Facilities Associate,Tesis İşletme Görevlisi
Facilities Chargeperson,Tesis Sorumlusu
Facilities Contracts Manager,Tesis Sözleşme Müdürü
Facilities Coordinator,Tesis Koordinatörü
Facilities Engineer,Tesis Mühendisi
Facilities Executive,Tesis Yöneticisi
Facilities Maintenance Manager,Tesis Bakım Müdürü
Facilities Maintenance Officer,Tesis Bakım Görevlisi
Facilities Management Executive,Tesis Yönetim Yöneticisi
Facilities Management Manager,Tesis Yönetim Müdürü
Facilities Manager,Tesis Müdürü
Facilities Officer,Tesis Görevlisi
Facilities Specialist,Tesis Uzmanı
Facilities Supervisor,Tesis Süpervizörü
Facilities Technician,Tesis Teknisyen
Facility Engineer,Tesis Mühendisi
Facility Officer,Tesis Görevlisi
Facility Technician,Tesis Teknisyeni
Factory Director,Fabrika Müdürü
Factory Manager,Fabrika Müdürü
Factory Supervisor,Fabrika Süpervizörü
Factory Worker,Fabrika İşçisi
Faculty,Fakülte Üyesi
Faculty Lecturer,Fakülte Öğretim Görevlisi
Faculty Staff,Fakülte Personeli
Failure Analysis Engineer,Arıza Analiz Mühendisi
Failure Analysis Technician,Arıza Analiz Teknisyeni
Family Business,Aile Şirketi
Family Nurse Practitioner,Aile Sağlığı Hemşiresi
Family Specialist,Aile Danışmanı
Farm Hand,Çiftlik İşçisi
Farm Manager,Çiftlik Müdürü
Farm Operations Manager,Çiftlik Operasyon Müdürü
Farm Supervisor,Çiftlik Şefi
Farmer,Çiftçi
Farmhand,Çiftlik İşçisi
Fashion Adviser,Moda Danışmanı
Fashion Buyer,Moda Satın Alma Uzmanı
Fashion Designer,Moda Tasarımcısı
Fashion Graphic Designer,Moda Grafik Tasarımcısı
Fashion Retail Manager,Moda Perakende Müdürü
Fast Food Cook,Fast Food Aşçısı
Fast Food Server,Fast Food Garsonu
Features Writer,Özellikli Yazı Yazarı
Fertility Nurse,Doğurganlık Hemşiresi
Fertility Nurse Coordinator,Doğurganlık Hemşire Koordinatörü
Fico Consultant,Fico Danışmanı
Field Application Engineer,Saha Uygulama Mühendisi
Field Assistant,Saha Asistanı
Field Auditor,Saha Denetçisi
Field Consultant,Saha Danışmanı
Field Coordinator,Saha Koordinatörü
Field Electrical Engineer,Saha Elektrik Mühendisi
Field Engineer,Saha Mühendisi
Field Manager,Saha Müdürü
Field Officer,Saha Görevlisi
Field Operator,Saha Operatörü
Field Planner,Saha Planlamacısı
Field Programmable Gate Array Engineer,Alan Programlanabilir Kapı Dizisi Mühendisi
Field Representative,Saha Temsilcisi
Field Sales Executive,Saha Satış Yöneticisi
Field Sales Manager,Saha Satış Müdürü
Field Sales Representative,Saha Satış Temsilcisi
Field Service Coordinator,Saha Hizmet Koordinatörü
Field Service Engineer,Saha Hizmet Mühendisi
Field Service Manager,Saha Hizmet Müdürü
Field Service Specialist,Saha Hizmet Uzmanı
Field Service Technician,Saha Hizmet Teknisyeni
Field Services Executive,Saha Hizmetleri Yöneticisi
Field Services Specialist,Saha Hizmetleri Uzmanı
Field Specialist,Saha Uzmanı
Field Staff,Saha Personeli
