Job Titles_En,Turkce_Meslek
Operational Excellence Manager,Operasyonel Mükemmellik Yöneticisi
Operational Excellence Specialist,Operasyonel Mükemmellik Uzmanı
Operational Risk Analyst,Operasyonel Risk Analisti
Operational Risk Manager,Operasyonel Risk Yöneticisi
Operational Specialist,Operasyon Uzmanı
Operations Administrator,Operasyon Yöneticisi
Operations Analyst,Operasyon Analisti
Operations Assistant,Operasyon Asistanı
Operations Associate,Operasyon Görevlisi
Operations Clerk,Operasyon Memuru
Operations Consultant,Operasyon Danışmanı
Operations Coordinator,Operasyon Koordinatörü
Operations Department Specialist,Operasyon Departmanı Uzmanı
Operations Director,Operasyon Direktörü
Operations Engineer,Operasyon Mühendisi
Operations Executive,Operasyon Yöneticisi
Operations Lead,Operasyon Lideri
Operations Maintenance Technician,Operasyon Bakım Teknisyeni
Operations Manager,Operasyon Müdürü
Operations Manager   Projects,
Operations Officer,Operasyon Görevlisi
Operations Planner,Operasyon Planlamacısı
Operations Project Manager,Operasyon Proje Yöneticisi
Operations Representative,Operasyon Temsilcisi
Operations Specialist,Operasyon Uzmanı
Operations Staff,Operasyon Personeli
Operations Superintendent,Operasyon Süperintendantı
Operations Supervisor,Operasyon Süpervizörü
Operations Support Analyst,Operasyon Destek Analisti
Operations Support Specialist,Operasyon Destek Uzmanı
Operations Support System Engineer,Operasyon Destek Sistemleri Mühendisi
Operations Support Systems Engineer,Operasyon Destek Sistemleri Mühendisi
Operations Support_2,
Operations Team Leader,Operasyon Ekip Lideri
Operations Team Member,Operasyon Ekip Üyesi
Operations Technician,Operasyon Teknisyeni
Operations Trainer,Operasyon Eğitmeni
Operator,Operatör
Operator Technician,Operatör Teknisyen
Ophthalmic Technician,Oftalmik Teknisyen
Ophthalmologist,Göz Hastalıkları Uzmanı
Optical Engineer,Optik Mühendisi
Optimisation Engineer,Optimizasyon Mühendisi
Optometrist,Optometrist
Oracle Application Database Administrator,Oracle Uygulama Veritabanı Yöneticisi
Oracle Consultant,Oracle Danışmanı
Oracle Database Administrator,Oracle Veritabanı Yöneticisi
Oracle Developer,Oracle Geliştiricisi
Oracle Financials Consultant,Oracle Finans Danışmanı
Oracle Specialist,Oracle Uzmanı
Oracle Sql Server Database Administrator,
Oral Hygienist,Ağız Hijyenisti
Orchardist,Meyve Yetiştiricisi
Order Coordinator,Sipariş Koordinatörü
Order Fulfilment Executive,Sipariş Karşılama Yöneticisi
Order Fulfilment Officer,Sipariş Karşılama Görevlisi
Order Fulfilment Specialist,Sipariş Karşılama Uzmanı
Order Management Executive,Sipariş Yönetim Yöneticisi
Order Management Officer,Sipariş Yönetim Görevlisi
Order Management Specialist,Sipariş Yönetim Uzmanı
Order Manager,Sipariş Yöneticisi
Order Picker,Sipariş Hazırlayıcısı
Order Processing Clerk,Sipariş İşlem Memuru
Order Processing Executive,Sipariş İşlem Yöneticisi
Order Processing Officer,Sipariş İşlem Görevlisi
Order Processing Specialist,Sipariş İşlem Uzmanı
Order Processor,Sipariş İşlemcisi
Order Specialist,Sipariş Uzmanı
Order To Cash Consultant,Siparişten Tahsilata Danışman
Organisational Development Manager,Organizasyonel Gelişme Yöneticisi
Organisational Development Officer,Organizasyonel Gelişme Görevlisi
Organization Manager,Organizasyon Yöneticisi
Organizational Development Specialist,Organizasyonel Gelişme Uzmanı
Organizational Effectiveness Consultant,Organizasyonel Etkinlik Danışmanı
Organizational Effectiveness Manager,Organizasyonel Etkinlik Yöneticisi
Organizer,Organizasyoncu
Orientation Leader,Oryantasyon Lideri
Osteopath,Osteopat
Osteopathic Physician,Osteopatik Doktor
Otolaryngologist,Kulak Burun Boğaz Uzmanı
Otolaryngology Resident,Kulak Burun Boğaz Asistanı
Otorhinolaryngologist,Kulak Burun Boğaz Uzmanı
Otorhinolaryngology Resident,Kulak Burun Boğaz Asistanı
Outage Manager,Kesinti Yöneticisi
Outbound Call Centre Operator,Giden Çağrı Merkezi Operatörü
Outbound Customer Service Role,Giden Müşteri Hizmetleri Görevlisi
Outbound Manager,Giden Çağrı Yöneticisi
Outbound Sales Executive,Giden Satış Yöneticisi
Outbound Telemarketer,Giden Telesatıcı
Outdoor Sales Executive,Dış Satış Yöneticisi
Outlet Crew,Mağaza Ekibi
Outlet Executive,Mağaza Yöneticisi
Outlet Manager,Mağaza Yöneticisi
Outlet Supervisor,Mağaza Denetçisi
Outpatient Coder,Dış Hasta Kodlayıcısı
Outreach Coordinator,İletişim ve Bağlantı Koordinatörü
Outreach Director,Dış İlişkiler Direktörü
Outreach Intern,Dış İlişkiler Stajyer
Outreach Specialist,Dış İlişkiler Uzmanı
Outside Plant Engineer,Dış Tesisat Mühendisi
Outside Sales Representative,Dış Satış Temsilcisi
Outside Sales Specialist,Dış Satış Uzmanı
Outside Salesman,Dış Satış Elemanı
Outside Saleswoman,Dış Satış Elemanı
Outsourcing Specialist,Dış Kaynak Uzmanı
Overhead Crane Operator,Vinç Operatörü
Overman,
Overnight Stocker,Gece Stokçusu
Overseas Manager,Yurtdışı Müdürü
Overseas Sales,Yurtdışı Satışları
Overseas Sales Manager,Yurtdışı Satış Müdürü
Owner,Sahibi
Owner Manager,Sahibi ve Müdürü
Oyster Farmer,İstiridye Yetiştiricisi
PBX Operator,Santral Operatörü
PC Support Manager,Bilgisayar Destek Müdürü
PC Support Specialist,Bilgisayar Destek Uzmanı
PC Technician,Bilgisayar Teknikeri
PF Technician,
PHD,Doktor
PHD Candidate,Doktora Adayı
PHD Fellow,Doktora Araştırmacısı
PHD Student,Doktora Öğrencisi
PL/SQL Developer,PL/SQL Geliştiricisi
PRN Certified Nursing Assistant,Geçici Sertifikalı Hemşire Yardımcısı
PRN Clinical Nurse Specialist,Geçici Klinik Hemşire Uzmanı
PRN Licensed Practical Nurse,Geçici Lisanslı Uygulamalı Hemşire
Package Engineer,Paketleme Mühendisi
Package Handler,Paket İşlemcisi
Packaging Engineer,Ambalaj Mühendisi
Packaging Manager,Ambalaj Müdürü
Packaging Specialist,Ambalaj Uzmanı
Packaging Supervisor,Ambalaj Denetçisi
Packer,Paketleyici
Packing Executive,Paketleme Yöneticisi
Packing Operator,Paketleme Operatörü
Packing Technician,Paketleme Teknikeri
Paid Dealers Representative,Ücretli Bayi Temsilcisi
Paid Media Specialist,Ücretli Medya Uzmanı
Paint Specialist,Boya Uzmanı
Paint Technician,Boya Teknikeri
Painter,Boyacı
Painting Supervisor,Boyama Denetçisi
Paralegal,Hukuk Sekreteri
Park Manager,Park Müdürü
Part Owner,Ortak
Partner,Ortak
Partner Manager,Partner Yöneticisi
Partner Relationship Manager,Partner İlişkileri Yöneticisi
Partnership Specialist,İş Ortaklığı Uzmanı
Partnerships Executive,İş Ortaklıkları Yöneticisi
Partnerships Manager,İş Ortaklıkları Müdürü
Parts Assistant,Parça Asistanı
Parts Clerk,Parça Memuru
Parts Controller,Parça Kontrolörü
Parts Executive,Parça Yöneticisi
Parts Manager,Parça Müdürü
Parts Professional,Parça Uzmanı
Parts Sales Manager,Parça Satış Müdürü
Parts Specialist,Parça Uzmanı
Pastor,Papaz
Pastrychef,Pastacı Şefi
Patent Engineer,Patent Mühendisi
Patent Executive,Patent Yöneticisi
Patent Secretary,Patent Sekreteri
Patient Care Assistant,Hasta Bakım Asistanı
Patient Care Technician,Hasta Bakım Teknisyeni
Patient Services Assistant,Hasta Hizmetleri Asistanı
Patternmaker,Kalıpçı
Payments Analyst,Ödeme Analisti
Payments Officer,Ödeme Görevlisi
Payments Specialist,Ödeme Uzmanı
Payroll,Bordro
Payroll  Hr Officer,
Payroll Accountant,Bordro Muhasebecisi
Payroll Administrator,Bordro Yöneticisi
Payroll Analyst,Bordro Analisti
Payroll Assistant,Bordro Asistanı
Payroll Bookkeeper,Bordro Muhasebe Memuru
Payroll Clerk,Bordro Memuru
Payroll Consultant,Bordro Danışmanı
Payroll Executive,Bordro Yöneticisi
Payroll Manager,Bordro Müdürü
Payroll Officer,Bordro Görevlisi
Payroll Project Manager,Bordro Proje Yöneticisi
Payroll Specialist,Bordro Uzmanı
Payroll Supervisor,Bordro Denetçisi
Payroll Team Leader,Bordro Ekip Lideri
Pediatric Licensed Practical Nurse,Çocuk Hemşiresi
Pediatric Nurse,Çocuk Hemşiresi
Pediatric Nurse Practitioner,Çocuk Hemşire Uygulayıcısı
Pediatric Occupational Therapist,Çocuk İş Uğraşı Terapisti
Pediatric Urologist,Çocuk Üroloji Uzmanı
Peer Tutor,Akran Danışmanı
Pega Developer,Pega Geliştiricisi
Pega Software Developer,Pega Yazılım Geliştiricisi
Penetration Tester,Güvenlik Test Uzmanı
People Analyst,İnsan Analisti
People And Culture Manager,İnsan Kaynakları ve Kültür Müdürü
People And Culture Officer,İnsan Kaynakları ve Kültür Görevlisi
People Business Partner,İnsan Kaynakları İş Ortağı
People Director,İnsan Kaynakları Direktörü
People Manager,İnsan Kaynakları Yöneticisi
People Operations Generalist,İnsan Kaynakları Operasyon Genelisti
People Operations Manager,İnsan Kaynakları Operasyon Müdürü
People Operations Specialist,İnsan Kaynakları Operasyon Uzmanı
People Partner,İnsan Kaynakları Ortağı
People Services Adviser,İnsan Kaynakları Hizmet Danışmanı
People Services Specialist,İnsan Kaynakları Hizmet Uzmanı
People and Culture Manager,İnsan Kaynakları ve Kültür Müdürü
Peoplesoft Database Administrator,Peoplesoft Veritabanı Yöneticisi
Performance And Rewards Executive,Performans ve Ödüllendirme Yöneticisi
Performance Coach,Performans Koçu
Performance Engineer,Performans Mühendisi
Performance Executive,Performans Yöneticisi
Performance Improvement Specialist,Performans İyileştirme Uzmanı
Performance Manager,Performans Müdürü
Performance Marketing Manager,Performans Pazarlama Müdürü
Performance Specialist,Performans Uzmanı
Performance Tester,Performans Test Uzmanı
Perfusionist,Perfüzionist
Personal Assistant,Kişisel Asistan
Personal Assistant To Director,Direktör Kişisel Asistanı
Personal Assistant To The Chief Executive Officer,CEO Kişisel Asistanı
Personal Assistant To The Chief Operating Officer,COO Kişisel Asistanı
Personal Assistant To The Executive Director,İcra Direktörü Kişisel Asistanı
Personal Assistant To The General Manager,Genel Müdür Kişisel Asistanı
Personal Assistant To The Managing Director,Yönetim Kurulu Başkanı Kişisel Asistanı
Personal Assistant To The Sales Director,Satış Direktörü Kişisel Asistanı
Personal Assistant to Director,Direktör Kişisel Asistanı
Personal Banker,Kişisel Bankacı
Personal Care Assistant,Kişisel Bakım Asistanı
Personal Computer Administrator,Kişisel Bilgisayar Yöneticisi
Personal Computer Analyst,Kişisel Bilgisayar Analisti
Personal Computer Engineer,Kişisel Bilgisayar Mühendisi
Personal Computer Operator,Kişisel Bilgisayar Operatörü
Personal Computer Repair Technician,Kişisel Bilgisayar Onarım Teknisyeni
Personal Computer Specialist,Kişisel Bilgisayar Uzmanı
Personal Computer Support Analyst,Kişisel Bilgisayar Destek Analisti
Personal Computer Support Specialist,Kişisel Bilgisayar Destek Uzmanı
Personal Computer Support Technician,Kişisel Bilgisayar Destek Teknisyeni
Personal Computer Technician,Kişisel Bilgisayar Teknisyeni
Personal Driver,Kişisel Sürücü
Personal Driver To The Director,Direktör Kişisel Sürücüsü
Personal Financial Advisor,Kişisel Mali Danışman
Personal Financial Consultant,Kişisel Mali Danışman
Personal Loan Executive,Kişisel Kredi Müdürü
Personal Secretary,Kişisel Sekreter
Personal Service Coordinator,Kişisel Hizmet Koordinatörü
Personal Trainer,Kişisel Antrenör
Personnel,Personel
Pest Control Technician,Zararlı Kontrol Teknisyeni
Pet Groomer,Ev Hayvanı Kuaförü
Petroleum Engineer,Petrol Mühendisi
Pharmaceutical Sales,Eczacılık Satış
Pharmaceutical Sales Representative,Eczacılık Satış Temsilcisi
Pharmaceutical Specialist,Eczacılık Uzmanı
Pharmacist,Eczacı
Pharmacist Assistant,Eczacı Yardımcısı
Pharmacovigilance Associate,Farmakovijilans Asosiye
Pharmacy Account Manager,Eczane Hesap Müdürü
Pharmacy Assistant,Eczane Yardımcısı
Pharmacy Retail Sales Assistant,Eczane Perakende Satış Görevlisi
Pharmacy Specialist,Eczane Uzmanı
Pharmacy Technician,Eczane Teknisyeni
Phd Msc,
Phlebotomist,Flebotomist
Phone Banker,Telefon Bankacısı
Phone Repair Technician,Telefon Tamir Teknisyeni
Photo Editor,Fotoğraf Editörü
Photo Retoucher,Fotoğraf Rötuşçusu
Photocopier Technician,Fotokopi Makinesi Teknisyeni
Photographer,Fotoğrafçı
Photography Assistant,Fotoğrafçılık Asistanı
Photography Specialist,Fotoğrafçılık Uzmanı
Php Backend Developer,PHP Backend Geliştiricisi
Php Developer,PHP Geliştiricisi
Php Engineer,PHP Mühendisi
Php Laravel Developer,PHP Laravel Geliştiricisi
Php Web Developer,PHP Web Geliştiricisi
Physical Education Teacher,Beden Eğitimi Öğretmeni
Physical Therapist,Fizik Tedavi Uzmanı
Physical Trainer,Fiziksel Antrenör
Physician,Hekim
Physician Assistant Certified,Sertifikalı Hekim Asistanı
Physicist,Fizikçi
Physiotherapist,Fizyoterapist
Physiotherapy Assistant,Fizyoterapi Asistanı
Pianist,Piyanist
Piano Instructor,Piyano Eğitmeni
Piano Teacher,Piyano Öğretmeni
Picker,
Pilates Instructor,Pilates Eğitmeni
Piling Operator,Kazık Makinesi Operatörü
Pilot,Pilot
Pipefitter,Boru Tesisatçısı
Pipeline Engineer,Boru Hattı Mühendisi
Pipeline Operator,Boru Hattı Operatörü
Piping Design Engineer,Boru Tesisatı Tasarım Mühendisi
Piping Designer,Boru Tesisatı Tasarımcısı
Piping Engineer,Boru Tesisatı Mühendisi
Piping Stress Engineer,Boru Tesisatı Gerilme Mühendisi
Piping Supervisor,Boru Tesisatı Şefi
Placement Specialist,Yerleştirme Uzmanı
Planner,Planlamacı
Planning Analyst,Planlama Analisti
Planning And Development Executive,Planlama ve Geliştirme Yöneticisi
Planning Assistant,Planlama Asistanı
Planning Coordinator,Planlama Koordinatörü
Planning Department Specialist,Planlama Bölümü Uzmanı
Planning Director,Planlama Direktörü
Planning Engineer,Planlama Mühendisi
Planning Executive,Planlama Yöneticisi
Planning Lead,Planlama Lideri
Planning Manager,Planlama Müdürü
Planning Officer,Planlama Görevlisi
Planning Specialist,Planlama Uzmanı
Plant Controller,Fabrika Kontrolörü
Plant Engineer,Fabrika Mühendisi
Plant Maintenance Engineer,Fabrika Bakım Mühendisi
Plant Maintenance Supervisor,Fabrika Bakım Şefi
Plant Manager,Fabrika Müdürü
Plant Operator,Fabrika Operatörü
Plant Pathologist,Bitki Patoloğu
Plant Supervisor,Fabrika Şefi
Plant Technician,Fabrika Teknisyeni
Plantation Supervisor,Plantasyon Şefi
Plasterer,Sıvacı
Plastic Machine Operator,Plastik Makine Operatörü
Plate Maker,Levha Üreticisi
Platform Administrator,Platform Yöneticisi
Platform Analyst,Platform Analisti
Platform Engineer,Platform Mühendisi
Platform Lead,Platform Lideri
Platform Operator,Platform Operatörü
Platform Specialist,Platform Uzmanı
Play-by-Play Commentator,Canlı Yorumcu
Player,
Plumber,Tesisatçı
Plumbing,Tesisatçılık
Plumbing Technician,Tesisat Teknikeri
Pmo Manager,Proje Yönetim Ofisi Müdürü
Podiatrist,Ayak Hastalıkları Uzmanı
Point of Sale Associate,Satış Noktası Çalışanı
Police Officer,Polis Memuru
Policy Manager,Politikalar Yöneticisi
Policy Servicing Executive,Politik Servis Yürütme Görevlisi
Polishing Technician,Parlatma Teknisyeni
Pool Attendant,Havuz Görevlisi
Portfolio Analyst,Portföy Analisti
Portfolio Manager,Portföy Yöneticisi
Postal Clerk,Posta Memuru
Postdoctoral Fellow,Doktora Sonrası Araştırmacı
Postdoctoral Fellowship,Doktora Sonrası Araştırma Bursu
Postdoctoral Research Assistant,Doktora Sonrası Araştırma Asistanı
Postdoctoral Research Fellow,Doktora Sonrası Araştırmacı
Postdoctoral Researcher,Doktora Sonrası Araştırmacı
Postdoctoral Scholar,Doktora Sonrası Araştırmacı
Postdoctoral Scientist,Doktora Sonrası Bilim İnsanı
Postdoctoral Student,
Postgraduate Student,Lisansüstü Öğrenci
Postpartum Nurse,Doğum Sonrası Hemşire
Power Bi Consultant,Power BI Danışmanı
Power Bi Developer,Power BI Geliştiricisi
Powerapps Developer,PowerApps Geliştiricisi
Pr Executive,Halkla İlişkiler Yürütme Görevlisi
Practical Nurse,Uygulamalı Hemşire
Practice Assistant,Uygulama Asistanı
Practice Leader,Uygulama Lideri
Practice Nurse,Uygulama Hemşiresi
Practitioner,Uygulayıcı
Precast Engineer,Prefabrik Mühendis
Premier Relationship Manager,İlişki Yöneticisi
Presales Architect,Satış Öncesi Mimar
Presales Consultant,Satış Öncesi Danışmanı
Presales Engineer,Satış Öncesi Mühendisi
Presales Specialist,Satış Öncesi Uzmanı
Preschool Early Childhood Teacher,Okul Öncesi Öğretmeni
Preschool Educator,Okul Öncesi Eğitimcisi
Preschool Teacher,Okul Öncesi Öğretmeni
Presenter,Sunucu
President,Başkan
Press Operator,Baskı Operatörü
Preventive Maintenance Technician,Önleyici Bakım Teknisyeni
Pricing Actuary,Fiyatlandırma Aktüeryası
Pricing Analyst,Fiyatlandırma Analisti
Pricing Executive,Fiyatlandırma Yürütme Görevlisi
Pricing Manager,Fiyatlandırma Yöneticisi
Pricing Specialist,Fiyatlandırma Uzmanı
Priest,Rahip
Primary Music Teacher,İlkokul Müzik Öğretmeni
Primary Teacher,İlkokul Öğretmeni
Principal,Müdür
Principal CFO,Baş Mali İşler Yöneticisi
Principal Chief Financial Officer,Baş Mali İşler Yöneticisi
