Job Titles_En,Turkce_Meslek
Aerospace Engineer,Uzay ve Havacılık Mühendisi
Aerospace Mechanic,
Aesthetic Consultant,Estetik Danışmanı
Aesthetician,Estetik Uzmanı
Affairs Coordinator,İşler Koordinatörü
Affairs Manager,İşler Müdürü
Affiliate Manager,Bağlı Firma Müdürü
Aftermarket Manager,Sonrası Pazar Müdürü
Aftersales Manager,Satış Sonrası Müdürü
Aftersales Service Manager,Satış Sonrası Hizmet Müdürü
Agency Development Executive,Acentelik Geliştirme Sorumlusu
Agency Manager,Acentelik Müdürü
Agency Owner,Acentelik Sahibi
Agent,Acent
Agile Coach,Çevik Danışman
Agile Project Manager,Çevik Proje Yöneticisi
Agriculture Specialist,Tarım Uzmanı
Agronomist,Tarım Bilimcisi
Air Compressor Technician,Hava Kompresörü Teknisyeni
Air Conditioning And Mechanical Ventilation Engineer,Klima ve Mekanik Havalandırma Mühendisi
Air Conditioning And Refrigeration Technician,Klima ve Soğutma Teknisyeni
Air Conditioning Technician,Klima Teknikeri
Air Freight Manager,Hava Kargo Müdürü
Air Specialist,Havacılık Uzmanı
Aircraft Engineer,Uçak Mühendisi
Aircraft Maintenance Engineer,Uçak Bakım Mühendisi
Aircraft Mechanic,Uçak Makinesi
Aircraft Technician,Uçak Teknikeri
Airline Pilot,Havayolu Pilotu
Alarm Technician,Alarm Teknikeri
Alderperson,Belediye Meclis Üyesi
Algorithm Engineer,Algoritma Mühendisi
Alliances Manager,İttifaklar Müdürü
Allocation Analyst,Tahsis Analisti
Allocator,Tahsis Görevlisi
Alumni Coordinator,Mezun Koordinatörü
Alumni Relations Specialist,Mezun İlişkileri Uzmanı
Amazon Flex Driver,Amazon Flex Sürücü
Ambassador,Büyükelçi
Ambulance Operator,Ambulans Operatörü
Analysis Engineer,Analiz Mühendisi
Analysis Officer,Analiz Görevlisi
Analysis Specialist,Analiz Uzmanı
Analyst,Analist
Analyst Consultant,Analist Danışman
Analyst Engineer,Analist Mühendis
Analyst Programmer,Analist Programcı
Analytical Chemist,Analitik Kimyager
Analytics Consultant,Analitik Danışman
Analytics Developer,Analitik Geliştirici
Analytics Engineer,Analitik Mühendisi
Analytics Lead,Analitik Lideri
Analytics Manager,Analitik Müdürü
Analytics Specialist,Analitik Uzmanı
Android Developer,Android Geliştiricisi
Android Engineer,Android Mühendisi
Android Mobile Application Developer,Android Mobil Uygulama Geliştiricisi
Angular Software Developer,Angular Yazılım Geliştiricisi
Animation Specialist,Animasyon Uzmanı
Animator,Animasyoncu
Annotator,Ekleyici
Anti Money Laundering Analyst,Kara Para Aklama Analisti
Anti Money Laundering Manager,Kara Para Aklama Müdürü
Anti Money Laundering Officer,Kara Para Aklama Görevlisi
Anti Money Laundering Specialist,Kara Para Aklama Uzmanı
Anti-Money Laundering Agent,Kara Para Aklama Acentesi
Anti-Money Laundering Analyst,Kara Para Aklama Analisti
Anti-Money Laundering Associate,Kara Para Aklama Temsilcisi
Anti-Money Laundering Consultant,Kara Para Aklama Danışmanı
Anti-Money Laundering Executive,Kara Para Aklama Yöneticisi
Anti-Money Laundering Manager,Kara Para Aklama Müdürü
Anti-Money Laundering Officer,Kara Para Aklama Görevlisi
Anti-Money Laundering Specialist,Kara Para Aklama Uzmanı
Ao Chargeman,Atölye Şefi
Apartment Locator,Gayrimenkul Danışmanı
Api Software Developer,API Yazılım Geliştiricisi
App Developer,Uygulama Geliştiricisi
Apparel Sales Associate,Giyim Satış Danışmanı
Applecare Advisor,Applecare Danışmanı
Appliance Technician,Beyaz Eşya Teknikeri
Application Analyst,Uygulama Analisti
Application Consultant,Uygulama Danışmanı
Application Coordinator,Uygulama Koordinatörü
Application Database Administrator,Uygulama Veritabanı Yöneticisi
Application Databse Administrator,Uygulama Veritabanı Yöneticisi
Application Developer,Uygulama Geliştiricisi
Application Engineer,Uygulama Mühendisi
Application Executive,Uygulama Yöneticisi
Application Lead,Uygulama Lideri
Application Manager,Uygulama Yöneticisi
Application Programmer,Uygulama Programcısı
Application Security Engineer,Uygulama Güvenlik Mühendisi
Application Security Specialist,Uygulama Güvenlik Uzmanı
Application Solution Architect,Uygulama Çözüm Mimarı
Application Specialist,Uygulama Uzmanı
Application Specific Integrated Circuit Engineer,Uygulamaya Özel Entegre Devre Mühendisi
Application Support,Uygulama Destek Görevlisi
Application Support Consultant,Uygulama Destek Danışmanı
Application Support Developer,Uygulama Destek Geliştiricisi
Application Support Engineer,Uygulama Destek Mühendisi
Application Support Executive,Uygulama Destek Yöneticisi
Application Support Lead,Uygulama Destek Lideri
Application Support Manager,Uygulama Destek Yöneticisi
Application Support Specialist,Uygulama Destek Uzmanı
Application Support Team Leader,Uygulama Destek Ekip Lideri
Applications Administrator,Uygulamalar Yöneticisi
Applications Analyst,Uygulamalar Analisti
Applications Developer,Uygulamalar Geliştiricisi
Applications Engineer,Uygulamalar Mühendisi
Applications Manager,Uygulamalar Yöneticisi
Applications Project Manager,Uygulamalar Proje Yöneticisi
Applications Support Analyst,Uygulamalar Destek Analisti
Applicator,Uygulayıcı
Appointment Setter,Randevu Danışmanı
Appraiser,Değerleme Uzmanı
Apprentice,Çırak
Apprentice Electrician,Elektrikçi Çırak
Aquatic Invasive Species Inspector,Sucul İstilacı Türler Müfettişi
Aquatics Coordinator,Su Sporları Koordinatörü
Aquatics Director,Su Sporları Direktörü
Aquatics Instructor,Su Sporları Eğitmeni
Aquatics Manager,Su Sporları Müdürü
Aquatics Supervisor,Su Sporları Sorumlusu
Archicad Draftsperson,Archicad Çizeri
Architect,Mimar
Architect Drafter,Mimarlık Çizeri
Architectural Artist,Mimari Sanatçı
Architectural Assistant,Mimarlık Asistanı
Architectural Clerk Of Work,Mimarlık İş Denetçisi
Architectural Coordinator,Mimari Koordinatör
Architectural Designer,Mimari Tasarımcı
Architectural Drafter,Mimari Çizer
Architectural Executive,Mimarlık Yöneticisi
Architectural Modeller,Mimari Modelci
Architectural Supervisor,Mimari Denetçisi
Architecture Manager,Mimarlık Müdürü
Architecture Specialist,Mimarlık Uzmanı
Area Executive,Bölge Yöneticisi
Area General Manager,Bölge Genel Müdürü
Area Leader,Bölge Lideri
Area Manager,Bölge Müdürü
Area Sales Executive,Bölge Satış Yöneticisi
Area Sales Manager,Bölge Satış Müdürü
Area Sales Specialist,Bölge Satış Uzmanı
Area Specialist,Bölge Uzmanı
Area Supervisor,Bölge Denetçisi
Army,Asker
Army Officer,Subay
Art And Design Teacher,Sanat ve Tasarım Öğretmeni
Art Dealer,Sanat Galerisi Sahipliği/Sanat Taciri
Art Department Specialist,Sanat Bölümü Uzmanı
Art Director,Sanat Yönetmeni
Art Specialist,Sanat Uzmanı
Art Teacher,Sanat Öğretmeni
Art Technician,Sanat Teknikeri
Article Writer,Makale Yazarı
Artificial Intelligence Developer,Yapay Zeka Geliştiricisi
Artificial Intelligence Engineer,Yapay Zeka Mühendisi
Artificial Intelligence Specialist,Yapay Zeka Uzmanı
Artist,Sanatçı
Assembler,Montajcı
Assembly Engineer,Montaj Mühendisi
Assembly Operator,Montaj Operatörü
Assembly Technician,Montaj Teknikeri
Assessment Coordinator,Değerlendirme Koordinatörü
Assessment Executive,Değerlendirme Yöneticisi
Assessment Lead,Değerlendirme Lideri
Assessment Manager,Değerlendirme Müdürü
Assessment Specialist,Değerlendirme Uzmanı
Assessor,Değerlendirici
Asset Coordinator,Varlık Koordinatörü
Asset Engineer,Varlık Mühendisi
Asset Management Analyst,Varlık Yönetimi Analisti
Asset Management Executive,Varlık Yönetimi Yöneticisi
Asset Manager,Varlık Yöneticisi
Asset Specialist,Varlık Uzmanı
Assistance Manager,Asistan Müdür
Assistance Officer,Yardımcı Memur
Assistant,Asistan
Assistant Account Executive,Asistan Hesap Yöneticisi
Assistant Account Manager,Asistan Hesap Müdürü
Assistant Accountant,Muhasebe Asistanı
Assistant Accounting Manager,Asistan Muhasebe Müdürü
Assistant Accounts Manager,Asistan Hesap Müdürü
Assistant Accounts Officer,Muhasebe Yardımcı Memuru
Assistant Administration Manager,Asistan İdare Müdürü
Assistant Architect,Mimar Yardımcısı
Assistant Audit Manager,Asistan Denetim Müdürü
Assistant Boutique Manager,Asistan Butik Müdürü
Assistant Branch Manager,Asistan Şube Müdürü
Assistant Brand Manager,Asistan Marka Müdürü
Assistant Building Manager,Asistan Bina Müdürü
Assistant Business Development Manager,Asistan İş Geliştirme Müdürü
Assistant Chef,Yardımcı Aşçı
Assistant Clerk,Yardımcı Kâtip
Assistant Contracts Administrator,Asistan Sözleşme Yöneticisi
Assistant Coordinator,Asistan Koordinatör
Assistant Customer Service Manager,Asistan Müşteri Hizmetleri Müdürü
Assistant Director,Yardımcı Müdür
Assistant Director Of Sales,Satış Yardımcı Müdürü
Assistant Director of Annual Giving,Yıllık Bağış Yardımcı Müdürü
Assistant Director of Obstetrics and Gynecology,Doğum ve Jinekoloji Yardımcı Müdürü
Assistant Director of Pneumology,Pnömoloji Yardımcı Müdürü
Assistant Director of Pulmonology,Göğüs Hastalıkları Yardımcı Müdürü
Assistant Engineer,Yardımcı Mühendis
Assistant Engineering Manager,Asistan Mühendislik Müdürü
Assistant Export Sales Manager,Asistan İhracat Satış Müdürü
Assistant Facilities Manager,Asistan Tesisat Müdürü
Assistant Factory Manager,Asistan Fabrika Müdürü
Assistant Finance Manager,Asistan Finans Müdürü
Assistant Financial Controller,Asistan Finans Kontrolörü
Assistant Front Office Manager,Asistan Ön Büro Müdürü
Assistant General Manager,Genel Müdür Yardımcısı
Assistant Golf Professional,Golf Asistanı
Assistant Hotel Manager,Asistan Otel Müdürü
Assistant Housekeeping Manager,Asistan Kat Hizmetleri Müdürü
Assistant Human Resources Manager,Asistan İnsan Kaynakları Müdürü
Assistant It Manager,BT Asistan Müdürü
Assistant Key Account Manager,Asistan Ana Hesap Müdürü
Assistant Lawyer,Yardımcı Avukat
Assistant Manager,Yardımcı Müdür
Assistant Manager Information Technology,Bilgi Teknolojileri Yardımcı Müdürü
Assistant Manager QC,Kalite Kontrol Yardımcı Müdürü
Assistant Managing Director,Yönetici Direktör Yardımcısı
Assistant Marketing Manager,Pazarlama Yardımcı Müdürü
Assistant Mechanic,Yardımcı Mekanikçi
Assistant Night Manager,Gece Yardımcı Müdürü
Assistant Nurse,Hemşire Yardımcısı
Assistant Office Manager,Ofis Yardımcı Müdürü
Assistant Officer,Yardımcı Memur
Assistant Operations Manager,Operasyon Yardımcı Müdürü
Assistant Planner,Planlama Yardımcı Uzmanı
Assistant Principal,Müdür Yardımcısı
Assistant Product Manager,Ürün Yardımcı Müdürü
Assistant Production Manager,Üretim Yardımcı Müdürü
Assistant Professor,Yardımcı Doçent
Assistant Project Coordinator,Proje Koordinasyon Yardımcı Uzmanı
Assistant Project Manager,Proje Yardımcı Müdürü
Assistant Property Manager,Gayrimenkul Yardımcı Müdürü
Assistant Purchasing Manager,Satın Alma Yardımcı Müdürü
Assistant Quality Assurance Manager,Kalite Güvence Yardımcı Müdürü
Assistant Quantity Surveyor,Miktar Tarayıcı Yardımcısı
Assistant Relationship Manager,İlişki Yönetimi Yardımcı Müdürü
Assistant Restaurant Manager,Restoran Yardımcı Müdürü
Assistant Sales Manager,Satış Yardımcı Müdürü
Assistant Secretary,Sekreter Yardımcısı
Assistant Section Manager,Bölüm Yardımcı Müdürü
Assistant Service Manager,Hizmet Yardımcı Müdürü
Assistant Store Manager,Mağaza Yardımcı Müdürü
Assistant Supervisor,Denetleyici Yardımcısı
Assistant Swim Coach,Yüzme Koçu Yardımcısı
Assistant Team Manager,Takım Yardımcı Müdürü
Assistant Technician,Tekniker Yardımcısı
Assistant To The Director,Müdür Yardımcısı
Assistant To The General Manager,Genel Müdür Yardımcısı
Assistant To The Managing Director,Yönetici Direktör Yardımcısı
Assistant Tutor,Öğretmen Yardımcısı
Assistant Underwriter,Sigortacı Yardımcısı
Assistant VP,Yardımcı Genel Müdür
Assistant Vice President,Yardımcı Genel Müdür
Assistant Warehouse Manager,Depo Yardımcı Müdürü
Assistant to Chief Executive Officer,CEO Yardımcısı
Assistant to General Manager,Genel Müdür Yardımcısı
Assistant to Office Manager,Ofis Müdür Yardımcısı
Assistant to Owner,Sahip Yardımcısı
Assistant to Project Manager,Proje Müdür Yardımcısı
Assistant to Senior Vice President,Kıdemli Başkan Yardımcısı Asistanı
Assistant to Vice President,Başkan Yardımcısı Asistanı
Assistant to Vice President Operations,Operasyon Başkan Yardımcısı Asistanı
Assistant to the Chief Financial Officer,Mali İşler Müdür Yardımcısı
Assistant to the Director,Müdür Yardımcısı
Assistant to the Manager,Yönetici Asistanı
Assistant to the President,Başkan Yardımcısı
Assistant_2,Asistan
Associate,Ortak/İş Ortağı
Associate Broker,Ortak Emlakçı
Associate Business Development Manager,İş Geliştirme Müdür Yardımcısı
Associate Director,Müdür Yardımcısı
Associate Faculty,Öğretim Görevlisi
Associate Manager,Müdür Yardımcısı
Associate Radio Frequency Engineer,Radyo Frekans Mühendisi Yardımcısı
Associate Research Fellow,Araştırma Görevlisi
Associate Researcher,Araştırmacı Yardımcısı
Assurance Analyst,Güvence Analisti
Assurance Associate,Güvence Uzmanı
Assurance Consultant,Güvence Danışmanı
Assurance Executive,Güvence Yöneticisi
Assurance Lead,Baş Güvence Uzmanı
Assurance Manager,Güvence Müdürü
Assurance Specialist,Güvence Uzmanı
Attendance Officer,Devam Memuru
Attendant,Görevli
Attending Urologist,Ürolog
Attorney,Avukat
Attorney At Law,Hukuk Avukatı
Audio Engineer,Ses Mühendisi
Audio Specialist,Ses Uzmanı
Audio Technician,Ses Teknikeri
Audio Visual Design Engineer,Görsel-İşitsel Tasarım Mühendisi
Audio Visual Engineer,Görsel-İşitsel Mühendis
Audio Visual Officer,Görsel-İşitsel Görevlisi
Audio Visual Specialist,Görsel-İşitsel Uzmanı
Audio Visual Technician,Görsel-İşitsel Teknisyeni
Audiologist,Odyolog
Audit,Denetçi
Audit Accountant,Denetim Muhasebecisi
Audit And Assurance Manager,Denetim ve Güvence Müdürü
Audit Assistant,Denetim Asistanı
Audit Associate,Denetim Uzmanı
Audit Clerk,Denetim Memuru
Audit Consultant,Denetim Danışmanı
Audit Director,Denetim Direktörü
Audit Executive,Denetim Yöneticisi
Audit Intermediate,Denetim Uzman Yardımcısı
Audit Intern,Denetim Stajyer
Audit Manager,Denetim Müdürü
Audit Officer,Denetim Görevlisi
Audit Partner,Denetim Ortağı
Audit Senior,Kıdemli Denetçi
Audit Specialist,Denetim Uzmanı
Audit Supervisor,Denetim Amir
