Job Titles_En,Turkce_Meslek
Repair Specialist,Onarım Uzmanı
Repair Technician,Onarım Teknisyeni
Report Analyst,Rapor Analisti
Report Developer,Rapor Geliştiricisi
Reporting Accountant,Raporlama Muhasebecisi
Reporting Analyst,Raporlama Analisti
Reporting Executive,Raporlama Yöneticisi
Reporting Lead,Raporlama Lideri
Reporting Manager,Raporlama Yöneticisi
Reporting Specialist,Raporlama Uzmanı
Representative,Temsilci
Representative_2,Temsilci
Request Fulfilment Analyst,Talep Karşılama Analisti
Requirements Manager,Gereksinim Yöneticisi
Research Aide,Araştırma Görevlisi
Research Analyst,Araştırma Analisti
Research And Development Analyst,Ar-Ge Analisti
Research And Development Assistant,Ar-Ge Asistanı
Research And Development Chemist,Ar-Ge Kimyageri
Research And Development Director,Ar-Ge Direktörü
Research And Development Engineer,Ar-Ge Mühendisi
Research And Development Executive,Ar-Ge Yöneticisi
Research And Development Manager,Ar-Ge Yöneticisi
Research And Development Officer,Ar-Ge Görevlisi
Research And Development Pharmacist,Ar-Ge Eczacı
Research And Development Role,
Research And Development Software Engineer,Ar-Ge Yazılım Mühendisi
Research And Development Specialist,Ar-Ge Uzmanı
Research And Development Technician,Ar-Ge Teknisyeni
Research And Development Technologist,Ar-Ge Teknologu
Research Assistant,Araştırma Asistanı
Research Associate,Araştırma Görevlisi
Research Coordinator,Araştırma Koordinatörü
Research Economist,Araştırma Ekonomisti
Research Engineer,Araştırma Mühendisi
Research Executive,Araştırma Yöneticisi
Research Fellow,Araştırma Üyesi
Research Fellowship,
Research Manager,Araştırma Yöneticisi
Research Officer,Araştırma Görevlisi
Research Physician,Araştırmacı Hekim
Research Scholar,Araştırma Bursiyeri
Research Staff,Araştırma Personeli
Research Staff Member,Araştırma Personeli Üyesi
Researcher,Araştırmacı
Reservations Agent,Rezervasyon Ajanı
Reservations Consultant,Rezervasyon Danışmanı
Reservations Executive,Rezervasyon Yöneticisi
Reservations Specialist,Rezervasyon Uzmanı
Reservoir Engineer,Rezervuar Mühendisi
Resident Architect,Yerleşik Mimar
Resident Disc Jockey,Yerleşik DJ
Resident Manager,Yerleşik Yönetici
Resident Medical Officer,Asistan Doktor
Residential Engineer,Konut Mühendisi
Resolution Specialist,Çözüm Uzmanı
Resolutions Analyst,Çözüm Analisti
Resort Manager,Tatil Köyü Yöneticisi
Resource Executive,Kaynak Yöneticisi
Resource Management Executive,Kaynak Yönetim Yöneticisi
Resourcer,
Respiratory Nurse Practitioner,Solunum Hemşiresi
Respiratory Therapist,Solunum Terapisti
Responder,İlgili Kişi
Restaurant Captain,Garson Şefi
Restaurant Crew,Restoran Ekibi
Restaurant Floor Manager,Restoran Kat Yöneticisi
Restaurant Manager,Restoran Yöneticisi
Restaurant Operations Manager,Restoran Operasyon Yöneticisi
Restaurant Owner,Restoran Sahibi
Restaurant Supervisor,Restoran Denetçisi
Retail Account Manager,Perakende Hesap Yöneticisi
Retail Accountant,Perakende Muhasebecisi
Retail Area Manager,Perakende Bölge Yöneticisi
Retail Asset Manager,Perakende Varlık Yöneticisi
Retail Cashier,Perakende Kasiyer
Retail Coordinator,Perakende Koordinatörü
Retail Development Manager,Perakende Gelişim Yöneticisi
Retail Executive,Perakende Yöneticisi
Retail General Manager,Perakende Genel Müdürü
Retail Interior Designer,Perakende İç Mimar
Retail Management,Perakende Yönetimi
Retail Merchandiser,Perakende Mal Satın Alıcı
Retail Operations Executive,Perakende Operasyon Yöneticisi
Retail Operations Manager,Perakende Operasyon Yöneticisi
Retail Parts Professional,Perakende Parça Uzmanı
Retail Pharmacist,Perakende Eczacı
Retail Project Manager,Perakende Proje Yöneticisi
Retail Representative,Perakende Temsilcisi
Retail Sales Advisor,Perakende Satış Danışmanı
Retail Sales Assistant,Perakende Satış Asistanı
Retail Sales Associate,Perakende Satış Temsilcisi
Retail Sales Manager,Perakende Satış Müdürü
Retail Salesperson,Perakende Satış Elemanı
Retail Specialist,Perakende Uzmanı
Retail Store Supervisor,Perakende Mağaza Şefi
Retail Supervisor,Perakende Şefi
Retail Zone Specialist,Perakende Bölge Uzmanı
Retention Specialist,Müşteri Bağlılığı Uzmanı
Retired,Emekli
Revenue Accountant,Gelir Muhasebecisi
Revenue Analyst,Gelir Analisti
Revenue Assurance Executive,Gelir Güvence Yöneticisi
Revenue Cycle Manager,Gelir Döngüsü Müdürü
Revenue Manager,Gelir Yöneticisi
Review Analyst,İnceleme Analisti
Reviewer,İnceleyici
Revit Architect,Revit Mimarı
Revit Designer,Revit Tasarımcısı
Reward Manager,Ödül Yöneticisi
Rheumatologist,Romatolog
Rheumatology Resident,Romatoloji Asistanı
Rider,Binici
Rifleman,Tüfekçi
Riflewoman,Kadın Tüfekçi
Rigger,
Rights Manager,Hak Yöneticisi
Risk Adjustment Coder,Risk Ayarlama Kodlayıcısı
Risk Analyst,Risk Analisti
Risk And Compliance Analyst,Risk ve Uyum Analisti
Risk And Compliance Executive,Risk ve Uyum Yöneticisi
Risk And Compliance Manager,Risk ve Uyum Müdürü
Risk And Compliance Officer,Risk ve Uyum Görevlisi
Risk Assessor,Risk Değerlendiricisi
Risk Associate,Risk Temsilcisi
Risk Consultant,Risk Danışmanı
Risk Director,Risk Direktörü
Risk Executive,Risk Yöneticisi
Risk Management Analyst,Risk Yönetimi Analisti
Risk Management Executive,Risk Yönetimi Yöneticisi
Risk Management Manager,Risk Yönetimi Müdürü
Risk Management Officer,Risk Yönetimi Görevlisi
Risk Management Specialist,Risk Yönetimi Uzmanı
Risk Manager,Risk Yöneticisi
Risk Modeller,Risk Modelleyicisi
Risk Officer,Risk Görevlisi
Risk Specialist,Risk Uzmanı
Road Engineer,Yol Mühendisi
Robot Operator,Robot Operatörü
Robotic Process Automation Analyst,Otomasyon Analisti
Robotic Process Automation Consultant,Otomasyon Danışmanı
Robotic Process Automation Developer,Otomasyon Geliştiricisi
Robotics Engineer,Robotik Mühendisi
Robotics Operator,Robotik Operatörü
Rolling Stock Engineer,Demiryolu Araçları Mühendisi
Roofer,Çatı Ustası
Room Attendant,Oda Hizmetlisi
Room Service Attendant,Oda Servisi Görevlisi
Room Service Clerk,Oda Servisi Memuru
Room Service Server,Oda Servisi Servis Görevlisi
Room Service Waiter,Oda Servisi Garsonu
Room Service Waitress,Oda Servisi Kadın Garsonu
Room Supervisor,Kat Hizmetleri Şefi
Rope Access Manager,Halatla Erişim Yöneticisi
Rope Access Technician,Halatla Erişim Teknisyeni
Rostering Coordinator,Çalışma Planlama Koordinatörü
Route Planner,Rota Planlamacısı
Routing Specialist,Yönlendirme Uzmanı
Ruby Developer,Ruby Geliştiricisi
Ruby On Rails Developer,Ruby on Rails Geliştiricisi
Ruby on Rails Developer,Ruby on Rails Geliştiricisi
Ruby on Rails Engineer,Ruby on Rails Mühendisi
Rubyist,Ruby Uzmanı
Rugby Coach,Ragbi Antrenörü
Rugby Player,Ragbi Oyuncusu
Runner,Kuryeci
Rural Carrier,Kırsal Kargo Taşıyıcısı
Rural Carrier Associate,Kırsal Kargo Taşıyıcı Yardımcısı
Rural Surveyor,Kırsal Arazi Ölçümcüsü
Russian Linguist,Rusça Dilbilimcisi
SAP Analyst,SAP Analisti
SAP Consultant,SAP Danışmanı
SAP Developer,SAP Geliştiricisi
SDE,Yazılım Geliştirme Mühendisi
SDET,Test Otomasyon Mühendisi
SDR,Satış Geliştirme Temsilcisi
SLPA,
SMT Process Engineer,Yüzey Montaj Teknolojisi Süreç Mühendisi
SQL Database Administrator,SQL Veritabanı Yöneticisi
SQL Developer,SQL Geliştiricisi
SQL Programmer,SQL Programcısı
SQL Server Consultant,SQL Server Danışmanı
SQL Server Developer,SQL Server Geliştiricisi
SRE,Site Güvenilirliği Mühendisi
SRE Manager,Site Güvenilirliği Yöneticisi
SVP,Kıdemli Başkan Yardımcısı
SVP of Ethics,Etik Kıdemli Başkan Yardımcısı
SVP of Sales,Satış Kıdemli Başkan Yardımcısı
SWE,Yazılım Mühendisi
Safety Analyst,Güvenlik Analisti
Safety Assistant,Güvenlik Asistanı
Safety Coordinator,Güvenlik Koordinatörü
Safety Engineer,Güvenlik Mühendisi
Safety Executive,Güvenlik Yöneticisi
Safety Inspector,İş Güvenliği Müfettişi
Safety Manager,Güvenlik Müdürü
Safety Officer,Güvenlik Görevlisi
Safety Specialist,Güvenlik Uzmanı
Safety Supervisor,Güvenlik Süpervizörü
Sailor,Denizci
Sailpoint Engineer,
Sales,Satış Temsilcisi
Sales  Design,
Sales  Service Coordinator,
Sales Account Executive,Satış Hesap Yöneticisi
Sales Account Manager,Satış Hesap Müdürü
Sales Administration,Satış İdaresi
Sales Administration Assistant,Satış İdaresi Asistanı
Sales Administration Coordinator,Satış İdaresi Koordinatörü
Sales Administration Executive,Satış İdaresi Yöneticisi
Sales Administration Officer,Satış İdaresi Görevlisi
Sales Administration Supervisor,Satış İdaresi Süpervizörü
Sales Administrator,Satış İdari Yöneticisi
Sales Adviser,Satış Danışmanı
Sales Advocate,Satış Avukatı
Sales Agent,Satış Acentesi
Sales Agronomist,Satış Tarım Uzmanı
Sales Ambassador,Satış Elçisi
Sales Analyst,Satış Analisti
Sales And Account Executive,Satış ve Hesap Yöneticisi
Sales And Business Development Manager,Satış ve İş Geliştirme Müdürü
Sales And Events Coordinator,Satış ve Etkinlik Koordinatörü
Sales And Events Executive,Satış ve Etkinlik Yöneticisi
Sales And Logistics Coordinator,Satış ve Lojistik Koordinatörü
Sales And Marketing Administrator,Satış ve Pazarlama İdari Yöneticisi
Sales And Marketing Assistant,Satış ve Pazarlama Asistanı
Sales And Marketing Coordinator,Satış ve Pazarlama Koordinatörü
Sales And Marketing Director,Satış ve Pazarlama Direktörü
Sales And Marketing Executive,Satış ve Pazarlama Yöneticisi
Sales And Marketing General Manager,Satış ve Pazarlama Genel Müdürü
Sales And Marketing Manager,Satış ve Pazarlama Müdürü
Sales And Marketing Officer,Satış ve Pazarlama Görevlisi
Sales And Marketing Representative,Satış ve Pazarlama Temsilcisi
Sales And Marketing Specialist,Satış ve Pazarlama Uzmanı
Sales And Operations Manager,Satış ve Operasyon Müdürü
Sales And Service Assistant,Satış ve Hizmet Asistanı
Sales And Service Engineer,Satış ve Hizmet Mühendisi
Sales And Service Executive,Satış ve Hizmet Yöneticisi
Sales And Service Specialist,Satış ve Hizmet Uzmanı
Sales Application Engineer,Uygulama Mühendisi - Satış
Sales Assistant,Satış Asistanı
Sales Associate,Satış Temsilcisi
Sales Attendant,Satış Görevlisi
Sales Capability Manager,Satış Yetenekleri Yöneticisi
Sales Clerk,Satış Memuru
Sales Coach,Satış Koçu
Sales Consultant,Satış Danışmanı
Sales Coordinator,Satış Koordinatörü
Sales Department,Satış Bölümü
Sales Design Consultant,Satış Tasarım Danışmanı
Sales Designer,Satış Tasarımcısı
Sales Development Executive,Satış Geliştirme Yöneticisi
Sales Development Manager,Satış Geliştirme Müdürü
Sales Development Representative,Satış Geliştirme Temsilcisi
Sales Development Specialist,Satış Geliştirme Uzmanı
Sales Director,Satış Direktörü
Sales Distribution Consultant,Satış Dağıtım Danışmanı
Sales Division,Satış Bölümü
Sales Employee,Satış Çalışanı
Sales Enablement Manager,Satış Kolaylaştırma Yöneticisi
Sales Engineer,Satış Mühendisi
Sales Executive,Satış Yöneticisi
Sales Floor,Satış Katı
Sales Floor Team Member,Satış Katı Takım Üyesi
Sales Generalist,Genel Satış Uzmanı
Sales Host,Satış Ev Sahibi
Sales Lead,Satış Lideri
Sales Leader,Satış Lideri
Sales Manager,Satış Müdürü
Sales Marketing Positions,Satış Pazarlama Pozisyonları
Sales Merchandiser,Satış Merchandiseri
Sales Officer,Satış Görevlisi
Sales Operations Analyst,Satış Operasyonları Analisti
Sales Operations Executive,Satış Operasyonları Yöneticisi
Sales Operations Manager,Satış Operasyonları Müdürü
Sales Operations Specialist,Satış Operasyonları Uzmanı
Sales Planner,Satış Planlamacısı
Sales Professional,Satış Profesyoneli
Sales Promoter,Satış Tanıtımcısı
Sales Recruitment Consultant,Satış İse Alım Danışmanı
Sales Representative,Satış Temsilcisi
Sales Representative   Fmcg_2,
Sales Representative Manager,Satış Temsilcileri Müdürü
Sales Service Consultant,Satış Hizmet Danışmanı
Sales Specialist,Satış Uzmanı
Sales Staff,Satış Personeli
Sales Store Checker,Satış Mağaza Denetçisi
Sales Supervisor,Satış Süpervizörü
Sales Support,Satış Destek Personeli
Sales Support Administrator,Satış Destek Yöneticisi
Sales Support Analyst,Satış Destek Analisti
Sales Support Assistant,Satış Destek Asistanı
Sales Support Associate,Satış Destek Uzmanı
Sales Support Coordinator,Satış Destek Koordinatörü
Sales Support Engineer,Satış Destek Mühendisi
Sales Support Executive,Satış Destek Yürütme Sorumlusu
Sales Support Manager,Satış Destek Müdürü
Sales Support Officer,Satış Destek Görevlisi
Sales Support Specialist,Satış Destek Uzmanı
Sales Support Supervisor,Satış Destek Süpervizörü
Sales Team Leader,Satış Ekip Lideri
Sales Team Manager,Satış Ekip Müdürü
Sales Technician,Satış Teknisyeni
Sales Trainer,Satış Eğitmeni
Salesforce Administrator,Salesforce Yöneticisi
Salesforce Business Analyst,Salesforce İş Analisti
Salesforce Developer,Salesforce Geliştiricisi
Salesforce Solution Architect,Salesforce Çözüm Mimarı
Salesforce Tester,Salesforce Test Uzmanı
Salesman,Satıcı
Salesperson,Satış Elemanı
Saleswoman,Kadın Satıcı
Salon Manager,Salon Müdürü
Salon Owner,Salon Sahibi
Saloon Keeper,
Sandblaster,Kum Püskürtücü
Sap Advanced Business Application Programming Consultant,SAP ABAP Danışmanı
Sap Advanced Business Application Programming Developer,SAP ABAP Geliştiricisi
Sap Analyst,SAP Analisti
Sap Basis Consultant,SAP Basis Danışmanı
Sap Business Analyst,SAP İş Analisti
Sap Business One Consultant,SAP Business One Danışmanı
Sap Business One Functional Consultant,SAP Business One Fonksiyonel Danışmanı
Sap Business Planning And Consolidation Consultant,SAP BPC Danışmanı
Sap Business Warehouse Consultant,SAP BW Danışmanı
Sap Business Warehouse Developer,SAP BW Geliştiricisi
Sap Consultant,SAP Danışmanı
Sap Developer,SAP Geliştiricisi
Sap Finance Consultant,SAP Finans Danışmanı
Sap Financial Account And Controlling Consultant,SAP Finans ve Kontrol Danışmanı
Sap Fiori Consultant,SAP Fiori Danışmanı
Sap Functional Analyst,SAP Fonksiyonel Analisti
Sap Functional Consultant,SAP Fonksiyonel Danışmanı
Sap Hybris Developer,SAP Hybris Geliştiricisi
Sap Manager,SAP Yöneticisi
Sap Materials Management Consultant,SAP Malzeme Yönetimi Danışmanı
Sap Project Manager,SAP Proje Yöneticisi
Sap Quality Management Consultant,SAP Kalite Yönetimi Danışmanı
Sap Sales And Distribution Consultant,SAP Satış ve Dağıtım Danışmanı
Sap Solution Architect,SAP Çözüm Mimar
Sap Specialist,SAP Uzmanı
Sap Technical Consultant,SAP Teknik Danışmanı
Sarbanes Oxley Consultant,Sarbanes Oxley Danışmanı
Sas Developer,SAS Geliştiricisi
Scada Engineer,SCADA Mühendisi
Scaffolder,İskele Kurucusu
Scaffolding Foreperson,İskele Usta Şefi
Scan Coordinator,Tarama Koordinatörü
Scanning Operator,Tarama Operatörü
Sccm Engineer,SCCM Mühendisi
Scheduler,Çizelgeci
Scholar,Akademisyen
Scholarship Holder,Bursiyer
School Administrator,Okul Yöneticisi
School Cafeteria Cook,Okul Kantin Aşçısı
School Counsellor,Okul Danışmanı
School Librarian,Okul Kütüphanecisi
School Lunch Manager,Okul Yemekhane Yöneticisi
School Manager,Okul Müdürü
School Nurse,Okul Hemşiresi
School Principal,Okul Müdürü
School Psychologist,Okul Psikoloğu
School Resource Officer,Okul Güvenlik Görevlisi
Schools Adviser,Okullar Danışmanı
Schools Educator,Eğitimci
Science,
Science Specialist,Fen Bilimleri Uzmanı
Science Teacher,Fen Bilimleri Öğretmeni
Science Technician,Fen Bilimleri Laboratuvar Teknisyeni
Scientific Researcher,Bilimsel Araştırmacı
Scientific Technical Officer,Bilimsel Teknik Memur
Scientist,Bilim İnsanı
Screening Officer,Tarama Görevlisi
Screenwriter,Senarist
Script Writer,Senarist
Scrub,
Scrum Master,Scrum Ustası
Seamstress,Terzi
Search Engine Marketing Specialist,Arama Motoru Pazarlama Uzmanı
Search Engine Optimisation And Search Engine Marketing Specialist,Arama Motoru Optimizasyonu ve Pazarlama Uzmanı
Search Engine Optimisation Specialist,Arama Motoru Optimizasyon Uzmanı
Search Engine Optimization Specialist,Arama Motoru Optimizasyon Uzmanı
Second Engineer,İkinci Mühendis
Second Lieutenant,Teğmen
Secondary English Teacher,Ortaokul İngilizce Öğretmeni
Secondary Humanities Teacher,Ortaokul Sosyal Bilimler Öğretmeni
Secondary Maths Teacher,Ortaokul Matematik Öğretmeni
Secondary Physics Teacher,Ortaokul Fizik Öğretmeni
Secondary Science Teacher,Ortaokul Fen Bilimleri Öğretmeni
