Job Titles_En,Turkce_Meslek
Keyboard Specialist,Klavye Uzmanı
Keyholder,Anahtar Görevlisi
Kindergarten Teacher,Anaokulu Öğretmeni
Kitchen Assistant,Mutfak Asistanı
Kitchen Cabinet Specialist,Mutfak Dolabı Uzmanı
Kitchen Cleaner,Mutfak Temizlik Görevlisi
Kitchen Crew,Mutfak Ekibi
Kitchen Food Server,Mutfak Servis Görevlisi
Kitchen Hand,Mutfak Görevlisi
Kitchen Helper,Mutfak Yardımcısı
Kitchen Manager,Mutfak Müdürü
Kitchen Porter,Mutfak Hizmetlisi
Kitchen Runner,Mutfak Servis Görevlisi
Kitchen Staff,Mutfak Personeli
Kitchen Steward,Mutfak Sorumlusu
Kitchen Supervisor,Mutfak Denetçisi
Kitchen Utility Associate,Mutfak Yardımcı Görevlisi
Kitchen Worker,Mutfak Çalışanı
Kitchen and Bath Designer,Mutfak ve Banyo Tasarımcısı
Knife Hand,Bıçakçı
Knitwear Designer,Örme Giyim Tasarımcısı
Know Your Customer Analyst,Müşteri Tanıma Analisti
Know Your Customer Officer,Müşteri Tanıma Görevlisi
Knowledge Analyst,Bilgi Analisti
Knowledge Engineer,Bilgi Mühendisi
Knowledge Management Analyst,Bilgi Yönetimi Analisti
Knowledge Management Consultant,Bilgi Yönetimi Danışmanı
Knowledge Management Officer,Bilgi Yönetimi Görevlisi
Knowledge Management Specialist,Bilgi Yönetimi Uzmanı
Knowledge Manager,Bilgi Yöneticisi
Knowledge Specialist,Bilgi Uzmanı
Korean Interpreter,Korece Tercüman
Korean Translator,Korece Çevirmen
Krav Maga Instructor,Krav Maga Eğitmeni
Kubernetes Engineer,Kubernetes Mühendisi
Kung Fu Instructor,Kung Fu Eğitmeni
LLMSW,
LMHC,
LMS Administrator,ÖYS Yöneticisi
LMSW,
LMTS,
LNHA,
Labor and Delivery Nurse,Doğum Hemşiresi
Laboratory Administrator,Laboratuvar Yöneticisi
Laboratory Aide,Laboratuvar Yardımcısı
Laboratory Analyst,Laboratuvar Analisti
Laboratory Assistant,Laboratuvar Asistanı
Laboratory Attendant,Laboratuvar Görevlisi
Laboratory Chemist,Laboratuvar Kimyageri
Laboratory Engineer,Laboratuvar Mühendisi
Laboratory Executive,Laboratuvar Yöneticisi
Laboratory Helper,Laboratuvar Yardımcısı
Laboratory Lead,Laboratuvar Sorumlusu
Laboratory Manager,Laboratuvar Müdürü
Laboratory Officer,Laboratuvar Memuru
Laboratory Scientist,Laboratuvar Bilimcisi
Laboratory Specialist,Laboratuvar Uzmanı
Laboratory Supervisor,Laboratuvar Şefi
Laboratory Technician,Laboratuvar Teknisyeni
Laboratory Technologist,Laboratuvar Teknologu
Laborer,İşçi
Lady Guard,Kadın Güvenlik Görevlisi
Land Surveyor,Arazi Ölçme Mühendisi
Landscape Architect,Peyzaj Mimarı
Landscape Supervisor,Peyzaj Şefi
Landscaper,Peyzajcı
Language Specialist,Dil Uzmanı
Language Tutor,Dil Eğitmeni
Languages Teacher,Dil Öğretmeni
Laravel Developer,Laravel Geliştiricisi
Lathe Machinist,Torna Makine Operatörü
Lathe Operator,Torna Operatörü
Launch Manager,Fırlatma Yöneticisi
Laundry Attendant,Çamaşırhane Görevlisi
Law Clerk,Hukuk Katipliği
Law Practice,Hukuk Bürosu
Law Specialist,Hukuk Uzmanı
Law Student,Hukuk Öğrencisi
Lawyer,Avukat
Layout Engineer,Yerleşim Mühendisi
Lead,Ekip Lideri
Lead Auditor,Baş Denetçi
Lead Database Administrator,Baş Veritabanı Yöneticisi
Lead Generation,Potansiyel Müşteri Bulma
Lead Generation Specialist,Potansiyel Müşteri Bulma Uzmanı
Lead Java Developer,Baş Java Geliştiricisi
Lead Member of Technical Staff,Teknik Personel Lideri
Lead Operator,Baş Operatör
Lead Oracle Database Administrator,Baş Oracle Veritabanı Yöneticisi
Lead Plastic Machine Operator,Baş Plastik Makine Operatörü
Lead Tutor,Baş Eğitmen
Lead User Interface Designer,Baş Kullanıcı Arayüzü Tasarımcısı
Leader,Lider
Leadperson,Grup Sorumlusu
Lean Six Sigma Black Belt,Lean Six Sigma Siyah Kuşak
Learning And Development Coordinator,Öğrenme ve Gelişim Koordinatörü
Learning And Development Executive,Öğrenme ve Gelişim Yöneticisi
Learning And Development Manager,Öğrenme ve Gelişim Müdürü
Learning And Development Role,
Learning And Development Specialist,Öğrenme ve Gelişim Uzmanı
Learning Assistant,Öğrenme Asistanı
Learning Centre Assistant,Öğrenme Merkezi Asistanı
Learning Consultant,Öğrenme Danışmanı
Learning Designer,Öğrenme Tasarımcısı
Learning Executive,Öğrenme Yöneticisi
Learning Experience Designer,Öğrenme Deneyimi Tasarımcısı
Learning Facilitator,Öğrenme Yönlendiricisi
Learning Management System Administrator,Öğrenme Yönetim Sistemi Yöneticisi
Learning Manager,Öğrenme Müdürü
Learning Specialist,Öğrenme Uzmanı
Learning Support Assistant,Öğrenme Destek Asistanı
Learning Support Officer,Öğrenme Destek Görevlisi
Learning Support Teacher,Öğrenme Destek Öğretmeni
Leasing Executive,Kiralama Yöneticisi
Leasing Manager,Kiralama Müdürü
Leasing Officer,Kiralama Görevlisi
Lecturer,Öğretim Görevlisi
Lecturer In Clinical Psychology,Klinik Psikoloji Öğretim Görevlisi
Lecturer In Computer Science,Bilgisayar Bilimleri Öğretim Görevlisi
Lecturer In Early Childhood Education,Erken Çocukluk Eğitimi Öğretim Görevlisi
Lecturer In Law,Hukuk Öğretim Görevlisi
Lecturer In Psychology,Psikoloji Öğretim Görevlisi
Lecturer Information Technology,Bilgi Teknolojileri Öğretim Görevlisi
Lecturer in Economics,İktisat Öğretim Görevlisi
Legal Administrator,Hukuk Yöneticisi
Legal Adviser,Hukuk Danışmanı
Legal Affairs Specialist,Hukuk İşleri Uzmanı
Legal And Compliance Officer,Hukuk ve Uyum Görevlisi
Legal Assistant,Hukuk Asistanı
Legal Associate,Hukuk Uzmanı
Legal Clerk,Hukuk Katipliği
Legal Consultant,Hukuk Danışmanı
Legal Counsel,Hukuk Müşaviri
Legal Executive,Hukuk Yöneticisi
Legal Intern,Hukuk Stajyeri
Legal Manager,Hukuk Müdürü
Legal Officer,Hukuk Görevlisi
Legal Role,
Legal Secretary,Hukuk Sekreteri
Legal Services Support Officer,Hukuk Hizmetleri Destek Görevlisi
Legal Specialist,Hukuk Uzmanı
Lending Specialist,Kredi Uzmanı
Letter Carrier,Postacı
Liability Claims Specialist,Sorumluluk Talepleri Uzmanı
Liability Underwriter,Sorumluluk Sigortacısı
Liaison Executive,İletişim Yöneticisi
Liaison Manager,Bağlantı Yöneticisi
Liaison Officer,İletişim Görevlisi
Librarian,Kütüphaneci
Library Assistant,Kütüphane Görevlisi
Licensed MFT,Lisanslı Evlilik ve Aile Terapisti
Licensed MSW,Lisanslı Sosyal Hizmet Uzmanı
Licensed Marriage And Family Therapist,Lisanslı Evlilik ve Aile Terapisti
Licensed Massage Therapist,Lisanslı Masaj Terapisti
Licensed Master Social Worker,Lisanslı Sosyal Hizmet Uzmanı
Licensed Mental Health Counselor,Lisanslı Ruh Sağlığı Danışmanı
Licensed Nursing Home Administrator,Lisanslı Huzurevi Yöneticisi
Licensed Practical Nurse,Uygulamalı Hemşire
Licensed Vocational Nurse,Mesleki Hemşire
Licensing Executive,Lisanslama Yöneticisi
Licensing Officer,Lisanslama Görevlisi
Licensing Specialist,Lisanslama Uzmanı
Lieutenant,Teğmen
Life Coach,Yaşam Koçu
Life Insurance Adviser,Hayat Sigortası Danışmanı
Life Planner,Yaşam Planlamacısı
Life Underwriter,Hayat Sigortacısı
Lifeguard,Cankurtaran
Lifestyle Consultant,Yaşam Tarzı Danışmanı
Lift And Escalator Technician,Asansör ve Merdiven Teknikeri
Lift Technician,Asansör Teknikeri
Lifting Supervisor,Kaldırma İşleri Denetçisi
Lighting Designer,Aydınlatma Tasarımcısı
Lighting Specialist,Aydınlatma Uzmanı
Limited License Master Social Worker,Kısıtlı Lisanslı Sosyal Hizmet Uzmanı
Line Cook,Yemekhane Çalışanı
Line Leader,Hat Lideri
Line Manager,Hat Yöneticisi
Line Runner,Hat Çalışanı
Line Supervisor,Hat Denetçisi
Line Technician,Hat Teknikeri
Linguist,Dilbilimci
Link Builder,Bağlantı Oluşturucusu
Linux Administrator,Linux Yönetici
Linux Engineer,Linux Mühendisi
Linux System Admin,Linux Sistem Yöneticisi
Linux Systems Administrator,Linux Sistem Yöneticisi
Linux Systems Engineer,Linux Sistem Mühendisi
Liquor Establishment Manager,İçkili Yer Yöneticisi
Litigation,
Litigation Clerk,Davalar Büro Görevlisi
Litigation Lawyer,Davalar Avukatı
Litigation Secretary,Davalar Sekreteri
Litigation Specialist,Davalar Uzmanı
Live Chat Agent,Canlı Sohbet Temsilcisi
Live Streaming Host,Canlı Yayın Sunucusu
Live Streaming Supervisor,Canlı Yayın Sorumlusu
Loader,Yükleyici
Loader Operator,Yükleyici Operatörü
Loan Clerk,Kredi Memuru
Loan Consultant,Kredi Danışmanı
Loan Officer,Kredi Görevlisi
Loan Opener,
Loan Processing Officer,Kredi İşlemleri Görevlisi
Loan Processor,Kredi İşlemcisi
Loan Specialist,Kredi Uzmanı
Loans Analyst,Krediler Analisti
Loans Officer,Krediler Görevlisi
Locksmith,Çilingir
Logger,Tomrukçu
Logistics Administration Officer,Lojistik İdare Görevlisi
Logistics Administrator,Lojistik Yöneticisi
Logistics Analyst,Lojistik Analisti
Logistics And Warehouse Coordinator,Lojistik ve Depo Koordinatörü
Logistics Assistant,Lojistik Asistanı
Logistics Associate,Lojistik Uzmanı
Logistics Clerk,Lojistik Memuru
Logistics Coordinator,Lojistik Koordinatörü
Logistics Department Specialist,Lojistik Bölümü Uzmanı
Logistics Executive,Lojistik Yöneticisi
Logistics Lead,Lojistik Lideri
Logistics Manager,Lojistik Müdürü
Logistics Officer,Lojistik Görevlisi
Logistics Operations Manager,Lojistik Operasyonları Müdürü
Logistics Planner,Lojistik Planlamacısı
Logistics Sales,Lojistik Satış Temsilcisi
Logistics Specialist,Lojistik Uzmanı
Logistics Supervisor,Lojistik Sorumlusu
Logistics Support Officer,Lojistik Destek Görevlisi
Long-Term Care Licensed Practical Nurse,Uzun Süreli Bakım Lisanslı Uygulamalı Hemşiresi
Long-Term Care Nurse,Uzun Süreli Bakım Hemşiresi
Lorry Driver,Kamyon Sürücü
Loss Adjuster,Hasar Değerlendiricisi
Loss Mitigation Specialist,Zarar Azaltma Uzmanı
Loss Prevention Manager,Zarar Önleme Müdürü
Loss Prevention Officer,Zarar Önleme Görevlisi
Loss Prevention Supervisor,Zarar Önleme Sorumlusu
Lotus Notes Administrator,Lotus Notes Yöneticisi
Lotus Notes Developer,Lotus Notes Geliştiricisi
Low Voltage Technician,Alçak Gerilim Teknisyeni
Loyalty Manager,Sadakat Programı Yöneticisi
Lumber Sales Supervisor,Kereste Satış Sorumlusu
Lumber Trader,Kereste Tüccarı
Lunch Manager,Öğle Yemeği Yöneticisi
Luncheonette Manager,Kafeterya Müdürü
Luncheonette Operator,Kafeterya Operatörü
Lunchroom Aide,Yemekhane Yardımcısı
Lunchroom Attendant,Yemekhane Görevlisi
Lunchroom Food Service Supervisor,Yemekhane Yiyecek Hizmetleri Sorumlusu
Lunchroom Operator,Yemekhane Operatörü
Lunchroom Worker,Yemekhane Çalışanı
Lyricist,Söz Yazarı
MAC Specialist,
MBA,MBA
MBA Candidate,MBA Adayı
MBA Consultant,MBA Danışmanı
MBA Director,MBA Direktörü
MBA Graduate Student,MBA Yüksek Lisans Öğrencisi
MBA Intern,MBA Stajyer
MBA Marketing Intern,MBA Pazarlama Stajyeri
MBA Participant,MBA Katılımcısı
MBA Professor,MBA Profesörü
MBA Student,MBA Öğrencisi
MBA Summer Intern,MBA Yaz Stajyeri
MDS Coordinator,
MFL Teacher,Yabancı Dil Öğretmeni
MFT,Evlilik ve Aile Terapisti
MFTI,
MRI Technician,MR Teknisi
MRI Technologist,MR Teknologu
MRP Controller,MRP Kontrolcüsü
MSc Student,Yüksek Lisans Öğrencisi
Machine Learning Engineer,Makine Öğrenimi Mühendisi
Machine Learning Researcher,Makine Öğrenimi Araştırmacısı
Machine Learning Specialist,Makine Öğrenimi Uzmanı
Machine Operator,Makine Operatörü
Machine Shop Supervisor,Atölye Sorumlusu
Machine Technician,Makine Teknisi
Machinery Engineer,Makine Mühendisi
Machinist,Makineci
Mainframe Developer,Ana Bilgisayar Geliştiricisi
Maintenance,Bakım
Maintenance Administrator,Bakım Yöneticisi
Maintenance Assistance Manager,Bakım Yardımcı Müdürü
Maintenance Assistant,Bakım Görevlisi
Maintenance Clerk,Bakım Memuru
Maintenance Coordinator,Bakım Koordinatörü
Maintenance Electrician,Bakım Elektrikçisi
Maintenance Engineer,Bakım Mühendisi
Maintenance Engineering Manager,Bakım Mühendisliği Müdürü
Maintenance Executive,Bakım Yürütücüsü
Maintenance Foreman,Bakım Usta Görevlisi
Maintenance Lead,Bakım Şefi
Maintenance Leader,Bakım Lideri
