Job Titles_En,Turkce_Meslek
Financial Officer,Mali İşler Görevlisi
Financial Operations Manager,Finansal Operasyonlar Müdürü
Financial Planner,Finansal Planlamacı
Financial Planning,Finansal Planlama
Financial Planning Analyst,Finansal Planlama Analisti
Financial Planning And Analysis Analyst,Finansal Planlama ve Analiz Analisti
Financial Planning And Analysis Manager,Finansal Planlama ve Analiz Müdürü
Financial Planning Manager,Finansal Planlama Müdürü
Financial Planning and Analysis Intern,Finansal Planlama ve Analiz Stajyeri
Financial Planning and Analysis Manager,Finansal Planlama ve Analiz Müdürü
Financial Planning and Analysis Specialist,Finansal Planlama ve Analiz Uzmanı
Financial Planning and Analysis Supervisor,Finansal Planlama ve Analiz Süpervizörü
Financial Reporting Accountant,Mali Raporlama Muhasebecisi
Financial Reporting Analyst,Mali Raporlama Analisti
Financial Reporting Associate,Mali Raporlama Uzmanı
Financial Reporting Executive,Mali Raporlama Yöneticisi
Financial Reporting Manager,Mali Raporlama Müdürü
Financial Service Advisor,Finansal Hizmet Danışmanı
Financial Services Advisor,Finansal Hizmetler Danışmanı
Financial Services Consultant,Finansal Hizmetler Danışmanı
Financial Services Manager,Finansal Hizmetler Müdürü
Financing Manager,Finansman Müdürü
Financing Specialist,Finansman Uzmanı
Fine Dining Waitperson,Restoran Garsonu
Fire Alarm Technician,Yangın Alarm Teknisyeni
Fire Engineer,Yangın Mühendisi
Fire Protection Engineer,Yangından Korunma Mühendisi
Fire Safety Engineer,Yangın Güvenliği Mühendisi
Fire Safety Officer,Yangın Güvenliği Görevlisi
Fire Safety Technician,Yangın Güvenliği Teknisyeni
Firewall Engineer,Güvenlik Duvarı Mühendisi
Firmware Engineer,Ürün Yazılımı Mühendisi
First Aid Trainer,İlk Yardım Eğitmeni
First Aider,İlk Yardım Görevlisi
First Lieutenant,Üsteğmen
Fisheries Observer,Balıkçılık Gözlemcisi
Fit Out Executive,Dekorasyon ve Tesisat Yöneticisi
Fit Out Manager,Dekorasyon ve Tesisat Müdürü
Fit Out Project Manager,Dekorasyon ve Tesisat Proje Müdürü
Fitness Coach,Fitness Antrenörü
Fitness Director,Fitness Direktörü
Fitness Instructor,Fitness Eğitmeni
Fitness Manager,Fitness Müdürü
Fitness Professional,Fitness Profesyoneli
Fitness Specialist,Fitness Uzmanı
Fitter,Tesisatçı/Montajcı
Fixed Asset Accountant,Sabit Kıymet Muhasebecisi
Fixed Assets Analyst,Sabit Kıymet Analisti
Fixed Assets Executive,Sabit Kıymet Sorumlusu
Fixed Income Analyst,Sabit Getiri Analisti
Fleet Administrator,Filo İdari Görevlisi
Fleet Management Executive,Filo Yönetim Sorumlusu
Fleet Management Officer,Filo Yönetim Memuru
Fleet Manager,Filo Müdürü
Fleet Mechanic,Filo Bakım Teknikeri
Fleet Officer,Filo Memuru
Fleet Operations Manager,Filo Operasyon Müdürü
Flight Attendant,Uçak Kabin Memuru
Flight Kitchen Manager,Uçak Mutfak Müdürü
Flight Specialist,Uçuş Uzmanı
Floor Coordinator,Kat Koordinatörü
Floor Manager,Kat Müdürü
Flutter Developer,Flutter Geliştiricisi
Food And Beverage Assistant,Yiyecek İçecek Asistanı
Food And Beverage Attendant,Yiyecek İçecek Görevlisi
Food And Beverage Executive,Yiyecek İçecek Sorumlusu
Food And Beverage Manager,Yiyecek İçecek Müdürü
Food And Beverage Server,Yiyecek İçecek Servis Görevlisi
Food And Beverage Supervisor,Yiyecek İçecek Denetçisi
Food Blogger,Gıda Blog Yazarı
Food Counter Clerk,Gıda Tezgah Görevlisi
Food Delivery Driver,Gıda Teslimat Sürücüsü
Food Manufacturer,Gıda Üreticisi
Food Preparation Worker,Gıda Hazırlama Görevlisi
Food Runner,Yemek Servis Görevlisi
Food Safety Supervisor,Gıda Güvenliği Denetçisi
Food Scientist,Gıda Bilimcisi
Food Server,Yemek Servis Görevlisi
Food Service Manager,Gıda Hizmetleri Müdürü
Food Service Supervisor,Gıda Hizmetleri Denetçisi
Food Service Worker,Gıda Hizmetleri Görevlisi
Food Services Executive,Gıda Hizmetleri Sorumlusu
Food Services Supervisor,Gıda Hizmetleri Denetçisi
Food Specialist,Gıda Uzmanı
Food Technologist,Gıda Teknologu
Food and Beverage Cashier,Yiyecek İçecek Kasiyer
Food and Beverage Manager,Yiyecek İçecek Müdürü
Food and Beverage Specialist,Yiyecek İçecek Uzmanı
Foreign Exchange Dealer,Döviz Satıcısı
Foreign Exchange Specialist,Döviz Uzmanı
Foreign Exchange Trader,Döviz Taciri
Foreign Language Teacher,Yabancı Dil Öğretmeni
Forensic Accountant,Adli Muhasebeci
Forensic Analyst,Adli Analist
Forensic DNA Expert,Adli DNA Uzmanı
Forensic Manager,Adli Yönetici
Forensic Scientist,Adli Bilimci
Foreperson,Usta
Forewoman,
Forklift Driver,Forklift Sürücü
Forklift Operator,Forklift Operatörü
Formulator,Formülasyon Uzmanı
Formworks Engineer,Kalıp Mühendisi
Forward Deployed Engineer,
Founder,Kurucu
Founding Member,Kurucu Üye
Fountain Jerk,
Fountain Server,
Franchise Executive,Franchise Yöneticisi
Franchise General Manager,Franchise Genel Müdürü
Franchise Owner,Franchise Sahibi
Fraud Analyst,Dolandırıcılık Analisti
Fraud Investigator,Dolandırıcılık Araştırmacısı
Freelance,Serbest
Freelance Author,Serbest Yazar
Freelance Blogger,Serbest Blog Yazarı
Freelance Graphic Designer,Serbest Grafik Tasarımcı
Freelance Illustrator,Serbest İllüstratör
Freelance Journalist,Serbest Gazeteci
Freelance Photographer,Serbest Fotoğrafçı
Freelance Writer,Serbest Yazar
Freelancer,Serbest Çalışan
Freight Executive,Kargo Yöneticisi
Freight Forwarding,Kargo İleri Taşımacılığı
Freight Forwarding Manager,Kargo İleri Taşımacılığı Müdürü
Freight Forwarding Operator,Kargo İleri Taşımacılığı Operatörü
Freight Handler,Kargo İşlemcisi
Freight Manager,Kargo Müdürü
Freight Rate Specialist,Kargo Ücreti Uzmanı
French Teacher,Fransızca Öğretmeni
Fresher,Yeni Mezun
Front Desk,Resepsiyon
Front Desk Agent,Resepsiyon Görevlisi
Front Desk Assistant,Resepsiyon Asistanı
Front Desk Attendant,Resepsiyon Görevlisi
Front Desk Clerk,Resepsiyon Memuru
Front Desk Executive,Resepsiyon Yöneticisi
Front Desk Officer,Resepsiyon Memuru
Front Desk Receptionist,Resepsiyonist
Front Desk Staff,Resepsiyon Personeli
Front End Clerk,
Front End Designer,Ön Uç Tasarımcısı
Front End Engineer,Ön Uç Mühendisi
Front End React Software Developer,React Ön Uç Yazılım Geliştiricisi
Front End Ui Developer,Ön Uç UI Geliştiricisi
Front End Web Developer,Ön Uç Web Geliştiricisi
Front Of House Staff,Resepsiyon Personeli
Front Office Assistant,Resepsiyon Asistanı
Front Office Associate,Resepsiyon Görevlisi
Front Office Executive,Resepsiyon Şefi
Front Office Manager,Resepsiyon Müdürü
Front Office Specialist,Resepsiyon Uzmanı
Front Office Supervisor,Resepsiyon Amir
Frontend Developer,Frontend Geliştirici
Frontend Web Developer,Frontend Web Geliştirici
Fulfillment Associate,Sipariş Hazırlama Görevlisi
Fulfillment Executive,Sipariş Hazırlama Şefi
Fulfillment Specialist,Sipariş Hazırlama Uzmanı
Fulfilment Manager,Sipariş Hazırlama Müdürü
Fulfilment Specialist,Sipariş Hazırlama Uzmanı
Full Stack C Developer,C Full Stack Geliştirici
Full Stack Developer,Full Stack Geliştirici
Full Stack Engineer,Full Stack Mühendis
Full Stack Java Developer,Java Full Stack Geliştirici
Full Stack Php Developer,PHP Full Stack Geliştirici
Full Stack React Developer,React Full Stack Geliştirici
Full Stack Software Engineer,Full Stack Yazılım Mühendisi
Full Stack Web Developer,Full Stack Web Geliştirici
Full-stack Developer,Full Stack Geliştirici
Fulltime Mba,Tam Zamanlı MBA
Fulltime Mba Student,Tam Zamanlı MBA Öğrencisi
Fulltime Student,Tam Zamanlı Öğrenci
Functional Analyst,Fonksiyonel Analist
Functional Business Analyst,Fonksiyonel İş Analisti
Functional Consultant,Fonksiyonel Danışman
Functional Lead,Fonksiyonel Lider
Functional Manager,Fonksiyonel Müdür
Functional Specialist,Fonksiyonel Uzman
Fund Accountant,Fon Muhasebecisi
Fund Accounting Manager,Fon Muhasebe Müdürü
Fund Accounting Supervisor,Fon Muhasebe Amir
Fund Administrator,Fon Yöneticisi
Fund Manager,Fon Yöneticisi
Fund Specialist,Fon Uzmanı
Funder,Finansör
Funding Specialist,Finansman Uzmanı
Fundraiser,Bağış Toplayıcı
Fundraising Officer,Bağış Toplama Görevlisi
Funeral Director,Cenaze Hizmetleri Direktörü
Furniture Salesperson,Mobilya Satış Elemanı
Gallery Assistant,Galeri Asistanı
Galley Worker,
Game Designer,Oyun Tasarımcısı
Game Developer,Oyun Geliştirici
Gaming Manager,Oyun Yönetici
Gardener,Bahçıvan
Garnishment Specialist,Haciz Uzmanı
Gas Engineer,Doğalgaz Mühendisi
Gas Station Cashier,Akaryakıt İstasyonu Kasiyer
Gas Technician,Doğalgaz Teknisyeni
Gate Guard,Kapı Güvenlik Görevlisi
Gateway Assessor,
Geek Squad,
General,General
General Accountant,Genel Muhasebeci
General Accounting Analyst,Genel Muhasebe Analisti
General Administration Manager,Genel İdare Müdürü
General Administration Officer,Genel İdare Görevlisi
General Affairs Executive,Genel İşler Yöneticisi
General Affairs Manager,Genel İşler Müdürü
General Affairs Officer,Genel İşler Görevlisi
General Assistant,Genel Asistan
General Cashier,Genel Kasiyer
General Clerk,Genel Büro Görevlisi
General Counsel,Genel Hukuk Danışmanı
General Employee,Genel Çalışan
General Ledger Accountant,Genel Defter Muhasebecisi
General Ledger Analyst,Genel Defter Analisti
General Ledger Bookkeeper,Genel Defter Kayıt Görevlisi
General Ledger Executive,Genel Defter Yöneticisi
General Ledger Specialist,Genel Defter Uzmanı
General Ledger Team Leader,Genel Defter Ekip Lideri
General Management,Genel Yönetim
General Manager,Genel Müdür
General Manager Finance,Mali İşler Genel Müdürü
General Manager Of Marketing,Pazarlama Genel Müdürü
General Manager Operations,Operasyon Genel Müdürü
General Manager Sales,Satış Genel Müdürü
General Member Board,Yönetim Kurulu Üyesi
General Officer,Genel Görevli
General Operative,Genel Operatör
General Practitioner,Genel Pratisyen Hekim
General Technician,Genel Teknisyen
General Worker,Genel İşçi
Generalist,Genel Uzman
Genesys Engineer,Genesys Mühendisi
Geographic Information System Consultant,Coğrafi Bilgi Sistemleri Danışmanı
Geographic Information System Engineer,Coğrafi Bilgi Sistemleri Mühendisi
Geographic Information System Intern,Coğrafi Bilgi Sistemleri Stajyer
Geographic Information System Specialist,Coğrafi Bilgi Sistemleri Uzmanı
Geographic Information Systems Analyst,Coğrafi Bilgi Sistemleri Analisti
Geographic Information Systems Consultant,Coğrafi Bilgi Sistemleri Danışmanı
Geographic Information Systems Engineer,Coğrafi Bilgi Sistemleri Mühendisi
Geographic Information Systems Manager,Coğrafi Bilgi Sistemleri Müdürü
Geographic Information Systems Technician,Coğrafi Bilgi Sistemleri Teknisyeni
Geographical Information System Executive,Coğrafi Bilgi Sistemleri Yöneticisi
Geologist,Jeolog
Geophysicist,Jeofizikçi
Geoscientist,Yer Bilimci
Geospatial Analyst,Coğrafi Bilgi Sistemleri Analisti
Geotechnical Engineer,Jeoteknik Mühendis
Geriatric Nursing Assistant,Yaşlı Bakım Hemşire Yardımcısı
Gerontology Nurse Practitioner,Gerontoloji Hemşiresi
Gifted Education Teacher,Üstün Yetenekli Çocuklar Öğretmeni
Global Account Manager,Küresel Hesap Müdürü
Global Account Specialist,Küresel Hesap Uzmanı
Global Business Development,Küresel İş Geliştirme
Global Director,Küresel Direktör
Global Head,Küresel Birim Başkanı
Global Manager,Küresel Yönetici
Global Marketing Director,Küresel Pazarlama Direktörü
Global Marketing Manager,Küresel Pazarlama Müdürü
Global Marketing Specialist,Küresel Pazarlama Uzmanı
Global Operation Officer,Küresel Operasyon Görevlisi
Global Operations Specialist,Küresel Operasyon Uzmanı
Global Product Manager,Küresel Ürün Müdürü
Global Program Manager,Küresel Program Müdürü
Global Project Manager,Küresel Proje Müdürü
Global Sales,Küresel Satış
Global Sourcing Specialist,Küresel Tedarik Uzmanı
Global Talent Partner,Küresel Yetenek Ortağı
Go Software Developer,Go Yazılım Geliştiricisi
Go To Market Manager,Pazarlama Yönetici
Goldsmith,Kuyumcu
Golf Course Superintendent,Golf Sahası Süpervizörü
Golf Professional,Golf Profesyoneli
Golfer,Golfçü
Gourmet Coffee Attendant,Gurme Kahve Görevlisi
Governance Executive,Yönetişim Yöneticisi
Governance Lead,Yönetişim Lideri
Governance Manager,Yönetişim Müdürü
Governance Officer,Yönetişim Görevlisi
Governance Risk And Compliance Analyst,Yönetişim Risk ve Uyum Analisti
Governance Specialist,Yönetişim Uzmanı
Government,Devlet Görevlisi
Government Affairs Specialist,Devlet İşleri Uzmanı
Government Employee,Devlet Memuru
Governor,Vali
Graduate,Mezun
Graduate Assistant,Lisansüstü Asistan
Graduate Engineering Trainee,Mühendislik Mezunu Stajyer
Graduate Research Assistant,Lisansüstü Araştırma Asistanı
Graduate Student,Lisansüstü Öğrenci
Graduate Teaching Assistant,Lisansüstü Öğretim Asistanı
Grants Executive,Hibeler Yöneticisi
Grants Officer,Hibeler Görevlisi
Grants Specialist,Hibeler Uzmanı
Grants Writer,Hibeler Yazarı
Graphic And Web Designer,Grafik ve Web Tasarımcısı
Graphic Artist,Grafik Sanatçısı
Graphic Design Artist,Grafik Tasarım Sanatçısı
Graphic Design Assistant,Grafik Tasarım Asistanı
Graphic Design Intern,Grafik Tasarım Stajyeri
Graphic Design Specialist,Grafik Tasarım Uzmanı
Graphic Designer,Grafik Tasarımcı
Graphic Illustrator,Grafik İllüstratör
Graphic Web Designer,Grafik Web Tasarımcısı
Graphic Web Specialist,Grafik Web Uzmanı
Greeter,Karşılama Görevlisi
Grill Manager,Izgara Şefi
Ground Instructor,Yer Eğitmeni
Group Accountant,Grup Muhasebecisi
Group CFO,Grup Mali İşler Müdürü
Group Chef,Grup Şefi
Group Chief Financial Officer,Grup Mali İşler Müdürü
Group Finance Manager,Grup Finans Müdürü
Group Financial Controller,Grup Finansal Kontrolörü
Group General Manager,Grup Genel Müdürü
Group Lead,Grup Lideri
Group Leader,Grup Lideri
Group Manager,Grup Müdürü
Group Product Manager,Grup Ürün Müdürü
Group Project Manager,Grup Proje Yöneticisi
Group Purchasing Manager,Grup Tedarik Müdürü
Group Reporting Manager,Grup Raporlama Müdürü
Group Strategy Executive,Grup Strateji Yöneticisi
Group Supervisor,Grup Denetçisi
Group Treasury Executive,Grup Hazine Yöneticisi
Growth Analyst,Büyüme Analisti
Growth Manager,Büyüme Müdürü
Growth Marketer,Büyüme Pazarlamacısı
Growth Product Manager,Büyüme Ürün Müdürü
Guard,Güvenlik Görevlisi
Guest Experience Supervisor,Misafir Deneyimi Denetçisi
Guest Professor,Misafir Profesör
Guest Relations Specialist,Misafir İlişkileri Uzmanı
Guest Service Assistant,Misafir Hizmetleri Asistanı
Guest Service Representative,Misafir Hizmetleri Temsilcisi
Guest Services Agent,Misafir Hizmetleri Acentesi
Guest Services Associate,Misafir Hizmetleri Görevlisi
Guest Services Officer,Misafir Hizmetleri Memuru
Guest Services Specialist,Misafir Hizmetleri Uzmanı
Guest Services Supervisor,Misafir Hizmetleri Denetçisi
Guide,Rehber
Guru,
Gym Coach,Spor Salonu Antrenörü
Gym Director,Spor Salonu Müdürü
Gym Instructor,Spor Salonu Eğitmeni
Gym Manager,Spor Salonu Yöneticisi
Gym Trainer,Spor Salonu Antrenörü
Gymnastic Instructor,Jimnastik Eğitmeni
Gymnastics Instructor,Jimnastik Eğitmeni
Gynaecologist,Jinekolog
Gynecologist,Jinekolog
Gyrotonic Instructor,Gyrotonic Eğitmeni
HCM Consultant,İK Sistemleri Danışmanı
HD Fitter,
HGV Mechanic,Ağır Kargo Araçları Tamircisi
HIM Coder,Sağlık Bilgi Yönetimi Kodlayıcısı
HP Product Manager,HP Ürün Yöneticisi
HR Business Partner,İK İş Ortağı
HR Manager,İnsan Kaynakları Yöneticisi
HRBP,İK İş Ortağı
HSEQ Coordinator,HSEQ Koordinatörü
HSEQ Engineer,HSEQ Mühendisi
HSEQ Manager,HSEQ Yöneticisi
HSEQ Officer,HSEQ Görevlisi
HSEQ Supervisor,HSEQ Denetçisi
HSSE Coordinator,HSSE Koordinatörü
HSSE Engineer,HSSE Mühendisi
HSSE Manager,HSSE Yöneticisi
HSSE Officer,HSSE Görevlisi
HSSE Supervisor,HSSE Denetçisi
HTML Developer,HTML Geliştiricisi
HVAC Consultant,"Isıtma, Havalandırma ve Klima Danışmanı"
HVAC Drafter,"Isıtma, Havalandırma ve Klima Teknik Çizeri"
HVAC Draftsman,"Isıtma, Havalandırma ve Klima Teknik Çizeri"
HVAC Draftswoman,"Isıtma, Havalandırma ve Klima Teknik Çizeri"
HVAC Estimator,"Isıtma, Havalandırma ve Klima Maliyet Tahmincisi"
HVAC Instructor,"Isıtma, Havalandırma ve Klima Eğitmeni"
HVAC Manager,"Isıtma, Havalandırma ve Klima Yöneticisi"
Hacker,
Hair Colorist,Saç Renkçisi
Hair Specialist,Saç Uzmanı
Hairdresser,Kuaför
Hairstylist,Kuaför
Halal Executive,Helal Uygulama Yöneticisi
Hand Surgeon,El Cerrahı
Handler,İşlem Görevlisi
Handyperson,El Kabiliyeti Gerektiren İşçi
Hardware Design Engineer,Donanım Tasarım Mühendisi
Hardware Engineer,Donanım Mühendisi
Hardware Manager,Donanım Yöneticisi
Hardware Sales Associate,Donanım Satış Danışmanı
Hardware Specialist,Donanım Uzmanı
Hardware Technician,Donanım Teknisyeni
Harpist,Arpist
Head,Müdür
Head Chef,Şef
Head Engineer,Baş Mühendis
Head Information Communication Technology,Bilgi ve İletişim Teknolojileri Müdürü
Head Management,Yönetim Müdürü
Head Of Accounting,Muhasebe Müdürü
Head Of Accounts,Muhasebe Müdürü
Head Of Accounts Receivable,Alacak Muhasebesi Müdürü
Head Of Administration,İdari İşler Müdürü
Head Of Admissions,Kabul İşlemleri Müdürü
Head Of Agency,Acenta Müdürü
Head Of Analytics,Analitik Müdürü
Head Of Branch,Şube Müdürü
Head Of Brand,Marka Müdürü
Head Of Business,İşletme Müdürü
Head Of Business Development,İş Geliştirme Müdürü
Head Of Business Intelligence,İş Zekası Müdürü
Head Of Business Operations,İşletme Operasyonları Müdürü
Head Of Capital Risk,Sermaye Riski Müdürü
Head Of Claims,Hasar Tespit Müdürü
Head Of Clients,Müşteri Müdürü
Head Of Commercial,Ticari İşler Müdürü
Head Of Compliance,Uyum Müdürü
Head Of Content,İçerik Müdürü
Head Of Corporate Communications,Kurumsal İletişim Müdürü
Head Of Corporate Planning,Kurumsal Planlama Müdürü
Head Of Country,Ülke Müdürü
Head Of Creative,Yaratıcı Yönetmen
Head Of Customer Experience,Müşteri Deneyimi Müdürü
Head Of Customer Service,Müşteri Hizmetleri Müdürü
Head Of Data,Veri Müdürü
Head Of Department,Departman Müdürü
Head Of Digital Marketing,Dijital Pazarlama Müdürü
Head Of Distribution,Dağıtım Müdürü
Head Of Ecommerce,E-Ticaret Müdürü
Head Of Engineering,Mühendislik Müdürü
Head Of Equities,Hisse Senedi Müdürü
Head Of Finance,Finans Müdürü
Head Of Financial Planning And Analysis,Finansal Planlama ve Analiz Müdürü
Head Of Group,Grup Müdürü
Head Of Human Resources,İnsan Kaynakları Müdürü
Head Of Information Communication Technology,Bilgi ve İletişim Teknolojileri Müdürü
Head Of Information Technology,Bilgi Teknolojileri Müdürü
Head Of Infrastructure,Altyapı Müdürü
Head Of Innovation,Yenilik Müdürü
Head Of Internal Audit,İç Denetim Müdürü
Head Of Investments,Yatırımlar Müdürü
Head Of Laboratory,Laboratuvar Müdürü
Head Of Legal,Hukuk Müdürü
