Job Titles_En,Turkce_Meslek
Property Development Manager,Gayrimenkul Geliştirme Müdürü
Property Engineer,Gayrimenkul Mühendisi
Property Executive,Gayrimenkul Sorumlusu
Property Finance Manager,Gayrimenkul Finansman Müdürü
Property Leasing Executive,Gayrimenkul Kiralama Sorumlusu
Property Management,Gayrimenkul Yönetimi
Property Management Administrator,Gayrimenkul Yönetim Görevlisi
Property Management Assistant,Gayrimenkul Yönetim Asistanı
Property Management Executive,Gayrimenkul Yönetim Sorumlusu
Property Management Manager,Gayrimenkul Yönetim Müdürü
Property Manager,Gayrimenkul Müdürü
Property Officer,Gayrimenkul Görevlisi
Property Project Manager,Gayrimenkul Proje Müdürü
Property Sales Consultant,Gayrimenkul Satış Danışmanı
Property Sales Executive,Gayrimenkul Satış Sorumlusu
Property Specialist,Gayrimenkul Uzmanı
Property Underwriter,Gayrimenkul Sigortacısı
Property Valuer,Gayrimenkul Değerleme Uzmanı
Proposal Executive,Teklif Sorumlusu
Proposal Manager,Teklif Müdürü
Proposal Writer,Teklif Yazarı
Proposals Engineer,Teklif Mühendisi
Proprietor,Mülk Sahibi
Provider Management Executive,Hizmet Sağlayıcı Yönetim Sorumlusu
Psychiatric Nurse,Psikiyatri Hemşiresi
Psychiatric Nurse Practitioner,Uygulamalı Psikiyatri Hemşiresi
Psychiatric Nursing Assistant,Psikiyatri Hemşire Yardımcısı
Psychiatric Registered Nurse,Kayıtlı Psikiyatri Hemşiresi
Psychiatric Secretary,Psikiyatri Sekreteri
Psychiatric Security Attendant,Psikiyatri Güvenlik Görevlisi
Psychiatrist,Psikiyatrist
Psychologist,Psikolog
Psychology Extern,Psikoloji Stajyeri (Extern)
Psychology Intern,Psikoloji Stajyeri
Psychology Specialist,Psikoloji Uzmanı
Psychology Trainee,Psikoloji Eğitim Görevlisi
Psychometrist,Psikometrist
Psychotherapist,Psikoterapist
Public Affairs Manager,Halkla İlişkiler Müdürü
Public Affairs Officer,Halkla İlişkiler Görevlisi
Public Affairs Specialist,Halkla İlişkiler Uzmanı
Public Health Nurse,Halk Sağlığı Hemşiresi
Public Relations Assistant,Halkla İlişkiler Asistanı
Public Relations Associate,Halkla İlişkiler Uzman Yardımcısı
Public Relations Department Specialist,Halkla İlişkiler Bölümü Uzmanı
Public Relations Intern,Halkla İlişkiler Stajyeri
Public Relations Manager,Halkla İlişkiler Müdürü
Public Relations Officer,Halkla İlişkiler Görevlisi
Public Relations Responsible,Halkla İlişkiler Sorumlusu
Public Relations Specialist,Halkla İlişkiler Uzmanı
Public Servant,Kamu Görevlisi
Publicist,Halkla İlişkiler Uzmanı
Publisher,Yayıncı
Puchasing Executive,Satın Alma Yöneticisi
Pump Technician,Pompa Teknikeri
Purchase,Satın Alma
Purchase Department Specialist,Satın Alma Bölümü Uzmanı
Purchase Manager,Satın Alma Müdürü
Purchase Specialist,Satın Alma Uzmanı
Purchase To Pay Analyst,Satın Alma ve Ödeme Analisti
Purchase To Pay Executive,Satın Alma ve Ödeme Yöneticisi
Purchaser,Satın Alıcı
Purchasing Administration Officer,Satın Alma İdari Görevlisi
Purchasing Administrator,Satın Alma Yöneticisi
Purchasing Analyst,Satın Alma Analisti
Purchasing And Logistics Executive,Satın Alma ve Lojistik Yöneticisi
Purchasing And Shipping Officer,Satın Alma ve Gönderi Görevlisi
Purchasing Assistant,Satın Alma Asistanı
Purchasing Clerk,Satın Alma Memuru
Purchasing Coordinator,Satın Alma Koordinatörü
Purchasing Department Specialist,Satın Alma Bölümü Uzmanı
Purchasing Executive,Satın Alma Yöneticisi
Purchasing Manager,Satın Alma Müdürü
Purchasing Officer,Satın Alma Görevlisi
Purchasing Role,Satın Alma Uzmanı
Purchasing Specialist,Satın Alma Uzmanı
Purchasing Supervisor,Satın Alma Süpervizörü
Pyrotechnician,Piroteknikçi
Python Developer,Python Geliştiricisi
Python Engineer,Python Mühendisi
QA Analyst,Kalite Analisti
QA Engineer,Kalite Mühendisi
QA Lead,Kalite Lideri
QA Manager,Kalite Müdürü
QA Officer,Kalite Görevlisi
QA Specialist,Kalite Uzmanı
QA Supervisor,Kalite Güvence Denetçisi
QA Tester,Kalite Kontrol Test Uzmanı
QA/QC,Kalite Güvence/Kalite Kontrol
QA/QC Engineer,Kalite Güvence/Kontrol Mühendisi
QA/QC Inspector,Kalite Güvence/Kontrol Müfettişi
QA/QC Manager,Kalite Güvence/Kontrol Müdürü
QAE,Kalite Güvence Mühendisi
QC Analyst,Kalite Kontrol Analisti
QC Engineer,Kalite Kontrol Mühendisi
QC Inspector,Kalite Kontrol Müfettişi
QC Intern,Kalite Kontrol Stajyer
QC Lead,Kalite Kontrol Sorumlusu
QC Manager,Kalite Kontrol Müdürü
QC Officer,Kalite Kontrol Görevlisi
QC Specialist,Kalite Kontrol Uzmanı
QC Supervisor,Kalite Kontrol Denetçisi
QC Technician,Kalite Kontrol Teknisyeni
QHSE Advisor,"Kalite, Sağlık, Güvenlik ve Çevre Danışmanı"
QHSE Consultant,"Kalite, Sağlık, Güvenlik ve Çevre Danışmanı"
QHSE Coordinator,"Kalite, Sağlık, Güvenlik ve Çevre Koordinatörü"
QHSE Engineer,"Kalite, Sağlık, Güvenlik ve Çevre Mühendisi"
QHSE Manager,"Kalite, Sağlık, Güvenlik ve Çevre Müdürü"
QHSE Officer,"Kalite, Sağlık, Güvenlik ve Çevre Görevlisi"
QHSE Supervisor,"Kalite, Sağlık, Güvenlik ve Çevre Denetçisi"
QHSSE Coordinator,"Kalite, Sağlık, Güvenlik, Sosyal Sorumluluk ve Çevre Koordinatörü"
QHSSE Officer,"Kalite, Sağlık, Güvenlik, Sosyal Sorumluluk ve Çevre Görevlisi"
Qa Engineer Automation,Otomasyon Kalite Güvence Mühendisi
Qlik Sense Developer,Qlik Sense Geliştiricisi
Quality Analyst,Kalite Analisti
Quality Assistant,Kalite Asistanı
Quality Assurance Administrator,Kalite Güvence Yöneticisi
Quality Assurance Analyst,Kalite Güvence Analisti
Quality Assurance And Control Engineer,Kalite Güvence ve Kontrol Mühendisi
Quality Assurance And Control Executive,Kalite Güvence ve Kontrol Yöneticisi
Quality Assurance And Control Inspector,Kalite Güvence ve Kontrol Müfettişi
Quality Assurance And Control Manager,Kalite Güvence ve Kontrol Müdürü
Quality Assurance And Control Officer,Kalite Güvence ve Kontrol Görevlisi
Quality Assurance And Control Supervisor,Kalite Güvence ve Kontrol Denetçisi
Quality Assurance Assistant,Kalite Güvence Asistanı
Quality Assurance Associate,Kalite Güvence Uzmanı
Quality Assurance Auditor,Kalite Güvence Denetçisi
Quality Assurance Automation Engineer,Kalite Güvence Otomasyon Mühendisi
Quality Assurance Automation Specialist,Kalite Güvence Otomasyon Uzmanı
Quality Assurance Engineer,Kalite Güvence Mühendisi
Quality Assurance Executive,Kalite Güvence Yöneticisi
Quality Assurance Inspector,Kalite Güvence Müfettişi
Quality Assurance Lead,Kalite Güvence Sorumlusu
Quality Assurance Manager,Kalite Güvence Müdürü
Quality Assurance Officer,Kalite Güvence Görevlisi
Quality Assurance Quality Control,Kalite Güvence Kalite Kontrol
Quality Assurance Quality Control Manager,Kalite Güvence Kalite Kontrol Yöneticisi
Quality Assurance Role,Kalite Güvence Uzmanı
Quality Assurance Specialist,Kalite Güvence Uzmanı
Quality Assurance Supervisor,Kalite Güvence Amiri
Quality Assurance Technician,Kalite Güvence Teknisyeni
Quality Assurance Test Manager,Kalite Güvence Test Yöneticisi
Quality Assurance Tester,Kalite Güvence Test Uzmanı
Quality Control Analyst,Kalite Kontrol Analisti
Quality Control Assistant,Kalite Kontrol Asistanı
Quality Control Chemist,Kalite Kontrol Kimyageri
Quality Control Clerk,Kalite Kontrol Memuru
Quality Control Coordinator,Kalite Kontrol Koordinatörü
Quality Control Engineer,Kalite Kontrol Mühendisi
Quality Control Executive,Kalite Kontrol Yöneticisi
Quality Control Inspector,Kalite Kontrol Müfettişi
Quality Control Lead,Kalite Kontrol Şefi
Quality Control Manager,Kalite Kontrol Yöneticisi
Quality Control Officer,Kalite Kontrol Görevlisi
Quality Control Operator,Kalite Kontrol Operatörü
Quality Control Production Operator,Üretimde Kalite Kontrol Operatörü
Quality Control Role,Kalite Kontrol Uzmanı
Quality Control Specialist,Kalite Kontrol Uzmanı
Quality Control Supervisor,Kalite Kontrol Amiri
Quality Control Team Leader,Kalite Kontrol Ekip Lideri
Quality Control Technician,Kalite Kontrol Teknisyeni
Quality Controller,Kalite Kontrolcüsü
Quality Department Specialist,Kalite Bölümü Uzmanı
Quality Director,Kalite Direktörü
Quality Engineer,Kalite Mühendisi
Quality Executive,Kalite Yöneticisi
Quality Improvement Specialist,Kalite İyileştirme Uzmanı
Quality Inspector,Kalite Müfettişi
Quality Management Engineer,Kalite Yönetim Mühendisi
Quality Management Executive,Kalite Yönetim Yöneticisi
Quality Management Officer,Kalite Yönetim Görevlisi
Quality Management Representative,Kalite Yönetim Temsilcisi
Quality Management Specialist,Kalite Yönetim Uzmanı
Quality Management System Executive,Kalite Yönetim Sistemi Yöneticisi
Quality Management System Officer,Kalite Yönetim Sistemi Görevlisi
Quality Manager,Kalite Yöneticisi
Quality Officer,Kalite Görevlisi
Quality Specialist,Kalite Uzmanı
Quality Supervisor,Kalite Amiri
Quality System Engineer,Kalite Sistem Mühendisi
Quality Systems Manager,Kalite Sistemleri Yöneticisi
Quality Systems Officer,Kalite Sistemleri Görevlisi
Quality Technician,Kalite Teknisyeni
Quantitative Analyst,Nicel Analist
Quantitative Research Manager,Nicel Araştırma Yöneticisi
Quantity Engineer,Miktar Mühendisi
Quantity Surveying Executive,Metraj Danışman Yardımcısı
Quantity Surveying Manager,Metraj Müdürü
Quantity Surveyor,Metraj Uzmanı
Quantity Surveyor  Estimator,
Quantity Surveyor Engineer,Metraj Mühendisi
Quarry Executive,Ocak Yönetici
Quarry Worker,Ocak İşçisi
Quote Coordinator,Teklif Koordinatörü
RPA Consultant,RPA Danışmanı
RPA Developer,RPA Geliştiricisi
RPA Engineer,RPA Mühendisi
RPA-c,
RPLS,
RPSGT,
RPhT,
RRT,
RV Technician,RV Teknikeri
Rack Picker,Raf Toplayıcısı
Radiation Safety Officer,Radyasyon Güvenliği Görevlisi
Radio Disc Jockey,Radyo DJ'si
Radio Frequency Consultant,Radyo Frekansı Danışmanı
Radio Frequency Design Engineer,Radyo Frekansı Tasarım Mühendisi
Radio Frequency Designer,Radyo Frekansı Tasarımcısı
Radio Frequency Engineer,Radyo Frekansı Mühendisi
Radio Frequency Engineering Manager,Radyo Frekansı Mühendislik Müdürü
Radio Frequency Manager,Radyo Frekansı Müdürü
Radio Frequency Optimization Engineer,Radyo Frekansı Optimizasyon Mühendisi
Radio Frequency Planner,Radyo Frekansı Planlamacısı
Radio Frequency Planning Engineer,Radyo Frekansı Planlama Mühendisi
Radio Frequency System Engineer,Radyo Frekansı Sistem Mühendisi
Radio Frequency Technician,Radyo Frekansı Teknikeri
Radio Frequency Test Engineer,Radyo Frekansı Test Mühendisi
Radio Jockey,Radyo Sunucusu
Radio Operator,Radyo Operatörü
Radiographer,Radyografer
Radiologic Technologist,Radyoloji Teknologu
Radiologist,Radyolog
Radiology Nurse,Radyoloji Hemşiresi
Radiology Professional,Radyoloji Uzmanı
Radiology Technician,Radyoloji Teknikeri
Rail Engineer,Demiryolu Mühendisi
Rail Project Manager,Demiryolu Proje Müdürü
Ramp Agent,Ramp Acentesi
Rams Engineer,
Ranger,Koruma Görevlisi
Rap Artist,Rap Sanatçısı
Rater,Değerlendirici
React Native Engineer,React Native Mühendisi
React Native Software Developer,React Native Yazılım Geliştiricisi
React Software Developer,React Yazılım Geliştiricisi
