Job Titles_En,Turkce_Meslek
Senior Oracle Database Administrator,Kıdemli Oracle Veritabanı Yöneticisi
Senior Planner,Kıdemli Planlamacı
Senior Printed Circuit Board Designer,Kıdemli Baskılı Devre Kartı Tasarımcısı
Senior QA Engineer,Kıdemli Kalite Güvence Mühendisi
Senior QA Specialist,Kıdemli Kalite Güvence Uzmanı
Senior Quality Assurance Specialist,Kıdemli Kalite Güvence Uzmanı
Senior Radio Frequency Consultant,Kıdemli Radyo Frekansı Danışmanı
Senior Radio Frequency Design Engineer,Kıdemli Radyo Frekansı Tasarım Mühendisi
Senior Radio Frequency Engineer,Kıdemli Radyo Frekansı Mühendisi
Senior Research Fellow,Kıdemli Araştırma Görevlisi
Senior Researcher,Kıdemli Araştırmacı
Senior Sales Agent,Kıdemli Satış Temsilcisi
Senior Sap Business Warehouse Consultant,Kıdemli Sap İş Deposu Danışmanı
Senior Software Architect,Kıdemli Yazılım Mimarı
Senior Software Developer,Kıdemli Yazılım Geliştiricisi
Senior Software Development Engineer,Kıdemli Yazılım Geliştirme Mühendisi
Senior Software Engineer,Kıdemli Yazılım Mühendisi
Senior Software Engineering,
Senior Software Security Engineer,Kıdemli Yazılım Güvenlik Mühendisi
Senior Sql Database Administrator,Kıdemli Sql Veritabanı Yöneticisi
Senior Sql Server Database Administrator,Kıdemli Sql Server Veritabanı Yöneticisi
Senior Subject Matter Expert,Kıdemli Konu Uzmanı
Senior Supply Chain Planner,Kıdemli Tedarik Zinciri Planlamacısı
Senior Switch Engineer,Kıdemli Anahtar Mühendisi
Senior System Administrator,Kıdemli Sistem Yöneticisi
Senior System Analyst,Kıdemli Sistem Analisti
Senior System Engineer,Kıdemli Sistem Mühendisi
Senior System Engineering,
Senior System Specialist,Kıdemli Sistem Uzmanı
Senior Talent Acquisition Specialist,Kıdemli Yetenek Edinme Uzmanı
Senior Technical Manager,Kıdemli Teknik Müdür
Senior Technical Support Representative,Kıdemli Teknik Destek Temsilcisi
Senior Technical Writer,Kıdemli Teknik Yazar
Senior Technical Yahoo,
Senior Training Specialist,Kıdemli Eğitim Uzmanı
Senior UX Consultant,Kıdemli Kullanıcı Deneyimi Danışmanı
Senior UX Designer,Kıdemli Kullanıcı Deneyimi Tasarımcısı
Senior Underwriter,Kıdemli Sigortacı
Senior Urban Designer,Kıdemli Kentsel Tasarımcı
Senior Urban Planner,Kıdemli Kentsel Planlamacı
Senior User Experience Designer,Kıdemli Kullanıcı Deneyimi Tasarımcısı
Senior User Interface Designer,Kıdemli Kullanıcı Arayüzü Tasarımcısı
Senior User Interface Developer,Kıdemli Kullanıcı Arayüzü Geliştiricisi
Senior User Interface Engineer,Kıdemli Kullanıcı Arayüzü Mühendisi
Senior Validation Engineer,Kıdemli Doğrulama Mühendisi
Senior Vice President,Kıdemli Başkan Yardımcısı
Senior Vice President Business Development,Kıdemli İş Geliştirme Başkan Yardımcısı
Senior Vice President Development,Kıdemli Gelişme Başkan Yardımcısı
Senior Vice President Finance,Kıdemli Finans Başkan Yardımcısı
Senior Vice President Human Resources,Kıdemli İnsan Kaynakları Başkan Yardımcısı
Senior Vice President Marketing,Kıdemli Pazarlama Başkan Yardımcısı
Senior Vice President Operations,Kıdemli Operasyonlar Başkan Yardımcısı
Senior Vice President Product Management,Kıdemli Ürün Yönetimi Başkan Yardımcısı
Senior Vice President Risk Management,Kıdemli Risk Yönetimi Başkan Yardımcısı
Senior Vice President of Corporate Development,Kurumsal Gelişme Kıdemli Başkan Yardımcısı
Senior Vice President of Engineering,Mühendislik Kıdemli Başkan Yardımcısı
Senior Vice President of Global Sales,Küresel Satışlar Kıdemli Başkan Yardımcısı
Senior Vice President of Product Development,Ürün Geliştirme Kıdemli Başkan Yardımcısı
Senior Vice President of Sales,Satışlar Kıdemli Başkan Yardımcısı
Senior Vice President of Technology,Teknoloji Kıdemli Başkan Yardımcısı
Senior Visualizer,Kıdemli Görselleştirici
Senior Web Developer,Kıdemli Web Geliştiricisi
Senior Writer,Kıdemli Yazar
Seo Account Manager,SEO Hesap Yöneticisi
Seo Executive,SEO Yöneticisi
Sergeant,Çavuş
Server Administrator,Sunucu Yöneticisi
Server Engineer,Sunucu Mühendisi
Service Administration Assistant,Hizmet Yönetim Asistanı
Service Administrator,Hizmet Yöneticisi
Service Adviser,Hizmet Danışmanı
Service Agent,Hizmet Temsilcisi
Service And Installation Technician,Hizmet ve Kurulum Teknisyeni
Service Assistant,Hizmet Asistanı
Service Assistant Manager,Hizmet Yardımcı Yöneticisi
Service Associate,Hizmet Görevlisi
Service Center Specialist,Hizmet Merkezi Uzmanı
Service Centre Manager,Hizmet Merkezi Yöneticisi
Service Coordinator,Hizmet Koordinatörü
Service Crew,Hizmet Ekibi
Service Delivery Analyst,Hizmet Teslim Analisti
Service Delivery Consultant,Hizmet Teslim Danışmanı
Service Delivery Manager,Hizmet Teslim Yöneticisi
Service Delivery Project Manager,Hizmet Teslim Proje Yöneticisi
Service Designer,Hizmet Tasarımcısı
Service Desk,Hizmet Masası
Service Desk Agent,Hizmet Masası Temsilcisi
Service Desk Analyst,Hizmet Masası Analisti
Service Desk Consultant,Hizmet Masası Danışmanı
Service Desk Coordinator,Hizmet Masası Koordinatörü
Service Desk Engineer,Hizmet Masası Mühendisi
Service Desk Manager,Hizmet Masası Yöneticisi
Service Desk Operator,Hizmet Masası Operatörü
Service Desk Specialist,Hizmet Masası Uzmanı
Service Desk Team Leader,Hizmet Masası Ekip Lideri
Service Development Manager,Hizmet Geliştirme Yöneticisi
Service Executive,Hizmet Yöneticisi
Service Lead,Hizmet Lideri
Service Manager_2,Hizmet Müdürü
Service Operations Manager,Hizmet Operasyonları Müdürü
Service Owner,Hizmet Sorumlusu
Service Receptionist,Resepsiyon Görevlisi
Service Representative,Müşteri Temsilcisi
Service Sales Manager,Hizmet Satış Müdürü
Service Specialist,Hizmet Uzmanı
Service Staff,Hizmet Personeli
Service Supervisor,Hizmet Denetçisi
Service Support Coordinator,Destek Koordinatörü
Service Support Engineer,Destek Mühendisi
Service Support Officer,Destek Görevlisi
Service Technician,Servis Teknisyeni
Service Trainee,Hizmet Stajyer
Service Writer,Servis Yazarı
ServiceNow Developer,ServiceNow Geliştiricisi
Servicenow Architect,ServiceNow Mimarı
Servicenow Developer,ServiceNow Geliştiricisi
Services Analyst,Hizmet Analisti
Services Clerk,Hizmet Görevlisi
Services Consultant,Hizmet Danışmanı
Services Engineer,Hizmet Mühendisi
Services Management Manager,Hizmet Yönetim Müdürü
Services Officer,Hizmet Görevlisi
Services Team Leader,Hizmet Ekip Lideri
Settlements Assistant,Uzlaştırma Asistanı
Settlements Associate,Uzlaştırma Uzmanı
Settlements Executive,Uzlaştırma Yöneticisi
Settlements Officer,Uzlaştırma Görevlisi
Sewing Machinist,Dikiş Makinesi Operatörü
Sewing Operator,Dikiş Operatörü
Shared Services Manager,Paylaşılan Hizmetler Müdürü
Shareholder,Hisedar
Sharepoint Developer,Sharepoint Geliştiricisi
Sheet Metal Role,Sac Metal Çalışanı
Sheetmetal Worker,Sac İşçisi
Shift Assistant,Vardiya Asistanı
Shift Engineer,Vardiya Mühendisi
Shift Executive,Vardiya Yöneticisi
Shift In Charge,Vardiya Sorumlusu
Shift Incharge,Vardiya Sorumlusu
Shift Lead,Vardiya Lideri
Shift Leader,Vardiya Lideri
Shift Manager,Vardiya Müdürü
Shift Operator,Vardiya Operatörü
Shift Supervisor,Vardiya Denetçisi
Shift Technician,Vardiya Teknisyen
Ship Captain,Gemi Kaptanı
Shipping And Logistics Executive,Nakliye ve Lojistik Yöneticisi
Shipping Assistant,Gönderi Asistanı
Shipping Clerk,Gönderi Memuru
Shipping Coordinator,Gönderi Koordinatörü
Shipping Executive,Gönderi Yöneticisi
Shipping Manager,Nakliye Müdürü
Shipping Officer,Gönderi Görevlisi
Shipping Specialist,Gönderi Uzmanı
Shipping and Receiving Specialist,Gönderi ve Teslim Alma Uzmanı
Shop Assistant,Mağaza Asistanı
Shop Executive,Mağaza Yöneticisi
Shop Manager,Mağaza Müdürü
Shop Owner,Mağaza Sahibi
Shopkeeper,Dükkan Sahibi
Shovel Operator,Kepçe Operatörü
Showroom Coordinator,Sergi Salonu Koordinatörü
Showroom Manager,Sergi Salonu Müdürü
Showroom Sales,Sergi Salonu Satış Temsilcisi
Showroom Sales Consultant,Sergi Salonu Satış Danışmanı
Showroom Sales Executive,Sergi Salonu Satış Yöneticisi
Showroom Supervisor,Sergi Salonu Denetçisi
Siebel Consultant,Siebel Danışmanı
Siebel Developer,Siebel Geliştiricisi
Sigma Black Belt,Altı Sigma Siyah Kuşak
Sign Installer,Tabela Montajcısı
Signal Processing Engineer,Sinyal İşleme Mühendisi
Signaller,Sinyalci
Simulation Engineer,Simülasyon Mühendisi
Singer,Şarkıcı
Site Acquisition Coordinator,Alan Edinme Koordinatörü
Site Administration Assistant,Şantiye İdare Asistanı
Site Administrator,Şantiye Yöneticisi
Site Agent,Şantiye Temsilcisi
Site Assistant,Şantiye Asistanı
Site Civil Engineer,Şantiye İnşaat Mühendisi
Site Clerk,Şantiye Katipliği
Site Coordinator,Şantiye Koordinatörü
Site Electrical Engineer,Şantiye Elektrik Mühendisi
Site Engineer,Şantiye Mühendisi
Site Foreperson,Şantiye Usta Başısı
Site Inspector,Şantiye Denetçisi
Site Manager,Şantiye Şefi
Site Operations Manager,Şantiye Operasyon Müdürü
Site Planner,Şantiye Planlamacısı
Site Project Engineer,Şantiye Proje Mühendisi
Site Project Manager,Şantiye Proje Müdürü
Site Quantity Surveyor,Şantiye Metraj Uzmanı
Site Reliability Engineer,Şantiye Güvenilirlik Mühendisi
Site Safety Officer,Şantiye Güvenlik Görevlisi
Site Safety Supervisor,Şantiye Güvenlik Denetçisi
Site Supervisor,Şantiye Denetçisi
Site Technician,Şantiye Teknisyeni
Six Sigma Black Belt,Altı Sigma Siyah Kuşak
Six Sigma Master Black Belt,Altı Sigma Usta Siyah Kuşak
Skate Instructor,Patinaj Eğitmeni
Ski Coach,Kayak Antrenörü
Ski Instructor,Kayak Eğitmeni
Ski Patrol,Kayak Güvenlik Görevlisi
Ski Snowboard Instructor,Kayak-Snowboard Eğitmeni
Skiing Instructor,Kayak Eğitmeni
Skills Trainer,Beceri Eğitmeni
Skin Therapist,Cilt Terapisti
Skincare Consultant,Cilt Bakım Danışmanı
Skipper,Kaptan
Sleep Technician,Uyku Teknisyeni
Sleep Technologist,Uyku Teknologu
Slot Attendant,Slot Görevlisi
Slot Manager,Slot Yöneticisi
Slot Supervisor,Slot Süpervizörü
Slot Technician,Slot Teknisyeni
Small Business Account Manager,Küçük İşletme Hesap Yöneticisi
Small Business Advisor,Küçük İşletme Danışmanı
Small Business Banker,Küçük İşletme Bankacısı
Small Business Consultant,Küçük İşletme Danışmanı
Small Business Development Volunteer,Küçük İşletme Geliştirme Gönüllüsü
Small Business Manager,Küçük İşletme Yöneticisi
Small Business Owner,Küçük İşletme Sahibi
Small Business Relationship Manager,Küçük İşletme İlişkiler Yöneticisi
Small Business Sales,Küçük İşletme Satış Temsilcisi
Small Business Sales Representative,Küçük İşletme Satış Temsilcisi
Small Business Specialist,Küçük İşletme Uzmanı
Small Medium Enterprise Business Development Manager,KOBİ İş Geliştirme Yöneticisi
Small Medium Entreprise Relationship Manager,KOBİ İlişkiler Yöneticisi
Snack Bar Attendant,Yemek Bar Görevlisi
Snack Bar Cashier,Yemek Bar Kasiyer
Snack Bar Cook,Yemek Bar Aşçısı
Snow Maker,Kar Üreticisi
Snow Remover,Kar Temizleyici
Snowboard Instructor,Snowboard Eğitmeni
Snowboarding Instructor,Snowboard Eğitmeni
Snowsports Instructor,Kış Sporları Eğitmeni
Soc Analyst,
Social Care Worker,Sosyal Bakım Çalışanı
Social Media Administrator,Sosyal Medya Yöneticisi
Social Media Ambassador,Sosyal Medya Elçisi
Social Media Analyst,Sosyal Medya Analisti
Social Media Assistant,Sosyal Medya Asistanı
Social Media Content Creator,Sosyal Medya İçerik Üreticisi
Social Media Coordinator,Sosyal Medya Koordinatörü
Social Media Curator,Sosyal Medya İçerik Küratörü
Social Media Designer,Sosyal Medya Tasarımcısı
Social Media Editor,Sosyal Medya Editörü
Social Media Executive,Sosyal Medya Uzmanı
Social Media Manager,Sosyal Medya Yöneticisi
Social Media Marketing Executive,Sosyal Medya Pazarlama Uzmanı
Social Media Specialist,Sosyal Medya Uzmanı
Social Media Strategist,Sosyal Medya Stratejisti
Social Sciences Teacher,Sosyal Bilimler Öğretmeni
Social Worker,Sosyal Çalışmacı
Soda Jerk,
Software Analyst,Yazılım Analisti
Software Application Developer,Yazılım Uygulama Geliştiricisi
Software Architect,Yazılım Mimarı
Software Consultant,Yazılım Danışmanı
Software Developer,Yazılım Geliştiricisi
Software Development Engineer,Yazılım Geliştirme Mühendisi
Software Development Manager,Yazılım Geliştirme Yöneticisi
Software Development Team Leader,Yazılım Geliştirme Ekip Lideri
Software Engineer,Yazılım Mühendisi
Software Engineer Analyst,Yazılım Mühendisi Analisti
Software Engineer C_3,
Software Engineer in Test,Test Yazılım Mühendisi
Software Engineering Manager,Yazılım Mühendisliği Yöneticisi
Software Engineering Team Lead,Yazılım Mühendisliği Ekip Lideri
Software Manager,Yazılım Yöneticisi
Software Product Manager,Yazılım Ürün Yöneticisi
Software Programmer,Yazılım Programcısı
Software Project Manager,Yazılım Proje Yöneticisi
Software QA Developer,Yazılım Kalite Geliştiricisi
Software QA Engineer,Yazılım Kalite Mühendisi
Software Quality Assurance Analyst,Yazılım Kalite Güvence Analisti
Software Quality Assurance Engineer,Yazılım Kalite Güvence Mühendisi
Software Quality Assurance Tester,Yazılım Kalite Güvence Test Uzmanı
Software Quality Engineer,Yazılım Kalite Mühendisi
Software Sales Executive,Yazılım Satış Uzmanı
Software Sales Specialist,Yazılım Satış Uzmanı
Software Support Consultant,Yazılım Destek Danışmanı
Software Support Engineer,Yazılım Destek Mühendisi
Software Support Executive,Yazılım Destek Uzmanı
Software Support Specialist,Yazılım Destek Uzmanı
Software Systems Engineer,Yazılım Sistem Mühendisi
Software Team Leader,Yazılım Ekip Lideri
Software Test Engineer_2,Yazılım Test Mühendisi
Software Test Lead,Yazılım Test Lideri
Software Tester,Yazılım Test Uzmanı
Software Trainer,Yazılım Eğitmeni
Solar Engineer,Güneş Enerjisi Mühendisi
Solar Pv Engineer,Güneş Enerjisi PV Mühendisi
Solar Pv Installer,Güneş Enerjisi PV Kurulum Uzmanı
Solar Sales Consultant,Güneş Enerjisi Satış Danışmanı
Solar Technician,Güneş Enerjisi Teknik Uzmanı
Soldier,Er
Solicitor,Avukat
Soloist,Solist
Solution Delivery Consultant,Çözüm Teslimat Danışmanı
Solution Lead,Çözüm Lideri
Solution Sales Executive,Çözüm Satış Yöneticisi
Solution Sales Manager,Çözüm Satış Müdürü
Solutions Advisor,Çözüm Danışmanı
Solutions Analyst,Çözüm Analisti
Solutions Architect,Çözüm Mimarı
Solutions Consultant,Çözüm Danışmanı
Solutions Design Manager,Çözüm Tasarım Müdürü
Solutions Designer,Çözüm Tasarımcısı
Solutions Developer,Çözüm Geliştiricisi
Solutions Engineer,Çözüm Mühendisi
Solutions Executive,Çözüm Yöneticisi
Solutions Expert,Çözüm Uzmanı
Solutions Specialist,Çözüm Uzmanı
Songwriter,Şarkı Yazarı
Sonographer,Ultrason Grafisti
Sorter,Sınıflandırıcı
Sourcing Analyst,Tedarik Analisti
Sourcing Assistant,Tedarik Asistanı
Sourcing Associate,Tedarik Görevlisi
Sourcing Engineer,Tedarik Mühendisi
Sourcing Executive,Tedarik Yöneticisi
Sourcing Manager,Tedarik Müdürü
Sourcing Officer,Tedarik Görevlisi
Sourcing Specialist,Tedarik Uzmanı
Sous Chef,Şef Yardımcısı
Spa Attendant,Spa Görevlisi
Spa Manager,Spa Müdürü
Spa Therapist,Spa Terapisti
Space Planner,Mekân Planlamacısı
Spanish Tutor,İspanyolca Öğretmeni
Spare Parts Assistant,Yedek Parça Asistanı
Special Education Teacher,Özel Eğitim Öğretmeni
Special Educational Needs Teacher,Özel Eğitim İhtiyaçları Öğretmeni
Special Educator,Özel Eğitim Uzmanı
Special Event Specialist,Özel Etkinlik Uzmanı
Specialist,Uzman
Specialist Coordinator,Uzman Koordinatörü
Specialist Doctor,Uzman Doktor
Specialist Teacher,Uzman Öğretmen
Specialist Team Leader,Uzman Ekip Lideri
Specialist Technician,Uzman Teknisyen
Specification Executive,Özellik Yöneticisi
Specifier,Özellik Belirleyicisi
Speech Language Pathologist,Konuşma ve Dil Patoloğu
Sponsorship Executive,Sponsorluk Yöneticisi
Sporting Goods Salesperson,Spor Malzemeleri Satış Elemanı
Sports Commentator,Spor Spikeri
Sprayer,Püskürtücü
Spraypainter,Sprey Boyacı
Spring Boot Developer,Spring Boot Geliştiricisi
Sql Database Administrator,SQL Veritabanı Yöneticisi
Sql Developer,SQL Geliştiricisi
Sql Server Database Administrator,SQL Server Veritabanı Yöneticisi
Squad Leader,Ekip Lideri
Squadron Commander,Filo Komutanı
Squadron Lead,Filo Lideri
Stable Owner,Ahır Sahibi
Staff Accountant,Muhasebeci
Staff Engineer,Kıdemli Mühendis
Staff Nurse,Hemşire
Staff Registered Nurse,Kayıtlı Hemşire
Staff Reporter,Muhabir
Staff Research Associate,Araştırma Görevlisi
Staff Software Engineer,Kıdemli Yazılım Mühendisi
Staff Specialist,Uzman
Staff TPM,Kıdemli TPM
Staff Technical Program Manager,Kıdemli Teknik Program Yöneticisi
Staff Writer,Yazar
Start-up Owner,Girişimci
State Employee,Devlet Memuru
State Tested Nursing Assistant,
Static Guard,Güvenlik Görevlisi
Station Manager,İstasyon Müdürü
Statistician,İstatistikçi
Statutory Reporting Executive,Yasal Raporlama Yöneticisi
Steelfixer,Demir Bağlayıcı
Sterilisation Technician,Sterilizasyon Teknisyeni
Sterilization Technician,Sterilizasyon Teknisyeni
Steward,Uçak/Yat Hostesi
Stock Assistant,Stok Asistanı
Stock Auditor,Stok Denetçisi
Stock Clerk,Stok Memuru
Stock Control,Stok Kontrol Görevlisi
Stock Controller,Stok Kontrol Sorumlusu
Stock Keeper,Stok Görevlisi
Stockroom Assistant,Depo Asistanı
Storage Administrator,Depolama Yöneticisi
Storage Engineer,Depolama Mühendisi
Storage Specialist,Depolama Uzmanı
Store Administration Officer,Mağaza İdari Görevlisi
Store Assistant,Mağaza Asistanı
Store Cashier,Mağaza Kasiyer
Store Clerk,Mağaza Memuru
Store Crew,Mağaza Ekibi
Store Development Manager,Mağaza Gelişim Müdürü
